"","hobo_stage","hobo_stage_int","stage","r_timestamp","power_q","radius","area","int_or_ext","mannings_q","best_q"
"1",0.492,0.5533764,0.7750924,2019-04-02 11:00:00,2.54593185436913,8.6001848,5.46440142,"extrapolated",2.64425541524343,2.50054601321007
"2",0.485,0.5463995,0.7681155,2019-04-02 11:10:00,2.25938003206059,8.586231,5.415214275,"interpolated",2.61761824737904,2.25938003206059
"3",0.485,0.5463995,0.7681155,2019-04-02 11:20:00,2.25938003206059,8.586231,5.415214275,"interpolated",2.61761824737904,2.25938003206059
"4",0.48,0.541416,0.763132,2019-04-02 11:30:00,2.07328507758858,8.576264,5.3800806,"interpolated",2.59862229857559,2.07328507758858
"5",0.474,0.5354358,0.7571518,2019-04-02 11:40:00,1.86869996512829,8.5643036,5.33792019,"interpolated",2.57586084191402,1.86869996512829
"6",0.474,0.5354358,0.7571518,2019-04-02 11:50:00,1.86869996512829,8.5643036,5.33792019,"interpolated",2.57586084191402,1.86869996512829
"7",0.475,0.5364325,0.7581485,2019-04-02 12:00:00,1.90144679786007,8.566297,5.344946925,"interpolated",2.57965186542634,1.90144679786007
"8",0.473,0.5344391,0.7561551,2019-04-02 12:10:00,1.83647507517158,8.5623102,5.330893455,"interpolated",2.57207083970401,1.83647507517158
"9",0.476,0.5374292,0.7591452,2019-04-02 12:20:00,1.93472332431987,8.5682904,5.35197366,"interpolated",2.58344391012816,1.93472332431987
"10",0.471,0.5324457,0.7541617,2019-04-02 12:30:00,1.77356063568739,8.5583234,5.316839985,"interpolated",2.56449389964245,1.77356063568739
"11",0.471,0.5324457,0.7541617,2019-04-02 12:40:00,1.77356063568739,8.5583234,5.316839985,"interpolated",2.56449389964245,1.77356063568739
"12",0.473,0.5344391,0.7561551,2019-04-02 12:50:00,1.83647507517158,8.5623102,5.330893455,"interpolated",2.57207083970401,1.83647507517158
"13",0.474,0.5354358,0.7571518,2019-04-02 13:00:00,1.86869996512829,8.5643036,5.33792019,"interpolated",2.57586084191402,1.86869996512829
"14",0.472,0.5334424,0.7551584,2019-04-02 13:10:00,1.80476448046949,8.5603168,5.32386672,"interpolated",2.56828185890919,1.80476448046949
"15",0.474,0.5354358,0.7571518,2019-04-02 13:20:00,1.86869996512829,8.5643036,5.33792019,"interpolated",2.57586084191402,1.86869996512829
"16",0.472,0.5334424,0.7551584,2019-04-02 13:30:00,1.80476448046949,8.5603168,5.32386672,"interpolated",2.56828185890919,1.80476448046949
"17",0.475,0.5364325,0.7581485,2019-04-02 13:40:00,1.90144679786007,8.566297,5.344946925,"interpolated",2.57965186542634,1.90144679786007
"18",0.476,0.5374292,0.7591452,2019-04-02 13:50:00,1.93472332431987,8.5682904,5.35197366,"interpolated",2.58344391012816,1.93472332431987
"19",0.475,0.5364325,0.7581485,2019-04-02 14:00:00,1.90144679786007,8.566297,5.344946925,"interpolated",2.57965186542634,1.90144679786007
"20",0.474,0.5354358,0.7571518,2019-04-02 14:10:00,1.86869996512829,8.5643036,5.33792019,"interpolated",2.57586084191402,1.86869996512829
"21",0.472,0.5334424,0.7551584,2019-04-02 14:20:00,1.80476448046949,8.5603168,5.32386672,"interpolated",2.56828185890919,1.80476448046949
"22",0.474,0.5354358,0.7571518,2019-04-02 14:30:00,1.86869996512829,8.5643036,5.33792019,"interpolated",2.57586084191402,1.86869996512829
"23",0.475,0.5364325,0.7581485,2019-04-02 14:40:00,1.90144679786007,8.566297,5.344946925,"interpolated",2.57965186542634,1.90144679786007
"24",0.473,0.5344391,0.7561551,2019-04-02 14:50:00,1.83647507517158,8.5623102,5.330893455,"interpolated",2.57207083970401,1.83647507517158
"25",0.473,0.5344391,0.7561551,2019-04-02 15:00:00,1.83647507517158,8.5623102,5.330893455,"interpolated",2.57207083970401,1.83647507517158
"26",0.476,0.5374292,0.7591452,2019-04-02 15:10:00,1.93472332431987,8.5682904,5.35197366,"interpolated",2.58344391012816,1.93472332431987
"27",0.475,0.5364325,0.7581485,2019-04-02 15:20:00,1.90144679786007,8.566297,5.344946925,"interpolated",2.57965186542634,1.90144679786007
"28",0.473,0.5344391,0.7561551,2019-04-02 15:30:00,1.83647507517158,8.5623102,5.330893455,"interpolated",2.57207083970401,1.83647507517158
"29",0.473,0.5344391,0.7561551,2019-04-02 15:40:00,1.83647507517158,8.5623102,5.330893455,"interpolated",2.57207083970401,1.83647507517158
"30",0.475,0.5364325,0.7581485,2019-04-02 15:50:00,1.90144679786007,8.566297,5.344946925,"interpolated",2.57965186542634,1.90144679786007
"31",0.474,0.5354358,0.7571518,2019-04-02 16:00:00,1.86869996512829,8.5643036,5.33792019,"interpolated",2.57586084191402,1.86869996512829
"32",0.474,0.5354358,0.7571518,2019-04-02 16:10:00,1.86869996512829,8.5643036,5.33792019,"interpolated",2.57586084191402,1.86869996512829
"33",0.473,0.5344391,0.7561551,2019-04-02 16:20:00,1.83647507517158,8.5623102,5.330893455,"interpolated",2.57207083970401,1.83647507517158
"34",0.474,0.5354358,0.7571518,2019-04-02 16:30:00,1.86869996512829,8.5643036,5.33792019,"interpolated",2.57586084191402,1.86869996512829
"35",0.475,0.5364325,0.7581485,2019-04-02 16:40:00,1.90144679786007,8.566297,5.344946925,"interpolated",2.57965186542634,1.90144679786007
"36",0.475,0.5364325,0.7581485,2019-04-02 16:50:00,1.90144679786007,8.566297,5.344946925,"interpolated",2.57965186542634,1.90144679786007
"37",0.475,0.5364325,0.7581485,2019-04-02 17:00:00,1.90144679786007,8.566297,5.344946925,"interpolated",2.57965186542634,1.90144679786007
"38",0.475,0.5364325,0.7581485,2019-04-02 17:10:00,1.90144679786007,8.566297,5.344946925,"interpolated",2.57965186542634,1.90144679786007
"39",0.475,0.5364325,0.7581485,2019-04-02 17:20:00,1.90144679786007,8.566297,5.344946925,"interpolated",2.57965186542634,1.90144679786007
"40",0.477,0.5384259,0.7601419,2019-04-02 17:30:00,1.96853740015328,8.5702838,5.359000395,"interpolated",2.5872369759067,1.96853740015328
"41",0.479,0.5404193,0.7621353,2019-04-02 17:40:00,2.03781015364351,8.5742706,5.373053865,"interpolated",2.59482617024308,2.03781015364351
"42",0.477,0.5384259,0.7601419,2019-04-02 17:50:00,1.96853740015328,8.5702838,5.359000395,"interpolated",2.5872369759067,1.96853740015328
"43",0.477,0.5384259,0.7601419,2019-04-02 18:00:00,1.96853740015328,8.5702838,5.359000395,"interpolated",2.5872369759067,1.96853740015328
"44",0.477,0.5384259,0.7601419,2019-04-02 18:10:00,1.96853740015328,8.5702838,5.359000395,"interpolated",2.5872369759067,1.96853740015328
"45",0.479,0.5404193,0.7621353,2019-04-02 18:20:00,2.03781015364351,8.5742706,5.373053865,"interpolated",2.59482617024308,2.03781015364351
"46",0.477,0.5384259,0.7601419,2019-04-02 18:30:00,1.96853740015328,8.5702838,5.359000395,"interpolated",2.5872369759067,1.96853740015328
"47",0.476,0.5374292,0.7591452,2019-04-02 18:40:00,1.93472332431987,8.5682904,5.35197366,"interpolated",2.58344391012816,1.93472332431987
"48",0.477,0.5384259,0.7601419,2019-04-02 18:50:00,1.96853740015328,8.5702838,5.359000395,"interpolated",2.5872369759067,1.96853740015328
"49",0.478,0.5394226,0.7611386,2019-04-02 19:00:00,2.0028969869724,8.5722772,5.36602713,"interpolated",2.59103106264923,2.0028969869724
"50",0.48,0.541416,0.763132,2019-04-02 19:10:00,2.07328507758858,8.576264,5.3800806,"interpolated",2.59862229857559,2.07328507758858
"51",0.477,0.5384259,0.7601419,2019-04-02 19:20:00,1.96853740015328,8.5702838,5.359000395,"interpolated",2.5872369759067,1.96853740015328
"52",0.476,0.5374292,0.7591452,2019-04-02 19:30:00,1.93472332431987,8.5682904,5.35197366,"interpolated",2.58344391012816,1.93472332431987
"53",0.479,0.5404193,0.7621353,2019-04-02 19:40:00,2.03781015364351,8.5742706,5.373053865,"interpolated",2.59482617024308,2.03781015364351
"54",0.476,0.5374292,0.7591452,2019-04-02 19:50:00,1.93472332431987,8.5682904,5.35197366,"interpolated",2.58344391012816,1.93472332431987
"55",0.475,0.5364325,0.7581485,2019-04-02 20:00:00,1.90144679786007,8.566297,5.344946925,"interpolated",2.57965186542634,1.90144679786007
"56",0.477,0.5384259,0.7601419,2019-04-02 20:10:00,1.96853740015328,8.5702838,5.359000395,"interpolated",2.5872369759067,1.96853740015328
"57",0.477,0.5384259,0.7601419,2019-04-02 20:20:00,1.96853740015328,8.5702838,5.359000395,"interpolated",2.5872369759067,1.96853740015328
"58",0.482,0.5434094,0.7651254,2019-04-02 20:30:00,2.14595345767519,8.5802508,5.39413407,"interpolated",2.6062176170063,2.14595345767519
"59",0.478,0.5394226,0.7611386,2019-04-02 20:40:00,2.0028969869724,8.5722772,5.36602713,"interpolated",2.59103106264923,2.0028969869724
"60",0.477,0.5384259,0.7601419,2019-04-02 20:50:00,1.96853740015328,8.5702838,5.359000395,"interpolated",2.5872369759067,1.96853740015328
"61",0.476,0.5374292,0.7591452,2019-04-02 21:00:00,1.93472332431987,8.5682904,5.35197366,"interpolated",2.58344391012816,1.93472332431987
"62",0.478,0.5394226,0.7611386,2019-04-02 21:10:00,2.0028969869724,8.5722772,5.36602713,"interpolated",2.59103106264923,2.0028969869724
"63",0.476,0.5374292,0.7591452,2019-04-02 21:20:00,1.93472332431987,8.5682904,5.35197366,"interpolated",2.58344391012816,1.93472332431987
"64",0.477,0.5384259,0.7601419,2019-04-02 21:30:00,1.96853740015328,8.5702838,5.359000395,"interpolated",2.5872369759067,1.96853740015328
"65",0.477,0.5384259,0.7601419,2019-04-02 21:40:00,1.96853740015328,8.5702838,5.359000395,"interpolated",2.5872369759067,1.96853740015328
"66",0.479,0.5404193,0.7621353,2019-04-02 21:50:00,2.03781015364351,8.5742706,5.373053865,"interpolated",2.59482617024308,2.03781015364351
"67",0.475,0.5364325,0.7581485,2019-04-02 22:00:00,1.90144679786007,8.566297,5.344946925,"interpolated",2.57965186542634,1.90144679786007
"68",0.474,0.5354358,0.7571518,2019-04-02 22:10:00,1.86869996512829,8.5643036,5.33792019,"interpolated",2.57586084191402,1.86869996512829
"69",0.475,0.5364325,0.7581485,2019-04-02 22:20:00,1.90144679786007,8.566297,5.344946925,"interpolated",2.57965186542634,1.90144679786007
"70",0.473,0.5344391,0.7561551,2019-04-02 22:30:00,1.83647507517158,8.5623102,5.330893455,"interpolated",2.57207083970401,1.83647507517158
"71",0.474,0.5354358,0.7571518,2019-04-02 22:40:00,1.86869996512829,8.5643036,5.33792019,"interpolated",2.57586084191402,1.86869996512829
"72",0.475,0.5364325,0.7581485,2019-04-02 22:50:00,1.90144679786007,8.566297,5.344946925,"interpolated",2.57965186542634,1.90144679786007
"73",0.476,0.5374292,0.7591452,2019-04-02 23:00:00,1.93472332431987,8.5682904,5.35197366,"interpolated",2.58344391012816,1.93472332431987
"74",0.476,0.5374292,0.7591452,2019-04-02 23:10:00,1.93472332431987,8.5682904,5.35197366,"interpolated",2.58344391012816,1.93472332431987
"75",0.475,0.5364325,0.7581485,2019-04-02 23:20:00,1.90144679786007,8.566297,5.344946925,"interpolated",2.57965186542634,1.90144679786007
"76",0.475,0.5364325,0.7581485,2019-04-02 23:30:00,1.90144679786007,8.566297,5.344946925,"interpolated",2.57965186542634,1.90144679786007
"77",0.472,0.5334424,0.7551584,2019-04-02 23:40:00,1.80476448046949,8.5603168,5.32386672,"interpolated",2.56828185890919,1.80476448046949
"78",0.474,0.5354358,0.7571518,2019-04-02 23:50:00,1.86869996512829,8.5643036,5.33792019,"interpolated",2.57586084191402,1.86869996512829
"79",0.473,0.5344391,0.7561551,2019-04-03 00:00:00,1.83647507517158,8.5623102,5.330893455,"interpolated",2.57207083970401,1.83647507517158
"80",0.476,0.5374292,0.7591452,2019-04-03 00:10:00,1.93472332431987,8.5682904,5.35197366,"interpolated",2.58344391012816,1.93472332431987
"81",0.475,0.5364325,0.7581485,2019-04-03 00:20:00,1.90144679786007,8.566297,5.344946925,"interpolated",2.57965186542634,1.90144679786007
"82",0.475,0.5364325,0.7581485,2019-04-03 00:30:00,1.90144679786007,8.566297,5.344946925,"interpolated",2.57965186542634,1.90144679786007
"83",0.474,0.5354358,0.7571518,2019-04-03 00:40:00,1.86869996512829,8.5643036,5.33792019,"interpolated",2.57586084191402,1.86869996512829
"84",0.474,0.5354358,0.7571518,2019-04-03 00:50:00,1.86869996512829,8.5643036,5.33792019,"interpolated",2.57586084191402,1.86869996512829
"85",0.473,0.5344391,0.7561551,2019-04-03 01:00:00,1.83647507517158,8.5623102,5.330893455,"interpolated",2.57207083970401,1.83647507517158
"86",0.471,0.5324457,0.7541617,2019-04-03 01:10:00,1.77356063568739,8.5583234,5.316839985,"interpolated",2.56449389964245,1.77356063568739
"87",0.472,0.5334424,0.7551584,2019-04-03 01:20:00,1.80476448046949,8.5603168,5.32386672,"interpolated",2.56828185890919,1.80476448046949
"88",0.474,0.5354358,0.7571518,2019-04-03 01:30:00,1.86869996512829,8.5643036,5.33792019,"interpolated",2.57586084191402,1.86869996512829
"89",0.473,0.5344391,0.7561551,2019-04-03 01:40:00,1.83647507517158,8.5623102,5.330893455,"interpolated",2.57207083970401,1.83647507517158
"90",0.47,0.531449,0.753165,2019-04-03 01:50:00,1.74285609644329,8.55633,5.30981325,"interpolated",2.56070696201677,1.74285609644329
"91",0.471,0.5324457,0.7541617,2019-04-03 02:00:00,1.77356063568739,8.5583234,5.316839985,"interpolated",2.56449389964245,1.77356063568739
"92",0.475,0.5364325,0.7581485,2019-04-03 02:10:00,1.90144679786007,8.566297,5.344946925,"interpolated",2.57965186542634,1.90144679786007
"93",0.475,0.5364325,0.7581485,2019-04-03 02:20:00,1.90144679786007,8.566297,5.344946925,"interpolated",2.57965186542634,1.90144679786007
"94",0.473,0.5344391,0.7561551,2019-04-03 02:30:00,1.83647507517158,8.5623102,5.330893455,"interpolated",2.57207083970401,1.83647507517158
"95",0.472,0.5334424,0.7551584,2019-04-03 02:40:00,1.80476448046949,8.5603168,5.32386672,"interpolated",2.56828185890919,1.80476448046949
"96",0.471,0.5324457,0.7541617,2019-04-03 02:50:00,1.77356063568739,8.5583234,5.316839985,"interpolated",2.56449389964245,1.77356063568739
"97",0.47,0.531449,0.753165,2019-04-03 03:00:00,1.74285609644329,8.55633,5.30981325,"interpolated",2.56070696201677,1.74285609644329
"98",0.469,0.5304523,0.7521683,2019-04-03 03:10:00,1.71264351808784,8.5543366,5.302786515,"interpolated",2.55692104614513,1.71264351808784
"99",0.47,0.531449,0.753165,2019-04-03 03:20:00,1.74285609644329,8.55633,5.30981325,"interpolated",2.56070696201677,1.74285609644329
"100",0.473,0.5344391,0.7561551,2019-04-03 03:30:00,1.83647507517158,8.5623102,5.330893455,"interpolated",2.57207083970401,1.83647507517158
"101",0.471,0.5324457,0.7541617,2019-04-03 03:40:00,1.77356063568739,8.5583234,5.316839985,"interpolated",2.56449389964245,1.77356063568739
"102",0.471,0.5324457,0.7541617,2019-04-03 03:50:00,1.77356063568739,8.5583234,5.316839985,"interpolated",2.56449389964245,1.77356063568739
"103",0.469,0.5304523,0.7521683,2019-04-03 04:00:00,1.71264351808784,8.5543366,5.302786515,"interpolated",2.55692104614513,1.71264351808784
"104",0.469,0.5304523,0.7521683,2019-04-03 04:10:00,1.71264351808784,8.5543366,5.302786515,"interpolated",2.55692104614513,1.71264351808784
"105",0.468,0.5294556,0.7511716,2019-04-03 04:20:00,1.6829156544976,8.5523432,5.29575978,"interpolated",2.55313615214059,1.6829156544976
"106",0.469,0.5304523,0.7521683,2019-04-03 04:30:00,1.71264351808784,8.5543366,5.302786515,"interpolated",2.55692104614513,1.71264351808784
"107",0.47,0.531449,0.753165,2019-04-03 04:40:00,1.74285609644329,8.55633,5.30981325,"interpolated",2.56070696201677,1.74285609644329
"108",0.468,0.5294556,0.7511716,2019-04-03 04:50:00,1.6829156544976,8.5523432,5.29575978,"interpolated",2.55313615214059,1.6829156544976
"109",0.468,0.5294556,0.7511716,2019-04-03 05:00:00,1.6829156544976,8.5523432,5.29575978,"interpolated",2.55313615214059,1.6829156544976
"110",0.469,0.5304523,0.7521683,2019-04-03 05:10:00,1.71264351808784,8.5543366,5.302786515,"interpolated",2.55692104614513,1.71264351808784
"111",0.47,0.531449,0.753165,2019-04-03 05:20:00,1.74285609644329,8.55633,5.30981325,"interpolated",2.56070696201677,1.74285609644329
"112",0.469,0.5304523,0.7521683,2019-04-03 05:30:00,1.71264351808784,8.5543366,5.302786515,"interpolated",2.55692104614513,1.71264351808784
"113",0.468,0.5294556,0.7511716,2019-04-03 05:40:00,1.6829156544976,8.5523432,5.29575978,"interpolated",2.55313615214059,1.6829156544976
"114",0.466,0.5274622,0.7491782,2019-04-03 05:50:00,1.62488557259863,8.5483564,5.28170631,"interpolated",2.54556943018522,1.62488557259863
"115",0.468,0.5294556,0.7511716,2019-04-03 06:00:00,1.6829156544976,8.5523432,5.29575978,"interpolated",2.55313615214059,1.6829156544976
"116",0.469,0.5304523,0.7521683,2019-04-03 06:10:00,1.71264351808784,8.5543366,5.302786515,"interpolated",2.55692104614513,1.71264351808784
"117",0.468,0.5294556,0.7511716,2019-04-03 06:20:00,1.6829156544976,8.5523432,5.29575978,"interpolated",2.55313615214059,1.6829156544976
"118",0.467,0.5284589,0.7501749,2019-04-03 06:30:00,1.65366535688121,8.5503498,5.288733045,"interpolated",2.54935228011624,1.65366535688121
"119",0.466,0.5274622,0.7491782,2019-04-03 06:40:00,1.62488557259863,8.5483564,5.28170631,"interpolated",2.54556943018522,1.62488557259863
"120",0.466,0.5274622,0.7491782,2019-04-03 06:50:00,1.62488557259863,8.5483564,5.28170631,"interpolated",2.54556943018522,1.62488557259863
"121",0.466,0.5274622,0.7491782,2019-04-03 07:00:00,1.62488557259863,8.5483564,5.28170631,"interpolated",2.54556943018522,1.62488557259863
"122",0.466,0.5274622,0.7491782,2019-04-03 07:10:00,1.62488557259863,8.5483564,5.28170631,"interpolated",2.54556943018522,1.62488557259863
"123",0.466,0.5274622,0.7491782,2019-04-03 07:20:00,1.62488557259863,8.5483564,5.28170631,"interpolated",2.54556943018522,1.62488557259863
"124",0.467,0.5284589,0.7501749,2019-04-03 07:30:00,1.65366535688121,8.5503498,5.288733045,"interpolated",2.54935228011624,1.65366535688121
"125",0.469,0.5304523,0.7521683,2019-04-03 07:40:00,1.71264351808784,8.5543366,5.302786515,"interpolated",2.55692104614513,1.71264351808784
"126",0.468,0.5294556,0.7511716,2019-04-03 07:50:00,1.6829156544976,8.5523432,5.29575978,"interpolated",2.55313615214059,1.6829156544976
"127",0.466,0.5274622,0.7491782,2019-04-03 08:00:00,1.62488557259863,8.5483564,5.28170631,"interpolated",2.54556943018522,1.62488557259863
"128",0.465,0.5264655,0.7481815,2019-04-03 08:10:00,1.59656934399302,8.546363,5.274679575,"interpolated",2.54178760246072,1.59656934399302
"129",0.467,0.5284589,0.7501749,2019-04-03 08:20:00,1.65366535688121,8.5503498,5.288733045,"interpolated",2.54935228011624,1.65366535688121
"130",0.466,0.5274622,0.7491782,2019-04-03 08:30:00,1.62488557259863,8.5483564,5.28170631,"interpolated",2.54556943018522,1.62488557259863
"131",0.467,0.5284589,0.7501749,2019-04-03 08:40:00,1.65366535688121,8.5503498,5.288733045,"interpolated",2.54935228011624,1.65366535688121
"132",0.464,0.5254688,0.7471848,2019-04-03 08:50:00,1.56870980723537,8.5443696,5.26765284,"interpolated",2.53800679705595,1.56870980723537
"133",0.462,0.5234754,0.7451914,2019-04-03 09:00:00,1.51433381624241,8.5403828,5.25359937,"interpolated",2.5304482536588,1.51433381624241
"134",0.462,0.5234754,0.7451914,2019-04-03 09:10:00,1.51433381624241,8.5403828,5.25359937,"interpolated",2.5304482536588,1.51433381624241
"135",0.461,0.5224787,0.7441947,2019-04-03 09:20:00,1.48780409326459,8.5383894,5.246572635,"interpolated",2.52667051589311,1.48780409326459
"136",0.46,0.521482,0.743198,2019-04-03 09:30:00,1.46170452242567,8.536396,5.2395459,"interpolated",2.52289380090053,1.46170452242567
"137",0.458,0.5194886,0.7412046,2019-04-03 09:40:00,1.41077027797576,8.5324092,5.22549243,"interpolated",2.51534343968862,1.41077027797576
"138",0.451,0.5125117,0.7342277,2019-04-03 09:50:00,1.24513559153163,8.5184554,5.176305285,"interpolated",2.48894940949361,1.24513559153163
"139",0.446,0.5075282,0.7292442,2019-04-03 10:00:00,1.13804005739004,8.5084884,5.14117161,"interpolated",2.47012724580267,1.13804005739004
"140",0.444,0.5055348,0.7272508,2019-04-03 10:10:00,1.09763796515583,8.5045016,5.12711814,"interpolated",2.46260555088673,1.09763796515583
"141",0.443,0.5045381,0.7262541,2019-04-03 10:20:00,1.07793795031773,8.5025082,5.120091405,"interpolated",2.45884624043393,1.07793795031773
"142",0.439,0.5005513,0.7222673,2019-04-03 10:30:00,1.00236066547568,8.4945346,5.091984465,"interpolated",2.44381924799012,1.00236066547568
"143",0.443,0.5045381,0.7262541,2019-04-03 10:40:00,1.07793795031773,8.5025082,5.120091405,"interpolated",2.45884624043393,1.07793795031773
"144",0.446,0.5075282,0.7292442,2019-04-03 10:50:00,1.13804005739004,8.5084884,5.14117161,"interpolated",2.47012724580267,1.13804005739004
"145",0.444,0.5055348,0.7272508,2019-04-03 11:00:00,1.09763796515583,8.5045016,5.12711814,"interpolated",2.46260555088673,1.09763796515583
"146",0.445,0.5065315,0.7282475,2019-04-03 11:10:00,1.11767028779579,8.506495,5.134144875,"interpolated",2.46636588604771,1.11767028779579
"147",0.444,0.5055348,0.7272508,2019-04-03 11:20:00,1.09763796515583,8.5045016,5.12711814,"interpolated",2.46260555088673,1.09763796515583
"148",0.445,0.5065315,0.7282475,2019-04-03 11:30:00,1.11767028779579,8.506495,5.134144875,"interpolated",2.46636588604771,1.11767028779579
"149",0.445,0.5065315,0.7282475,2019-04-03 11:40:00,1.11767028779579,8.506495,5.134144875,"interpolated",2.46636588604771,1.11767028779579
"150",0.448,0.5095216,0.7312376,2019-04-03 11:50:00,1.1798128563915,8.5124752,5.15522508,"interpolated",2.47765303863799,1.1798128563915
"151",0.446,0.5075282,0.7292442,2019-04-03 12:00:00,1.13804005739004,8.5084884,5.14117161,"interpolated",2.47012724580267,1.13804005739004
"152",0.446,0.5075282,0.7292442,2019-04-03 12:10:00,1.13804005739004,8.5084884,5.14117161,"interpolated",2.47012724580267,1.13804005739004
"153",0.449,0.5105183,0.7322343,2019-04-03 12:20:00,1.20122652920184,8.5144686,5.162251815,"interpolated",2.48141747149019,1.20122652920184
"154",0.45,0.511515,0.733231,2019-04-03 12:30:00,1.22299893763548,8.516462,5.16927855,"interpolated",2.48518292848005,1.22299893763548
"155",0.455,0.5164985,0.7382145,2019-04-03 12:40:00,1.33743757283536,8.526429,5.204412225,"interpolated",2.50402557150711,1.33743757283536
"156",0.454,0.5155018,0.7372178,2019-04-03 12:50:00,1.31378728473557,8.5244356,5.19738549,"interpolated",2.5002549955375,1.31378728473557
"157",0.459,0.5204853,0.7422013,2019-04-03 13:00:00,1.43602869213978,8.5344026,5.232519165,"interpolated",2.51911810879453,1.43602869213978
"158",0.46,0.521482,0.743198,2019-04-03 13:10:00,1.46170452242567,8.536396,5.2395459,"interpolated",2.52289380090053,1.46170452242567
"159",0.461,0.5224787,0.7441947,2019-04-03 13:20:00,1.48780409326459,8.5383894,5.246572635,"interpolated",2.52667051589311,1.48780409326459
"160",0.464,0.5254688,0.7471848,2019-04-03 13:30:00,1.56870980723537,8.5443696,5.26765284,"interpolated",2.53800679705595,1.56870980723537
"161",0.463,0.5244721,0.7461881,2019-04-03 13:40:00,1.54130019118166,8.5423762,5.260626105,"interpolated",2.53422701408421,1.54130019118166
"162",0.462,0.5234754,0.7451914,2019-04-03 13:50:00,1.51433381624241,8.5403828,5.25359937,"interpolated",2.5304482536588,1.51433381624241
"163",0.461,0.5224787,0.7441947,2019-04-03 14:00:00,1.48780409326459,8.5383894,5.246572635,"interpolated",2.52667051589311,1.48780409326459
"164",0.465,0.5264655,0.7481815,2019-04-03 14:10:00,1.59656934399302,8.546363,5.274679575,"interpolated",2.54178760246072,1.59656934399302
"165",0.467,0.5284589,0.7501749,2019-04-03 14:20:00,1.65366535688121,8.5503498,5.288733045,"interpolated",2.54935228011624,1.65366535688121
"166",0.471,0.5324457,0.7541617,2019-04-03 14:30:00,1.77356063568739,8.5583234,5.316839985,"interpolated",2.56449389964245,1.77356063568739
"167",0.47,0.531449,0.753165,2019-04-03 14:40:00,1.74285609644329,8.55633,5.30981325,"interpolated",2.56070696201677,1.74285609644329
"168",0.468,0.5294556,0.7511716,2019-04-03 14:50:00,1.6829156544976,8.5523432,5.29575978,"interpolated",2.55313615214059,1.6829156544976
"169",0.471,0.5324457,0.7541617,2019-04-03 15:00:00,1.77356063568739,8.5583234,5.316839985,"interpolated",2.56449389964245,1.77356063568739
"170",0.472,0.5334424,0.7551584,2019-04-03 15:10:00,1.80476448046949,8.5603168,5.32386672,"interpolated",2.56828185890919,1.80476448046949
"171",0.47,0.531449,0.753165,2019-04-03 15:20:00,1.74285609644329,8.55633,5.30981325,"interpolated",2.56070696201677,1.74285609644329
"172",0.472,0.5334424,0.7551584,2019-04-03 15:30:00,1.80476448046949,8.5603168,5.32386672,"interpolated",2.56828185890919,1.80476448046949
"173",0.478,0.5394226,0.7611386,2019-04-03 15:40:00,2.0028969869724,8.5722772,5.36602713,"interpolated",2.59103106264923,2.0028969869724
"174",0.478,0.5394226,0.7611386,2019-04-03 15:50:00,2.0028969869724,8.5722772,5.36602713,"interpolated",2.59103106264923,2.0028969869724
"175",0.479,0.5404193,0.7621353,2019-04-03 16:00:00,2.03781015364351,8.5742706,5.373053865,"interpolated",2.59482617024308,2.03781015364351
"176",0.48,0.541416,0.763132,2019-04-03 16:10:00,2.07328507758858,8.576264,5.3800806,"interpolated",2.59862229857559,2.07328507758858
"177",0.481,0.5424127,0.7641287,2019-04-03 16:20:00,2.10933004610097,8.5782574,5.387107335,"interpolated",2.60241944753418,2.10933004610097
"178",0.482,0.5434094,0.7651254,2019-04-03 16:30:00,2.14595345767519,8.5802508,5.39413407,"interpolated",2.6062176170063,2.14595345767519
"179",0.481,0.5424127,0.7641287,2019-04-03 16:40:00,2.10933004610097,8.5782574,5.387107335,"interpolated",2.60241944753418,2.10933004610097
"180",0.483,0.5444061,0.7661221,2019-04-03 16:50:00,2.18316382335111,8.5822442,5.401160805,"interpolated",2.61001680687945,2.18316382335111
"181",0.489,0.5503863,0.7721023,2019-04-03 17:00:00,2.41924319794312,8.5942046,5.443321215,"interpolated",2.63283336824545,2.41924319794312
"182",0.488,0.5493896,0.7711056,2019-04-03 17:10:00,2.37832590024322,8.5922112,5.43629448,"interpolated",2.62902805832616,2.37832590024322
"183",0.488,0.5493896,0.7711056,2019-04-03 17:20:00,2.37832590024322,8.5922112,5.43629448,"interpolated",2.62902805832616,2.37832590024322
"184",0.483,0.5444061,0.7661221,2019-04-03 17:30:00,2.18316382335111,8.5822442,5.401160805,"interpolated",2.61001680687945,2.18316382335111
"185",0.488,0.5493896,0.7711056,2019-04-03 17:40:00,2.37832590024322,8.5922112,5.43629448,"interpolated",2.62902805832616,2.37832590024322
"186",0.488,0.5493896,0.7711056,2019-04-03 17:50:00,2.37832590024322,8.5922112,5.43629448,"interpolated",2.62902805832616,2.37832590024322
"187",0.49,0.551383,0.773099,2019-04-03 18:00:00,2.4608102942745,8.596198,5.45034795,"interpolated",2.63663969777951,2.4608102942745
"188",0.489,0.5503863,0.7721023,2019-04-03 18:10:00,2.41924319794312,8.5942046,5.443321215,"interpolated",2.63283336824545,2.41924319794312
"189",0.487,0.5483929,0.7701089,2019-04-03 18:20:00,2.33804906344889,8.5902178,5.429267745,"interpolated",2.62522376813384,2.33804906344889
