"","hobo_stage","hobo_stage_int","stage","r_timestamp","power_q","radius","area","int_or_ext","mannings_q","best_q"
"12191",0.33,0.391911,0.613627,2019-08-16 17:45:00,0.116454893209496,8.277254,4.32607035,"interpolated",2.04067283750098,0.116454893209496
"12192",0.329,0.3909143,0.6126303,2019-08-16 18:00:00,0.113981610828604,8.2752606,4.319043615,"interpolated",2.03703110432117,0.113981610828604
"12193",0.329,0.3909143,0.6126303,2019-08-16 18:15:00,0.113981610828604,8.2752606,4.319043615,"interpolated",2.03703110432117,0.113981610828604
"12194",0.329,0.3909143,0.6126303,2019-08-16 18:30:00,0.113981610828604,8.2752606,4.319043615,"interpolated",2.03703110432117,0.113981610828604
"12195",0.331,0.3929077,0.6146237,2019-08-16 18:45:00,0.118977698003494,8.2792474,4.333097085,"interpolated",2.04431560871926,0.118977698003494
"12196",0.329,0.3909143,0.6126303,2019-08-16 19:00:00,0.113981610828604,8.2752606,4.319043615,"interpolated",2.03703110432117,0.113981610828604
"12197",0.329,0.3909143,0.6126303,2019-08-16 19:15:00,0.113981610828604,8.2752606,4.319043615,"interpolated",2.03703110432117,0.113981610828604
"12198",0.327,0.3889209,0.6106369,2019-08-16 19:30:00,0.109180052366707,8.2712738,4.304990145,"interpolated",2.02975075255599,0.109180052366707
"12199",0.332,0.3939044,0.6156204,2019-08-16 19:45:00,0.121550934066841,8.2812408,4.34012382,"interpolated",2.04795941785633,0.121550934066841
"12200",0.332,0.3939044,0.6156204,2019-08-16 20:00:00,0.121550934066841,8.2812408,4.34012382,"interpolated",2.04795941785633,0.121550934066841
"12201",0.328,0.3899176,0.6116336,2019-08-16 20:15:00,0.111556956946068,8.2732672,4.31201688,"interpolated",2.03339040929958,0.111556956946068
"12202",0.331,0.3929077,0.6146237,2019-08-16 20:30:00,0.118977698003494,8.2792474,4.333097085,"interpolated",2.04431560871926,0.118977698003494
"12203",0.332,0.3939044,0.6156204,2019-08-16 20:45:00,0.121550934066841,8.2812408,4.34012382,"interpolated",2.04795941785633,0.121550934066841
"12204",0.331,0.3929077,0.6146237,2019-08-16 21:00:00,0.118977698003494,8.2792474,4.333097085,"interpolated",2.04431560871926,0.118977698003494
"12205",0.33,0.391911,0.613627,2019-08-16 21:15:00,0.116454893209496,8.277254,4.32607035,"interpolated",2.04067283750098,0.116454893209496
"12206",0.332,0.3939044,0.6156204,2019-08-16 21:30:00,0.121550934066841,8.2812408,4.34012382,"interpolated",2.04795941785633,0.121550934066841
"12207",0.332,0.3939044,0.6156204,2019-08-16 21:45:00,0.121550934066841,8.2812408,4.34012382,"interpolated",2.04795941785633,0.121550934066841
"12208",0.333,0.3949011,0.6166171,2019-08-16 22:00:00,0.124175525422181,8.2832342,4.347150555,"interpolated",2.05160426479253,0.124175525422181
"12209",0.332,0.3939044,0.6156204,2019-08-16 22:15:00,0.121550934066841,8.2812408,4.34012382,"interpolated",2.04795941785633,0.121550934066841
"12210",0.332,0.3939044,0.6156204,2019-08-16 22:30:00,0.121550934066841,8.2812408,4.34012382,"interpolated",2.04795941785633,0.121550934066841
"12211",0.331,0.3929077,0.6146237,2019-08-16 22:45:00,0.118977698003494,8.2792474,4.333097085,"interpolated",2.04431560871926,0.118977698003494
"12212",0.331,0.3929077,0.6146237,2019-08-16 23:00:00,0.118977698003494,8.2792474,4.333097085,"interpolated",2.04431560871926,0.118977698003494
"12213",0.329,0.3909143,0.6126303,2019-08-16 23:15:00,0.113981610828604,8.2752606,4.319043615,"interpolated",2.03703110432117,0.113981610828604
"12214",0.331,0.3929077,0.6146237,2019-08-16 23:30:00,0.118977698003494,8.2792474,4.333097085,"interpolated",2.04431560871926,0.118977698003494
"12215",0.332,0.3939044,0.6156204,2019-08-16 23:45:00,0.121550934066841,8.2812408,4.34012382,"interpolated",2.04795941785633,0.121550934066841
"12216",0.333,0.3949011,0.6166171,2019-08-17 00:00:00,0.124175525422181,8.2832342,4.347150555,"interpolated",2.05160426479253,0.124175525422181
"12217",0.33,0.391911,0.613627,2019-08-17 00:15:00,0.116454893209496,8.277254,4.32607035,"interpolated",2.04067283750098,0.116454893209496
"12218",0.333,0.3949011,0.6166171,2019-08-17 00:30:00,0.124175525422181,8.2832342,4.347150555,"interpolated",2.05160426479253,0.124175525422181
"12219",0.331,0.3929077,0.6146237,2019-08-17 00:45:00,0.118977698003494,8.2792474,4.333097085,"interpolated",2.04431560871926,0.118977698003494
"12220",0.332,0.3939044,0.6156204,2019-08-17 01:00:00,0.121550934066841,8.2812408,4.34012382,"interpolated",2.04795941785633,0.121550934066841
"12221",0.33,0.391911,0.613627,2019-08-17 01:15:00,0.116454893209496,8.277254,4.32607035,"interpolated",2.04067283750098,0.116454893209496
"12222",0.331,0.3929077,0.6146237,2019-08-17 01:30:00,0.118977698003494,8.2792474,4.333097085,"interpolated",2.04431560871926,0.118977698003494
"12223",0.331,0.3929077,0.6146237,2019-08-17 01:45:00,0.118977698003494,8.2792474,4.333097085,"interpolated",2.04431560871926,0.118977698003494
"12224",0.329,0.3909143,0.6126303,2019-08-17 02:00:00,0.113981610828604,8.2752606,4.319043615,"interpolated",2.03703110432117,0.113981610828604
"12225",0.331,0.3929077,0.6146237,2019-08-17 02:15:00,0.118977698003494,8.2792474,4.333097085,"interpolated",2.04431560871926,0.118977698003494
"12226",0.33,0.391911,0.613627,2019-08-17 02:30:00,0.116454893209496,8.277254,4.32607035,"interpolated",2.04067283750098,0.116454893209496
"12227",0.329,0.3909143,0.6126303,2019-08-17 02:45:00,0.113981610828604,8.2752606,4.319043615,"interpolated",2.03703110432117,0.113981610828604
"12228",0.332,0.3939044,0.6156204,2019-08-17 03:00:00,0.121550934066841,8.2812408,4.34012382,"interpolated",2.04795941785633,0.121550934066841
"12229",0.328,0.3899176,0.6116336,2019-08-17 03:15:00,0.111556956946068,8.2732672,4.31201688,"interpolated",2.03339040929958,0.111556956946068
"12230",0.329,0.3909143,0.6126303,2019-08-17 03:30:00,0.113981610828604,8.2752606,4.319043615,"interpolated",2.03703110432117,0.113981610828604
"12231",0.328,0.3899176,0.6116336,2019-08-17 03:45:00,0.111556956946068,8.2732672,4.31201688,"interpolated",2.03339040929958,0.111556956946068
"12232",0.334,0.3958978,0.6176138,2019-08-17 04:00:00,0.126852411486472,8.2852276,4.35417729,"interpolated",2.05525014940829,0.126852411486472
"12233",0.338,0.3998846,0.6216006,2019-08-17 04:15:00,0.138102242993912,8.2932012,4.38228423,"interpolated",2.06984406227673,0.138102242993912
"12234",0.345,0.4068615,0.6285775,2019-08-17 04:30:00,0.160034401196754,8.307155,4.431471375,"interpolated",2.09542333287879,0.160034401196754
"12235",0.348,0.4098516,0.6315676,2019-08-17 04:45:00,0.170384510102231,8.3131352,4.45255158,"interpolated",2.10640142352935,0.170384510102231
"12236",0.351,0.4128417,0.6345577,2019-08-17 05:00:00,0.181350317030071,8.3191154,4.473631785,"interpolated",2.11738883720521,0.181350317030071
"12237",0.359,0.4208153,0.6425313,2019-08-17 05:15:00,0.213862287600248,8.3350626,4.529845665,"interpolated",2.14673416187253,0.213862287600248
"12238",0.364,0.4257988,0.6475148,2019-08-17 05:30:00,0.236834091964074,8.3450296,4.56497934,"interpolated",2.16510861773824,0.236834091964074
"12239",0.377,0.4387559,0.6604719,2019-08-17 05:45:00,0.30766154026996,8.3709438,4.656326895,"interpolated",2.21300314385743,0.30766154026996
"12240",0.383,0.4447361,0.6664521,2019-08-17 06:00:00,0.346551320424913,8.3829042,4.698487305,"interpolated",2.23516717599649,0.346551320424913
"12241",0.387,0.4487229,0.6704389,2019-08-17 06:15:00,0.374950030416082,8.3908778,4.726594245,"interpolated",2.24996383424733,0.374950030416082
"12242",0.395,0.4566965,0.6784125,2019-08-17 06:30:00,0.438307638570047,8.406825,4.782808125,"interpolated",2.27960664543627,0.438307638570047
"12243",0.401,0.4626767,0.6843927,2019-08-17 06:45:00,0.492166798429599,8.4187854,4.824968535,"interpolated",2.30188203227139,0.492166798429599
"12244",0.405,0.4666635,0.6883795,2019-08-17 07:00:00,0.531403094190337,8.426759,4.853075475,"interpolated",2.31675288497193,0.531403094190337
"12245",0.406,0.4676602,0.6893762,2019-08-17 07:15:00,0.541653901060544,8.4287524,4.86010221,"interpolated",2.32047317143314,0.541653901060544
"12246",0.406,0.4676602,0.6893762,2019-08-17 07:30:00,0.541653901060544,8.4287524,4.86010221,"interpolated",2.32047317143314,0.541653901060544
"12247",0.405,0.4666635,0.6883795,2019-08-17 07:45:00,0.531403094190337,8.426759,4.853075475,"interpolated",2.31675288497193,0.531403094190337
"12248",0.402,0.4636734,0.6853894,2019-08-17 08:00:00,0.501716531755073,8.4207788,4.83199527,"interpolated",2.30559820124264,0.501716531755073
"12249",0.402,0.4636734,0.6853894,2019-08-17 08:15:00,0.501716531755073,8.4207788,4.83199527,"interpolated",2.30559820124264,0.501716531755073
"12250",0.398,0.4596866,0.6814026,2019-08-17 08:30:00,0.464516231246802,8.4128052,4.80388833,"interpolated",2.2907397038003,0.464516231246802
"12251",0.398,0.4596866,0.6814026,2019-08-17 08:45:00,0.464516231246802,8.4128052,4.80388833,"interpolated",2.2907397038003,0.464516231246802
"12252",0.397,0.4586899,0.6804059,2019-08-17 09:00:00,0.455623302386776,8.4108118,4.796861595,"interpolated",2.28702765417853,0.455623302386776
"12253",0.394,0.4556998,0.6774158,2019-08-17 09:15:00,0.429879806836394,8.4048316,4.77578139,"interpolated",2.27589768654875,0.429879806836394
"12254",0.392,0.4537064,0.6754224,2019-08-17 09:30:00,0.413471684854124,8.4008448,4.76172792,"interpolated",2.26848286032368,0.413471684854124
"12255",0.389,0.4507163,0.6724323,2019-08-17 09:45:00,0.389942084095886,8.3948646,4.740647715,"interpolated",2.25736835161077,0.389942084095886
"12256",0.385,0.4467295,0.6684455,2019-08-17 10:00:00,0.360492287128975,8.386891,4.712540775,"interpolated",2.24256344206401,0.360492287128975
"12257",0.385,0.4467295,0.6684455,2019-08-17 10:15:00,0.360492287128975,8.386891,4.712540775,"interpolated",2.24256344206401,0.360492287128975
"12258",0.383,0.4447361,0.6664521,2019-08-17 10:30:00,0.346551320424913,8.3829042,4.698487305,"interpolated",2.23516717599649,0.346551320424913
"12259",0.38,0.441746,0.663462,2019-08-17 10:45:00,0.326571761162673,8.376924,4.6774071,"interpolated",2.22408051541111,0.326571761162673
"12260",0.381,0.4427427,0.6644587,2019-08-17 11:00:00,0.333110122076018,8.3789174,4.684433835,"interpolated",2.22777503698126,0.333110122076018
"12261",0.376,0.4377592,0.6594752,2019-08-17 11:15:00,0.301586572636506,8.3689504,4.64930016,"interpolated",2.20931275144954,0.301586572636506
"12262",0.375,0.4367625,0.6584785,2019-08-17 11:30:00,0.295622641711251,8.366957,4.642273425,"interpolated",2.20562339162564,0.295622641711251
"12263",0.375,0.4367625,0.6584785,2019-08-17 11:45:00,0.295622641711251,8.366957,4.642273425,"interpolated",2.20562339162564,0.295622641711251
"12264",0.369,0.4307823,0.6524983,2019-08-17 12:00:00,0.262068309968304,8.3549966,4.600113015,"interpolated",2.18350892352804,0.262068309968304
"12265",0.37,0.431779,0.653495,2019-08-17 12:15:00,0.267404219754174,8.35699,4.60713975,"interpolated",2.18719208537935,0.267404219754174
"12266",0.368,0.4297856,0.6515016,2019-08-17 12:30:00,0.256830961716656,8.3530032,4.59308628,"interpolated",2.17982679508405,0.256830961716656
"12267",0.367,0.4287889,0.6505049,2019-08-17 12:45:00,0.251690501054381,8.3510098,4.586059545,"interpolated",2.17614570016519,0.251690501054381
"12268",0.364,0.4257988,0.6475148,2019-08-17 13:00:00,0.236834091964074,8.3450296,4.56497934,"interpolated",2.16510861773824,0.236834091964074
"12269",0.368,0.4297856,0.6515016,2019-08-17 13:15:00,0.256830961716656,8.3530032,4.59308628,"interpolated",2.17982679508405,0.256830961716656
"12270",0.366,0.4277922,0.6495082,2019-08-17 13:30:00,0.246645279968746,8.3490164,4.57903281,"interpolated",2.17246563888932,0.246645279968746
"12271",0.364,0.4257988,0.6475148,2019-08-17 13:45:00,0.236834091964074,8.3450296,4.56497934,"interpolated",2.16510861773824,0.236834091964074
"12272",0.365,0.4267955,0.6485115,2019-08-17 14:00:00,0.241693676016218,8.347023,4.572006075,"interpolated",2.16878661137435,0.241693676016218
"12273",0.362,0.4238054,0.6455214,2019-08-17 14:15:00,0.227384718565161,8.3410428,4.55092587,"interpolated",2.15775573257467,0.227384718565161
"12274",0.359,0.4208153,0.6425313,2019-08-17 14:30:00,0.213862287600248,8.3350626,4.529845665,"interpolated",2.14673416187253,0.213862287600248
"12275",0.361,0.4228087,0.6445247,2019-08-17 14:45:00,0.222791857644044,8.3390494,4.543899135,"interpolated",2.15408084128337,0.222791857644044
"12276",0.358,0.4198186,0.6415346,2019-08-17 15:00:00,0.209522648832174,8.3330692,4.52281893,"interpolated",2.14306237398944,0.209522648832174
"12277",0.358,0.4198186,0.6415346,2019-08-17 15:15:00,0.209522648832174,8.3330692,4.52281893,"interpolated",2.14306237398944,0.209522648832174
"12278",0.357,0.4188219,0.6405379,2019-08-17 15:30:00,0.205264526063326,8.3310758,4.515792195,"interpolated",2.13939162081229,0.205264526063326
"12279",0.355,0.4168285,0.6385445,2019-08-17 15:45:00,0.196987219023966,8.327089,4.501738725,"interpolated",2.13205321904926,0.196987219023966
"12280",0.358,0.4198186,0.6415346,2019-08-17 16:00:00,0.209522648832174,8.3330692,4.52281893,"interpolated",2.14306237398944,0.209522648832174
"12281",0.353,0.4148351,0.6365511,2019-08-17 16:15:00,0.189019367406558,8.3231022,4.487685255,"interpolated",2.12471895753083,0.189019367406558
"12282",0.355,0.4168285,0.6385445,2019-08-17 16:30:00,0.196987219023966,8.327089,4.501738725,"interpolated",2.13205321904926,0.196987219023966
"12283",0.354,0.4158318,0.6375478,2019-08-17 16:45:00,0.192965285141403,8.3250956,4.49471199,"interpolated",2.12838557070023,0.192965285141403
"12284",0.354,0.4158318,0.6375478,2019-08-17 17:00:00,0.192965285141403,8.3250956,4.49471199,"interpolated",2.12838557070023,0.192965285141403
"12285",0.354,0.4158318,0.6375478,2019-08-17 17:15:00,0.192965285141403,8.3250956,4.49471199,"interpolated",2.12838557070023,0.192965285141403
"12286",0.353,0.4148351,0.6365511,2019-08-17 17:30:00,0.189019367406558,8.3231022,4.487685255,"interpolated",2.12471895753083,0.189019367406558
"12287",0.351,0.4128417,0.6345577,2019-08-17 17:45:00,0.181350317030071,8.3191154,4.473631785,"interpolated",2.11738883720521,0.181350317030071
"12288",0.351,0.4128417,0.6345577,2019-08-17 18:00:00,0.181350317030071,8.3191154,4.473631785,"interpolated",2.11738883720521,0.181350317030071
"12289",0.351,0.4128417,0.6345577,2019-08-17 18:15:00,0.181350317030071,8.3191154,4.473631785,"interpolated",2.11738883720521,0.181350317030071
"12290",0.352,0.4138384,0.6355544,2019-08-17 18:30:00,0.185148144746345,8.3211088,4.48065852,"interpolated",2.12105337965963,0.185148144746345
"12291",0.35,0.411845,0.633561,2019-08-17 18:45:00,0.177624604769514,8.317122,4.46660505,"interpolated",2.11372533028621,0.177624604769514
"12292",0.349,0.4108483,0.6325643,2019-08-17 19:00:00,0.173969748822824,8.3151286,4.459578315,"interpolated",2.11006285902135,0.173969748822824
"12293",0.351,0.4128417,0.6345577,2019-08-17 19:15:00,0.181350317030071,8.3191154,4.473631785,"interpolated",2.11738883720521,0.181350317030071
"12294",0.349,0.4108483,0.6325643,2019-08-17 19:30:00,0.173969748822824,8.3151286,4.459578315,"interpolated",2.11006285902135,0.173969748822824
"12295",0.35,0.411845,0.633561,2019-08-17 19:45:00,0.177624604769514,8.317122,4.46660505,"interpolated",2.11372533028621,0.177624604769514
"12296",0.35,0.411845,0.633561,2019-08-17 20:00:00,0.177624604769514,8.317122,4.46660505,"interpolated",2.11372533028621,0.177624604769514
"12297",0.352,0.4138384,0.6355544,2019-08-17 20:15:00,0.185148144746345,8.3211088,4.48065852,"interpolated",2.12105337965963,0.185148144746345
"12298",0.353,0.4148351,0.6365511,2019-08-17 20:30:00,0.189019367406558,8.3231022,4.487685255,"interpolated",2.12471895753083,0.189019367406558
"12299",0.351,0.4128417,0.6345577,2019-08-17 20:45:00,0.181350317030071,8.3191154,4.473631785,"interpolated",2.11738883720521,0.181350317030071
"12300",0.353,0.4148351,0.6365511,2019-08-17 21:00:00,0.189019367406558,8.3231022,4.487685255,"interpolated",2.12471895753083,0.189019367406558
"12301",0.353,0.4148351,0.6365511,2019-08-17 21:15:00,0.189019367406558,8.3231022,4.487685255,"interpolated",2.12471895753083,0.189019367406558
"12302",0.354,0.4158318,0.6375478,2019-08-17 21:30:00,0.192965285141403,8.3250956,4.49471199,"interpolated",2.12838557070023,0.192965285141403
"12303",0.354,0.4158318,0.6375478,2019-08-17 21:45:00,0.192965285141403,8.3250956,4.49471199,"interpolated",2.12838557070023,0.192965285141403
"12304",0.354,0.4158318,0.6375478,2019-08-17 22:00:00,0.192965285141403,8.3250956,4.49471199,"interpolated",2.12838557070023,0.192965285141403
"12305",0.353,0.4148351,0.6365511,2019-08-17 22:15:00,0.189019367406558,8.3231022,4.487685255,"interpolated",2.12471895753083,0.189019367406558
"12306",0.354,0.4158318,0.6375478,2019-08-17 22:30:00,0.192965285141403,8.3250956,4.49471199,"interpolated",2.12838557070023,0.192965285141403
"12307",0.354,0.4158318,0.6375478,2019-08-17 22:45:00,0.192965285141403,8.3250956,4.49471199,"interpolated",2.12838557070023,0.192965285141403
"12308",0.357,0.4188219,0.6405379,2019-08-17 23:00:00,0.205264526063326,8.3310758,4.515792195,"interpolated",2.13939162081229,0.205264526063326
"12309",0.356,0.4178252,0.6395412,2019-08-17 23:15:00,0.201086511373536,8.3290824,4.50876546,"interpolated",2.13572190245943,0.201086511373536
"12310",0.356,0.4178252,0.6395412,2019-08-17 23:30:00,0.201086511373536,8.3290824,4.50876546,"interpolated",2.13572190245943,0.201086511373536
"12311",0.358,0.4198186,0.6415346,2019-08-17 23:45:00,0.209522648832174,8.3330692,4.52281893,"interpolated",2.14306237398944,0.209522648832174
"12312",0.358,0.4198186,0.6415346,2019-08-18 00:00:00,0.209522648832174,8.3330692,4.52281893,"interpolated",2.14306237398944,0.209522648832174
"12313",0.358,0.4198186,0.6415346,2019-08-18 00:15:00,0.209522648832174,8.3330692,4.52281893,"interpolated",2.14306237398944,0.209522648832174
"12314",0.359,0.4208153,0.6425313,2019-08-18 00:30:00,0.213862287600248,8.3350626,4.529845665,"interpolated",2.14673416187253,0.213862287600248
"12315",0.357,0.4188219,0.6405379,2019-08-18 00:45:00,0.205264526063326,8.3310758,4.515792195,"interpolated",2.13939162081229,0.205264526063326
"12316",0.357,0.4188219,0.6405379,2019-08-18 01:00:00,0.205264526063326,8.3310758,4.515792195,"interpolated",2.13939162081229,0.205264526063326
"12317",0.358,0.4198186,0.6415346,2019-08-18 01:15:00,0.209522648832174,8.3330692,4.52281893,"interpolated",2.14306237398944,0.209522648832174
"12318",0.359,0.4208153,0.6425313,2019-08-18 01:30:00,0.213862287600248,8.3350626,4.529845665,"interpolated",2.14673416187253,0.213862287600248
"12319",0.359,0.4208153,0.6425313,2019-08-18 01:45:00,0.213862287600248,8.3350626,4.529845665,"interpolated",2.14673416187253,0.213862287600248
"12320",0.356,0.4178252,0.6395412,2019-08-18 02:00:00,0.201086511373536,8.3290824,4.50876546,"interpolated",2.13572190245943,0.201086511373536
"12321",0.359,0.4208153,0.6425313,2019-08-18 02:15:00,0.213862287600248,8.3350626,4.529845665,"interpolated",2.14673416187253,0.213862287600248
"12322",0.358,0.4198186,0.6415346,2019-08-18 02:30:00,0.209522648832174,8.3330692,4.52281893,"interpolated",2.14306237398944,0.209522648832174
"12323",0.358,0.4198186,0.6415346,2019-08-18 02:45:00,0.209522648832174,8.3330692,4.52281893,"interpolated",2.14306237398944,0.209522648832174
"12324",0.358,0.4198186,0.6415346,2019-08-18 03:00:00,0.209522648832174,8.3330692,4.52281893,"interpolated",2.14306237398944,0.209522648832174
"12325",0.358,0.4198186,0.6415346,2019-08-18 03:15:00,0.209522648832174,8.3330692,4.52281893,"interpolated",2.14306237398944,0.209522648832174
"12326",0.357,0.4188219,0.6405379,2019-08-18 03:30:00,0.205264526063326,8.3310758,4.515792195,"interpolated",2.13939162081229,0.205264526063326
"12327",0.358,0.4198186,0.6415346,2019-08-18 03:45:00,0.209522648832174,8.3330692,4.52281893,"interpolated",2.14306237398944,0.209522648832174
"12328",0.359,0.4208153,0.6425313,2019-08-18 04:00:00,0.213862287600248,8.3350626,4.529845665,"interpolated",2.14673416187253,0.213862287600248
"12329",0.356,0.4178252,0.6395412,2019-08-18 04:15:00,0.201086511373536,8.3290824,4.50876546,"interpolated",2.13572190245943,0.201086511373536
"12330",0.357,0.4188219,0.6405379,2019-08-18 04:30:00,0.205264526063326,8.3310758,4.515792195,"interpolated",2.13939162081229,0.205264526063326
"12331",0.355,0.4168285,0.6385445,2019-08-18 04:45:00,0.196987219023966,8.327089,4.501738725,"interpolated",2.13205321904926,0.196987219023966
"12332",0.355,0.4168285,0.6385445,2019-08-18 05:00:00,0.196987219023966,8.327089,4.501738725,"interpolated",2.13205321904926,0.196987219023966
"12333",0.356,0.4178252,0.6395412,2019-08-18 05:15:00,0.201086511373536,8.3290824,4.50876546,"interpolated",2.13572190245943,0.201086511373536
"12334",0.355,0.4168285,0.6385445,2019-08-18 05:30:00,0.196987219023966,8.327089,4.501738725,"interpolated",2.13205321904926,0.196987219023966
"12335",0.355,0.4168285,0.6385445,2019-08-18 05:45:00,0.196987219023966,8.327089,4.501738725,"interpolated",2.13205321904926,0.196987219023966
"12336",0.355,0.4168285,0.6385445,2019-08-18 06:00:00,0.196987219023966,8.327089,4.501738725,"interpolated",2.13205321904926,0.196987219023966
"12337",0.353,0.4148351,0.6365511,2019-08-18 06:15:00,0.189019367406558,8.3231022,4.487685255,"interpolated",2.12471895753083,0.189019367406558
"12338",0.355,0.4168285,0.6385445,2019-08-18 06:30:00,0.196987219023966,8.327089,4.501738725,"interpolated",2.13205321904926,0.196987219023966
"12339",0.353,0.4148351,0.6365511,2019-08-18 06:45:00,0.189019367406558,8.3231022,4.487685255,"interpolated",2.12471895753083,0.189019367406558
"12340",0.354,0.4158318,0.6375478,2019-08-18 07:00:00,0.192965285141403,8.3250956,4.49471199,"interpolated",2.12838557070023,0.192965285141403
"12341",0.351,0.4128417,0.6345577,2019-08-18 07:15:00,0.181350317030071,8.3191154,4.473631785,"interpolated",2.11738883720521,0.181350317030071
"12342",0.352,0.4138384,0.6355544,2019-08-18 07:30:00,0.185148144746345,8.3211088,4.48065852,"interpolated",2.12105337965963,0.185148144746345
"12343",0.35,0.411845,0.633561,2019-08-18 07:45:00,0.177624604769514,8.317122,4.46660505,"interpolated",2.11372533028621,0.177624604769514
"12344",0.35,0.411845,0.633561,2019-08-18 08:00:00,0.177624604769514,8.317122,4.46660505,"interpolated",2.11372533028621,0.177624604769514
"12345",0.35,0.411845,0.633561,2019-08-18 08:15:00,0.177624604769514,8.317122,4.46660505,"interpolated",2.11372533028621,0.177624604769514
"12346",0.35,0.411845,0.633561,2019-08-18 08:30:00,0.177624604769514,8.317122,4.46660505,"interpolated",2.11372533028621,0.177624604769514
"12347",0.349,0.4108483,0.6325643,2019-08-18 08:45:00,0.173969748822824,8.3151286,4.459578315,"interpolated",2.11006285902135,0.173969748822824
"12348",0.347,0.4088549,0.6305709,2019-08-18 09:00:00,0.166867669285484,8.3111418,4.445524845,"interpolated",2.10274102392902,0.166867669285484
"12349",0.35,0.411845,0.633561,2019-08-18 09:15:00,0.177624604769514,8.317122,4.46660505,"interpolated",2.11372533028621,0.177624604769514
"12350",0.349,0.4108483,0.6325643,2019-08-18 09:30:00,0.173969748822824,8.3151286,4.459578315,"interpolated",2.11006285902135,0.173969748822824
"12351",0.347,0.4088549,0.6305709,2019-08-18 09:45:00,0.166867669285484,8.3111418,4.445524845,"interpolated",2.10274102392902,0.166867669285484
"12352",0.346,0.4078582,0.6295742,2019-08-18 10:00:00,0.163418026531016,8.3091484,4.43849811,"interpolated",2.0990816603392,0.163418026531016
"12353",0.346,0.4078582,0.6295742,2019-08-18 10:15:00,0.163418026531016,8.3091484,4.43849811,"interpolated",2.0990816603392,0.163418026531016
"12354",0.346,0.4078582,0.6295742,2019-08-18 10:30:00,0.163418026531016,8.3091484,4.43849811,"interpolated",2.0990816603392,0.163418026531016
"12355",0.344,0.4058648,0.6275808,2019-08-18 10:45:00,0.156715631562571,8.3051616,4.42444464,"interpolated",2.09176604166672,0.156715631562571
"12356",0.344,0.4058648,0.6275808,2019-08-18 11:00:00,0.156715631562571,8.3051616,4.42444464,"interpolated",2.09176604166672,0.156715631562571
"12357",0.34,0.401878,0.623594,2019-08-18 11:15:00,0.144066522648278,8.297188,4.3963377,"interpolated",2.07714724168255,0.144066522648278
"12358",0.343,0.4048681,0.6265841,2019-08-18 11:30:00,0.153460574556304,8.3031682,4.417417905,"interpolated",2.088109786822,0.153460574556304
"12359",0.34,0.401878,0.623594,2019-08-18 11:45:00,0.144066522648278,8.297188,4.3963377,"interpolated",2.07714724168255,0.144066522648278
"12360",0.339,0.4008813,0.6225973,2019-08-18 12:00:00,0.141055248999506,8.2951946,4.389310965,"interpolated",2.07349513349811,0.141055248999506
"12361",0.339,0.4008813,0.6225973,2019-08-18 12:15:00,0.141055248999506,8.2951946,4.389310965,"interpolated",2.07349513349811,0.141055248999506
"12362",0.338,0.3998846,0.6216006,2019-08-18 12:30:00,0.138102242993912,8.2932012,4.38228423,"interpolated",2.06984406227673,0.138102242993912
"12363",0.342,0.4038714,0.6255874,2019-08-18 12:45:00,0.150268105483327,8.3011748,4.41039117,"interpolated",2.08445456846366,0.150268105483327
"12364",0.341,0.4028747,0.6245907,2019-08-18 13:00:00,0.147137117759616,8.2991814,4.403364435,"interpolated",2.08080038671079,0.147137117759616
"12365",0.343,0.4048681,0.6265841,2019-08-18 13:15:00,0.153460574556304,8.3031682,4.417417905,"interpolated",2.088109786822,0.153460574556304
"12366",0.342,0.4038714,0.6255874,2019-08-18 13:30:00,0.150268105483327,8.3011748,4.41039117,"interpolated",2.08445456846366,0.150268105483327
"12367",0.341,0.4028747,0.6245907,2019-08-18 13:45:00,0.147137117759616,8.2991814,4.403364435,"interpolated",2.08080038671079,0.147137117759616
"12368",0.343,0.4048681,0.6265841,2019-08-18 14:00:00,0.153460574556304,8.3031682,4.417417905,"interpolated",2.088109786822,0.153460574556304
"12369",0.342,0.4038714,0.6255874,2019-08-18 14:15:00,0.150268105483327,8.3011748,4.41039117,"interpolated",2.08445456846366,0.150268105483327
"12370",0.341,0.4028747,0.6245907,2019-08-18 14:30:00,0.147137117759616,8.2991814,4.403364435,"interpolated",2.08080038671079,0.147137117759616
"12371",0.341,0.4028747,0.6245907,2019-08-18 14:45:00,0.147137117759616,8.2991814,4.403364435,"interpolated",2.08080038671079,0.147137117759616
"12372",0.34,0.401878,0.623594,2019-08-18 15:00:00,0.144066522648278,8.297188,4.3963377,"interpolated",2.07714724168255,0.144066522648278
"12373",0.341,0.4028747,0.6245907,2019-08-18 15:15:00,0.147137117759616,8.2991814,4.403364435,"interpolated",2.08080038671079,0.147137117759616
"12374",0.34,0.401878,0.623594,2019-08-18 15:30:00,0.144066522648278,8.297188,4.3963377,"interpolated",2.07714724168255,0.144066522648278
"12375",0.34,0.401878,0.623594,2019-08-18 15:45:00,0.144066522648278,8.297188,4.3963377,"interpolated",2.07714724168255,0.144066522648278
"12376",0.341,0.4028747,0.6245907,2019-08-18 16:00:00,0.147137117759616,8.2991814,4.403364435,"interpolated",2.08080038671079,0.147137117759616
"12377",0.34,0.401878,0.623594,2019-08-18 16:15:00,0.144066522648278,8.297188,4.3963377,"interpolated",2.07714724168255,0.144066522648278
