,hobo_stage,hobo_stage_int,stage,r_timestamp,power_q,radius,area,int_or_ext,mannings_q,best_q,source
4377,0.51,0.571317,0.793033,5/2/19 20:20,3.444137957,8.636066,5.59088265,extrapolated,2.712980235,2.569270833,measured
4378,0.513,0.5743071,0.7960231,5/2/19 20:30,3.619627005,8.6420462,5.611962855,extrapolated,2.724466433,2.580757031,measured
4379,0.513,0.5743071,0.7960231,5/2/19 20:40,3.619627005,8.6420462,5.611962855,extrapolated,2.724466433,2.580757031,measured
4380,0.511,0.5723137,0.7940297,5/2/19 20:50,3.501740788,8.6380594,5.597909385,extrapolated,2.716807951,2.573098549,measured
4381,0.512,0.5733104,0.7950264,5/2/19 21:00,3.560232941,8.6400528,5.60493612,extrapolated,2.720636684,2.576927282,measured
4382,0.512,0.5733104,0.7950264,5/2/19 21:10,3.560232941,8.6400528,5.60493612,extrapolated,2.720636684,2.576927282,measured
4383,0.508,0.5693236,0.7910396,5/2/19 21:20,3.331550704,8.6320792,5.57682918,extrapolated,2.705327856,2.561618454,measured
4384,0.51,0.571317,0.793033,5/2/19 21:30,3.444137957,8.636066,5.59088265,extrapolated,2.712980235,2.569270833,measured
4385,0.516,0.5772972,0.7990132,5/2/19 21:40,3.803349002,8.6480264,5.63304306,extrapolated,2.735961784,2.592252382,measured
4386,0.516,0.5772972,0.7990132,5/2/19 21:50,3.803349002,8.6480264,5.63304306,extrapolated,2.735961784,2.592252382,measured
4387,0.511,0.5723137,0.7940297,5/2/19 22:00,3.501740788,8.6380594,5.597909385,extrapolated,2.716807951,2.573098549,measured
4388,0.515,0.5763005,0.7980165,5/2/19 22:10,3.741172037,8.646033,5.626016325,extrapolated,2.732128984,2.588419582,measured
4389,0.511,0.5723137,0.7940297,5/2/19 22:20,3.501740788,8.6380594,5.597909385,extrapolated,2.716807951,2.573098549,measured
4390,0.511,0.5723137,0.7940297,5/2/19 22:30,3.501740788,8.6380594,5.597909385,extrapolated,2.716807951,2.573098549,measured
4391,0.513,0.5743071,0.7960231,5/2/19 22:40,3.619627005,8.6420462,5.611962855,extrapolated,2.724466433,2.580757031,measured
4392,0.512,0.5733104,0.7950264,5/2/19 22:50,3.560232941,8.6400528,5.60493612,extrapolated,2.720636684,2.576927282,measured
4393,0.508,0.5693236,0.7910396,5/2/19 23:00,3.331550704,8.6320792,5.57682918,extrapolated,2.705327856,2.561618454,measured
4394,0.515,0.5763005,0.7980165,5/2/19 23:10,3.741172037,8.646033,5.626016325,extrapolated,2.732128984,2.588419582,measured
4395,0.512,0.5733104,0.7950264,5/2/19 23:20,3.560232941,8.6400528,5.60493612,extrapolated,2.720636684,2.576927282,measured
4396,0.511,0.5723137,0.7940297,5/2/19 23:30,3.501740788,8.6380594,5.597909385,extrapolated,2.716807951,2.573098549,measured
4397,0.512,0.5733104,0.7950264,5/2/19 23:40,3.560232941,8.6400528,5.60493612,extrapolated,2.720636684,2.576927282,measured
4398,0.511,0.5723137,0.7940297,5/2/19 23:50,3.501740788,8.6380594,5.597909385,extrapolated,2.716807951,2.573098549,measured
4399,0.511,0.5723137,0.7940297,5/3/19 0:00,3.501740788,8.6380594,5.597909385,extrapolated,2.716807951,2.573098549,measured
4400,0.511,0.5723137,0.7940297,5/3/19 0:10,3.501740788,8.6380594,5.597909385,extrapolated,2.716807951,2.573098549,measured
4401,0.515,0.5763005,0.7980165,5/3/19 0:20,3.741172037,8.646033,5.626016325,extrapolated,2.732128984,2.588419582,measured
4402,0.509,0.5703203,0.7920363,5/3/19 0:30,3.387412019,8.6340726,5.583855915,extrapolated,2.709153537,2.565444135,measured
4403,0.516,0.5772972,0.7990132,5/3/19 0:40,3.803349002,8.6480264,5.63304306,extrapolated,2.735961784,2.592252382,measured
4404,0.509,0.5703203,0.7920363,5/3/19 0:50,3.387412019,8.6340726,5.583855915,extrapolated,2.709153537,2.565444135,measured
4405,0.509,0.5703203,0.7920363,5/3/19 1:00,3.387412019,8.6340726,5.583855915,extrapolated,2.709153537,2.565444135,measured
4406,0.512,0.5733104,0.7950264,5/3/19 1:10,3.560232941,8.6400528,5.60493612,extrapolated,2.720636684,2.576927282,measured
4407,0.509,0.5703203,0.7920363,5/3/19 1:20,3.387412019,8.6340726,5.583855915,extrapolated,2.709153537,2.565444135,measured
4408,0.51,0.571317,0.793033,5/3/19 1:30,3.444137957,8.636066,5.59088265,extrapolated,2.712980235,2.569270833,measured
4409,0.509,0.5703203,0.7920363,5/3/19 1:40,3.387412019,8.6340726,5.583855915,extrapolated,2.709153537,2.565444135,measured
4410,0.511,0.5723137,0.7940297,5/3/19 1:50,3.501740788,8.6380594,5.597909385,extrapolated,2.716807951,2.573098549,measured
4411,0.51,0.571317,0.793033,5/3/19 2:00,3.444137957,8.636066,5.59088265,extrapolated,2.712980235,2.569270833,measured
4412,0.509,0.5703203,0.7920363,5/3/19 2:10,3.387412019,8.6340726,5.583855915,extrapolated,2.709153537,2.565444135,measured
4413,0.508,0.5693236,0.7910396,5/3/19 2:20,3.331550704,8.6320792,5.57682918,extrapolated,2.705327856,2.561618454,measured
4414,0.51,0.571317,0.793033,5/3/19 2:30,3.444137957,8.636066,5.59088265,extrapolated,2.712980235,2.569270833,measured
4415,0.507,0.5683269,0.7900429,5/3/19 2:40,3.276541897,8.6300858,5.569802445,extrapolated,2.701503192,2.55779379,measured
4416,0.51,0.571317,0.793033,5/3/19 2:50,3.444137957,8.636066,5.59088265,extrapolated,2.712980235,2.569270833,measured
4417,0.512,0.5733104,0.7950264,5/3/19 3:00,3.560232941,8.6400528,5.60493612,extrapolated,2.720636684,2.576927282,measured
4418,0.508,0.5693236,0.7910396,5/3/19 3:10,3.331550704,8.6320792,5.57682918,extrapolated,2.705327856,2.561618454,measured
4419,0.508,0.5693236,0.7910396,5/3/19 3:20,3.331550704,8.6320792,5.57682918,extrapolated,2.705327856,2.561618454,measured
4420,0.508,0.5693236,0.7910396,5/3/19 3:30,3.331550704,8.6320792,5.57682918,extrapolated,2.705327856,2.561618454,measured
4421,0.51,0.571317,0.793033,5/3/19 3:40,3.444137957,8.636066,5.59088265,extrapolated,2.712980235,2.569270833,measured
4422,0.512,0.5733104,0.7950264,5/3/19 3:50,3.560232941,8.6400528,5.60493612,extrapolated,2.720636684,2.576927282,measured
4423,0.507,0.5683269,0.7900429,5/3/19 4:00,3.276541897,8.6300858,5.569802445,extrapolated,2.701503192,2.55779379,measured
4424,0.51,0.571317,0.793033,5/3/19 4:10,3.444137957,8.636066,5.59088265,extrapolated,2.712980235,2.569270833,measured
4425,0.51,0.571317,0.793033,5/3/19 4:20,3.444137957,8.636066,5.59088265,extrapolated,2.712980235,2.569270833,measured
4426,0.512,0.5733104,0.7950264,5/3/19 4:30,3.560232941,8.6400528,5.60493612,extrapolated,2.720636684,2.576927282,measured
4427,0.513,0.5743071,0.7960231,5/3/19 4:40,3.619627005,8.6420462,5.611962855,extrapolated,2.724466433,2.580757031,measured
4428,0.51,0.571317,0.793033,5/3/19 4:50,3.444137957,8.636066,5.59088265,extrapolated,2.712980235,2.569270833,measured
4429,0.507,0.5683269,0.7900429,5/3/19 5:00,3.276541897,8.6300858,5.569802445,extrapolated,2.701503192,2.55779379,measured
4430,0.505,0.5663335,0.7880495,5/3/19 5:10,3.169034123,8.626099,5.555748975,extrapolated,2.693856918,2.550147516,measured
4431,0.507,0.5683269,0.7900429,5/3/19 5:20,3.276541897,8.6300858,5.569802445,extrapolated,2.701503192,2.55779379,measured
4432,0.506,0.5673302,0.7890462,5/3/19 5:30,3.222373638,8.6280924,5.56277571,extrapolated,2.697679547,2.553970145,measured
4433,0.504,0.5653368,0.7870528,5/3/19 5:40,3.116511695,8.6241056,5.54872224,extrapolated,2.690035308,2.546325906,measured
4434,0.504,0.5653368,0.7870528,5/3/19 5:50,3.116511695,8.6241056,5.54872224,extrapolated,2.690035308,2.546325906,measured
4435,0.51,0.571317,0.793033,5/3/19 6:00,3.444137957,8.636066,5.59088265,extrapolated,2.712980235,2.569270833,measured
4436,0.505,0.5663335,0.7880495,5/3/19 6:10,3.169034123,8.626099,5.555748975,extrapolated,2.693856918,2.550147516,measured
4437,0.507,0.5683269,0.7900429,5/3/19 6:20,3.276541897,8.6300858,5.569802445,extrapolated,2.701503192,2.55779379,measured
4438,0.508,0.5693236,0.7910396,5/3/19 6:30,3.331550704,8.6320792,5.57682918,extrapolated,2.705327856,2.561618454,measured
4439,0.504,0.5653368,0.7870528,5/3/19 6:40,3.116511695,8.6241056,5.54872224,extrapolated,2.690035308,2.546325906,measured
4440,0.506,0.5673302,0.7890462,5/3/19 6:50,3.222373638,8.6280924,5.56277571,extrapolated,2.697679547,2.553970145,measured
4441,0.503,0.5643401,0.7860561,5/3/19 7:00,3.064794849,8.6221122,5.541695505,extrapolated,2.686214716,2.542505314,measured
4442,0.506,0.5673302,0.7890462,5/3/19 7:10,3.222373638,8.6280924,5.56277571,extrapolated,2.697679547,2.553970145,measured
4443,0.503,0.5643401,0.7860561,5/3/19 7:20,3.064794849,8.6221122,5.541695505,extrapolated,2.686214716,2.542505314,measured
4444,0.504,0.5653368,0.7870528,5/3/19 7:30,3.116511695,8.6241056,5.54872224,extrapolated,2.690035308,2.546325906,measured
4445,0.503,0.5643401,0.7860561,5/3/19 7:40,3.064794849,8.6221122,5.541695505,extrapolated,2.686214716,2.542505314,measured
4446,0.503,0.5643401,0.7860561,5/3/19 7:50,3.064794849,8.6221122,5.541695505,extrapolated,2.686214716,2.542505314,measured
4447,0.5,0.56135,0.783066,5/3/19 8:00,2.914364952,8.616132,5.5206153,extrapolated,2.674759047,2.531049645,measured
4448,0.502,0.5633434,0.7850594,5/3/19 8:10,3.013872227,8.6201188,5.53466877,extrapolated,2.682395141,2.538685739,measured
4449,0.503,0.5643401,0.7860561,5/3/19 8:20,3.064794849,8.6221122,5.541695505,extrapolated,2.686214716,2.542505314,measured
4450,0.506,0.5673302,0.7890462,5/3/19 8:30,3.222373638,8.6280924,5.56277571,extrapolated,2.697679547,2.553970145,measured
4451,0.507,0.5683269,0.7900429,5/3/19 8:40,3.276541897,8.6300858,5.569802445,extrapolated,2.701503192,2.55779379,measured
4452,0.504,0.5653368,0.7870528,5/3/19 8:50,3.116511695,8.6241056,5.54872224,extrapolated,2.690035308,2.546325906,measured
4453,0.505,0.5663335,0.7880495,5/3/19 9:00,3.169034123,8.626099,5.555748975,extrapolated,2.693856918,2.550147516,measured
4454,0.501,0.5623467,0.7840627,5/3/19 9:10,2.963732617,8.6181254,5.527642035,extrapolated,2.678576585,2.534867183,measured
4455,0.499,0.5603533,0.7820693,5/3/19 9:20,2.865758307,8.6141386,5.513588565,extrapolated,2.670942528,2.527233126,measured
4456,0.499,0.5603533,0.7820693,5/3/19 9:30,2.865758307,8.6141386,5.513588565,extrapolated,2.670942528,2.527233126,measured
4457,0.501,0.5623467,0.7840627,5/3/19 9:40,2.963732617,8.6181254,5.527642035,extrapolated,2.678576585,2.534867183,measured
4458,0.503,0.5643401,0.7860561,5/3/19 9:50,3.064794849,8.6221122,5.541695505,extrapolated,2.686214716,2.542505314,measured
4459,0.503,0.5643401,0.7860561,5/3/19 10:00,3.064794849,8.6221122,5.541695505,extrapolated,2.686214716,2.542505314,measured
4460,0.502,0.5633434,0.7850594,5/3/19 10:10,3.013872227,8.6201188,5.53466877,extrapolated,2.682395141,2.538685739,measured
4461,0.5,0.56135,0.783066,5/3/19 10:20,2.914364952,8.616132,5.5206153,extrapolated,2.674759047,2.531049645,measured
4462,0.498,0.5593566,0.7810726,5/3/19 10:30,2.817901898,8.6121452,5.50656183,extrapolated,2.667127027,2.523417625,measured
4463,0.501,0.5623467,0.7840627,5/3/19 10:40,2.963732617,8.6181254,5.527642035,extrapolated,2.678576585,2.534867183,measured
4464,0.502,0.5633434,0.7850594,5/3/19 10:50,3.013872227,8.6201188,5.53466877,extrapolated,2.682395141,2.538685739,measured
4465,0.498,0.5593566,0.7810726,5/3/19 11:00,2.817901898,8.6121452,5.50656183,extrapolated,2.667127027,2.523417625,measured
4466,0.502,0.5633434,0.7850594,5/3/19 11:10,3.013872227,8.6201188,5.53466877,extrapolated,2.682395141,2.538685739,measured
4467,0.503,0.5643401,0.7860561,5/3/19 11:20,3.064794849,8.6221122,5.541695505,extrapolated,2.686214716,2.542505314,measured
4468,0.499,0.5603533,0.7820693,5/3/19 11:30,2.865758307,8.6141386,5.513588565,extrapolated,2.670942528,2.527233126,measured
4469,0.501,0.5623467,0.7840627,5/3/19 11:40,2.963732617,8.6181254,5.527642035,extrapolated,2.678576585,2.534867183,measured
4470,0.501,0.5623467,0.7840627,5/3/19 11:50,2.963732617,8.6181254,5.527642035,extrapolated,2.678576585,2.534867183,measured
4471,0.507,0.5683269,0.7900429,5/3/19 12:00,3.276541897,8.6300858,5.569802445,extrapolated,2.701503192,2.55779379,measured
4472,0.506,0.5673302,0.7890462,5/3/19 12:10,3.222373638,8.6280924,5.56277571,extrapolated,2.697679547,2.553970145,measured
4473,0.507,0.5683269,0.7900429,5/3/19 12:20,3.276541897,8.6300858,5.569802445,extrapolated,2.701503192,2.55779379,measured
4474,0.507,0.5683269,0.7900429,5/3/19 12:30,3.276541897,8.6300858,5.569802445,extrapolated,2.701503192,2.55779379,measured
4475,0.512,0.5733104,0.7950264,5/3/19 12:40,3.560232941,8.6400528,5.60493612,extrapolated,2.720636684,2.576927282,measured
4476,0.513,0.5743071,0.7960231,5/3/19 12:50,3.619627005,8.6420462,5.611962855,extrapolated,2.724466433,2.580757031,measured
4477,0.516,0.5772972,0.7990132,5/3/19 13:00,3.803349002,8.6480264,5.63304306,extrapolated,2.735961784,2.592252382,measured
4478,0.521,0.5822807,0.8039967,5/3/19 13:10,4.12881342,8.6579934,5.668176735,extrapolated,2.755141032,2.61143163,measured
4479,0.523,0.5842741,0.8059901,5/3/19 13:20,4.266060783,8.6619802,5.682230205,extrapolated,2.762819845,2.619110443,measured
4480,0.528,0.5892576,0.8109736,5/3/19 13:30,4.627840593,8.6719472,5.71736388,extrapolated,2.782034651,2.638325249,measured
4481,0.536,0.5972312,0.8189472,5/3/19 13:40,5.266125224,8.6878944,5.77357776,extrapolated,2.812831129,2.669121727,measured
4482,0.55,0.611185,0.832901,5/3/19 13:50,6.582435016,8.715802,5.87195205,extrapolated,2.866881149,2.723171747,measured
4483,0.557,0.6181619,0.8398779,5/3/19 14:00,7.348982538,8.7297558,5.921139195,extrapolated,2.893980622,2.75027122,measured
4484,0.57,0.631119,0.852835,5/3/19 14:10,8.995576928,8.75567,6.01248675,extrapolated,2.944439759,2.800730357,measured
4485,0.575,0.6361025,0.8578185,5/3/19 14:20,9.715031763,8.765637,6.047620425,extrapolated,2.963892613,2.820183211,measured
4486,0.592,0.6530464,0.8747624,5/3/19 14:30,12.57828161,8.7995248,6.16707492,extrapolated,3.030221129,2.886511727,measured
4487,0.606,0.6670002,0.8887162,5/3/19 14:40,15.50182563,8.8274324,6.26544921,extrapolated,3.085063437,2.941354035,measured
4488,0.611,0.6719837,0.8936997,5/3/19 14:50,16.68986037,8.8373994,6.300582885,extrapolated,3.104697814,2.960988411,measured
4489,0.624,0.6849408,0.9066568,5/3/19 15:00,20.18387922,8.8633136,6.39193044,extrapolated,3.155864891,3.012155489,measured
4490,0.635,0.6959045,0.9176205,5/3/19 15:10,23.65592791,8.885241,6.469224525,extrapolated,3.199292763,3.055583361,measured
4491,0.641,0.7018847,0.9236007,5/3/19 15:20,25.7747668,8.8972014,6.511384935,extrapolated,3.223031891,3.079322488,measured
4492,0.642,0.7028814,0.9245974,5/3/19 15:30,26.1445042,8.8991948,6.51841167,extrapolated,3.226991923,3.083282521,measured
4493,0.652,0.7128484,0.9345644,5/3/19 15:40,30.12124192,8.9191288,6.58867902,extrapolated,3.266647396,3.122937993,measured
4494,0.658,0.7188286,0.9405446,5/3/19 15:50,32.7683325,8.9310892,6.63083943,extrapolated,3.290488777,3.146779375,measured
4495,0.64,0.700888,0.922604,5/3/19 16:00,25.40986749,8.895208,6.5043582,extrapolated,3.219072861,3.075363459,measured
4496,0.655,0.7158385,0.9375545,5/3/19 16:10,31.41903014,8.925109,6.609759225,extrapolated,3.278563579,3.134854177,measured
4497,0.655,0.7158385,0.9375545,5/3/19 16:20,31.41903014,8.925109,6.609759225,extrapolated,3.278563579,3.134854177,measured
4498,0.657,0.7178319,0.9395479,5/3/19 16:30,32.312727,8.9290958,6.623812695,extrapolated,3.28651271,3.142803308,measured
4499,0.656,0.7168352,0.9385512,5/3/19 16:40,31.86298264,8.9271024,6.61678596,extrapolated,3.282537644,3.138828242,measured
4500,0.656,0.7168352,0.9385512,5/3/19 16:50,31.86298264,8.9271024,6.61678596,extrapolated,3.282537644,3.138828242,measured
4501,0.655,0.7158385,0.9375545,5/3/19 17:00,31.41903014,8.925109,6.609759225,extrapolated,3.278563579,3.134854177,measured
4502,0.653,0.7138451,0.9355611,5/3/19 17:10,30.54822722,8.9211222,6.595705755,extrapolated,3.270618455,3.126909053,measured
4503,0.658,0.7188286,0.9405446,5/3/19 17:20,32.7683325,8.9310892,6.63083943,extrapolated,3.290488777,3.146779375,measured
4504,0.659,0.7198253,0.9415413,5/3/19 17:30,33.22986919,8.9330826,6.637866165,extrapolated,3.294465846,3.150756444,measured
4505,0.646,0.7068682,0.9285842,5/3/19 17:40,27.67302094,8.9071684,6.54651861,extrapolated,3.242842082,3.09913268,measured
4506,0.644,0.7048748,0.9265908,5/3/19 17:50,26.8987292,8.9031816,6.53246514,extrapolated,3.234914997,3.091205595,measured
4507,0.643,0.7038781,0.9255941,5/3/19 18:00,26.51913851,8.9011882,6.525438405,extrapolated,3.230952959,3.087243557,measured
4508,0.649,0.7098583,0.9315743,5/3/19 18:10,28.87315655,8.9131486,6.567598815,extrapolated,3.254740229,3.111030827,measured
4509,0.646,0.7068682,0.9285842,5/3/19 18:20,27.67302094,8.9071684,6.54651861,extrapolated,3.242842082,3.09913268,measured
4510,0.642,0.7028814,0.9245974,5/3/19 18:30,26.1445042,8.8991948,6.51841167,extrapolated,3.226991923,3.083282521,measured
4511,0.638,0.6988946,0.9206106,5/3/19 18:40,24.694351,8.8912212,6.49030473,extrapolated,3.211157811,3.067448409,measured
4512,0.642,0.7028814,0.9245974,5/3/19 18:50,26.1445042,8.8991948,6.51841167,extrapolated,3.226991923,3.083282521,measured
4513,0.642,0.7028814,0.9245974,5/3/19 19:00,26.1445042,8.8991948,6.51841167,extrapolated,3.226991923,3.083282521,measured
4514,0.636,0.6969012,0.9186172,5/3/19 19:10,23.9974969,8.8872344,6.47625126,extrapolated,3.203246775,3.059537373,measured
4515,0.637,0.6978979,0.9196139,5/3/19 19:20,24.34361938,8.8892278,6.483277995,extrapolated,3.207201792,3.06349239,measured
4516,0.637,0.6978979,0.9196139,5/3/19 19:30,24.34361938,8.8892278,6.483277995,extrapolated,3.207201792,3.06349239,measured
4517,0.631,0.6919177,0.9136337,5/3/19 19:40,22.33409473,8.8772674,6.441117585,extrapolated,3.18348675,3.039777348,measured
4518,0.635,0.6959045,0.9176205,5/3/19 19:50,23.65592791,8.885241,6.469224525,extrapolated,3.199292763,3.055583361,measured
4519,0.627,0.6879309,0.9096469,5/3/19 20:00,21.08082063,8.8692938,6.413010645,extrapolated,3.167696803,3.023987401,measured
4520,0.632,0.6929144,0.9146304,5/3/19 20:10,22.65799431,8.8792608,6.44814432,extrapolated,3.187436747,3.043727345,measured
4521,0.628,0.6889276,0.9106436,5/3/19 20:20,21.38789353,8.8712872,6.42003738,extrapolated,3.171642783,3.027933381,measured
4522,0.629,0.6899243,0.9116403,5/3/19 20:30,21.69909614,8.8732806,6.427064115,extrapolated,3.175589768,3.031880366,measured
4523,0.628,0.6889276,0.9106436,5/3/19 20:40,21.38789353,8.8712872,6.42003738,extrapolated,3.171642783,3.027933381,measured
4524,0.627,0.6879309,0.9096469,5/3/19 20:50,21.08082063,8.8692938,6.413010645,extrapolated,3.167696803,3.023987401,measured
4525,0.621,0.6819507,0.9036667,5/3/19 21:00,19.3223252,8.8573334,6.370850235,extrapolated,3.144042022,3.00033262,measured
4526,0.613,0.6739771,0.8956931,5/3/19 21:10,17.18820802,8.8413862,6.314636355,extrapolated,3.112558609,2.968849207,measured
4527,0.625,0.6859375,0.9076535,5/3/19 21:20,20.478863,8.865307,6.398957175,extrapolated,3.159807857,3.016098455,measured
4528,0.622,0.6829474,0.9046634,5/3/19 21:30,19.60565821,8.8593268,6.37787697,extrapolated,3.147981973,3.004272571,measured
4529,0.626,0.6869342,0.9086502,5/3/19 21:40,20.77782706,8.8673004,6.40598391,extrapolated,3.163751828,3.020042426,measured
4530,0.617,0.6779639,0.8996799,5/3/19 21:50,18.22641709,8.8493598,6.342743295,extrapolated,3.12829227,2.984582868,measured
4531,0.623,0.6839441,0.9056601,5/3/19 22:00,19.89282701,8.8613202,6.384903705,extrapolated,3.15192293,3.008213528,measured
4532,0.616,0.6769672,0.8986832,5/3/19 22:10,17.96156713,8.8473664,6.33571656,extrapolated,3.124357346,2.980647944,measured
4533,0.627,0.6879309,0.9096469,5/3/19 22:20,21.08082063,8.8692938,6.413010645,extrapolated,3.167696803,3.023987401,measured
4534,0.618,0.6789606,0.9006766,5/3/19 22:30,18.49487261,8.8513532,6.34977003,extrapolated,3.1322282,2.988518798,measured
4535,0.621,0.6819507,0.9036667,5/3/19 22:40,19.3223252,8.8573334,6.370850235,extrapolated,3.144042022,3.00033262,measured
4536,0.62,0.680954,0.90267,5/3/19 22:50,19.04278088,8.85534,6.3638235,extrapolated,3.140103076,2.996393674,measured
4537,0.622,0.6829474,0.9046634,5/3/19 23:00,19.60565821,8.8593268,6.37787697,extrapolated,3.147981973,3.004272571,measured
4538,0.628,0.6889276,0.9106436,5/3/19 23:10,21.38789353,8.8712872,6.42003738,extrapolated,3.171642783,3.027933381,measured
4539,0.623,0.6839441,0.9056601,5/3/19 23:20,19.89282701,8.8613202,6.384903705,extrapolated,3.15192293,3.008213528,measured
4540,0.62,0.680954,0.90267,5/3/19 23:30,19.04278088,8.85534,6.3638235,extrapolated,3.140103076,2.996393674,measured
4541,0.63,0.690921,0.912637,5/3/19 23:40,22.01447937,8.875274,6.43409085,extrapolated,3.179537757,3.035828355,measured
4542,0.622,0.6829474,0.9046634,5/3/19 23:50,19.60565821,8.8593268,6.37787697,extrapolated,3.147981973,3.004272571,measured
4543,0.62,0.680954,0.90267,5/4/19 0:00,19.04278088,8.85534,6.3638235,extrapolated,3.140103076,2.996393674,measured
4544,0.619,0.6799573,0.9016733,5/4/19 0:10,18.7669787,8.8533466,6.356796765,extrapolated,3.136165136,2.992455734,measured
4545,0.625,0.6859375,0.9076535,5/4/19 0:20,20.478863,8.865307,6.398957175,extrapolated,3.159807857,3.016098455,measured
4546,0.631,0.6919177,0.9136337,5/4/19 0:30,22.33409473,8.8772674,6.441117585,extrapolated,3.18348675,3.039777348,measured
4547,0.621,0.6819507,0.9036667,5/4/19 0:40,19.3223252,8.8573334,6.370850235,extrapolated,3.144042022,3.00033262,measured
4548,0.626,0.6869342,0.9086502,5/4/19 0:50,20.77782706,8.8673004,6.40598391,extrapolated,3.163751828,3.020042426,measured
4549,0.618,0.6789606,0.9006766,5/4/19 1:00,18.49487261,8.8513532,6.34977003,extrapolated,3.1322282,2.988518798,measured
4550,0.621,0.6819507,0.9036667,5/4/19 1:10,19.3223252,8.8573334,6.370850235,extrapolated,3.144042022,3.00033262,measured
4551,0.621,0.6819507,0.9036667,5/4/19 1:20,19.3223252,8.8573334,6.370850235,extrapolated,3.144042022,3.00033262,measured
4552,0.623,0.6839441,0.9056601,5/4/19 1:30,19.89282701,8.8613202,6.384903705,extrapolated,3.15192293,3.008213528,measured
4553,0.619,0.6799573,0.9016733,5/4/19 1:40,18.7669787,8.8533466,6.356796765,extrapolated,3.136165136,2.992455734,measured
4554,0.618,0.6789606,0.9006766,5/4/19 1:50,18.49487261,8.8513532,6.34977003,extrapolated,3.1322282,2.988518798,measured
4555,0.617,0.6779639,0.8996799,5/4/19 2:00,18.22641709,8.8493598,6.342743295,extrapolated,3.12829227,2.984582868,measured
4556,0.624,0.6849408,0.9066568,5/4/19 2:10,20.18387922,8.8633136,6.39193044,extrapolated,3.155864891,3.012155489,measured
4557,0.621,0.6819507,0.9036667,5/4/19 2:20,19.3223252,8.8573334,6.370850235,extrapolated,3.144042022,3.00033262,measured
4558,0.62,0.680954,0.90267,5/4/19 2:30,19.04278088,8.85534,6.3638235,extrapolated,3.140103076,2.996393674,measured
4559,0.613,0.6739771,0.8956931,5/4/19 2:40,17.18820802,8.8413862,6.314636355,extrapolated,3.112558609,2.968849207,measured
4560,0.614,0.6749738,0.8966898,5/4/19 2:50,17.44250635,8.8433796,6.32166309,extrapolated,3.116490515,2.972781113,measured
4561,0.612,0.6729804,0.8946964,5/4/19 3:00,16.9373402,8.8393928,6.30760962,extrapolated,3.108627708,2.964918306,measured
4562,0.611,0.6719837,0.8936997,5/4/19 3:10,16.68986037,8.8373994,6.300582885,extrapolated,3.104697814,2.960988411,measured
4563,0.622,0.6829474,0.9046634,5/4/19 3:20,19.60565821,8.8593268,6.37787697,extrapolated,3.147981973,3.004272571,measured
4564,0.614,0.6749738,0.8966898,5/4/19 3:30,17.44250635,8.8433796,6.32166309,extrapolated,3.116490515,2.972781113,measured
4565,0.614,0.6749738,0.8966898,5/4/19 3:40,17.44250635,8.8433796,6.32166309,extrapolated,3.116490515,2.972781113,measured
4566,0.615,0.6759705,0.8976865,5/4/19 3:50,17.70027822,8.845373,6.328689825,extrapolated,3.120423428,2.976714026,measured
4567,0.617,0.6779639,0.8996799,5/4/19 4:00,18.22641709,8.8493598,6.342743295,extrapolated,3.12829227,2.984582868,measured
4568,0.614,0.6749738,0.8966898,5/4/19 4:10,17.44250635,8.8433796,6.32166309,extrapolated,3.116490515,2.972781113,measured
4569,0.604,0.6650068,0.8867228,5/4/19 4:20,15.04889193,8.8234456,6.25139574,extrapolated,3.077216733,2.933507331,measured
4570,0.619,0.6799573,0.9016733,5/4/19 4:30,18.7669787,8.8533466,6.356796765,extrapolated,3.136165136,2.992455734,measured
4571,0.615,0.6759705,0.8976865,5/4/19 4:40,17.70027822,8.845373,6.328689825,extrapolated,3.120423428,2.976714026,measured
4572,0.612,0.6729804,0.8946964,5/4/19 4:50,16.9373402,8.8393928,6.30760962,extrapolated,3.108627708,2.964918306,measured
4573,0.608,0.6689936,0.8907096,5/4/19 5:00,15.9673306,8.8314192,6.27950268,extrapolated,3.092914168,2.949204766,measured
4574,0.615,0.6759705,0.8976865,5/4/19 5:10,17.70027822,8.845373,6.328689825,extrapolated,3.120423428,2.976714026,measured
4575,0.611,0.6719837,0.8936997,5/4/19 5:20,16.68986037,8.8373994,6.300582885,extrapolated,3.104697814,2.960988411,measured
4576,0.609,0.6699903,0.8917063,5/4/19 5:30,16.20489691,8.8334126,6.286529415,extrapolated,3.096841043,2.953131641,measured
4577,0.608,0.6689936,0.8907096,5/4/19 5:40,15.9673306,8.8314192,6.27950268,extrapolated,3.092914168,2.949204766,measured
4578,0.601,0.6620167,0.8837327,5/4/19 5:50,14.39238117,8.8174654,6.230315535,extrapolated,3.06545423,2.921744828,measured
4579,0.608,0.6689936,0.8907096,5/4/19 6:00,15.9673306,8.8314192,6.27950268,extrapolated,3.092914168,2.949204766,measured
4580,0.607,0.6679969,0.8897129,5/4/19 6:10,15.7329869,8.8294258,6.272475945,extrapolated,3.088988299,2.945278897,measured
4581,0.606,0.6670002,0.8887162,5/4/19 6:20,15.50182563,8.8274324,6.26544921,extrapolated,3.085063437,2.941354035,measured
4582,0.608,0.6689936,0.8907096,5/4/19 6:30,15.9673306,8.8314192,6.27950268,extrapolated,3.092914168,2.949204766,measured
