,hobo_stage,hobo_stage_int,stage,r_timestamp,power_q,radius,area,int_or_ext,mannings_q,best_q,source
8847,0.356,0.4178252,0.6395412,7/12/19 21:45,0.201086511,8.3290824,4.50876546,interpolated,2.135721902,0.201086511,measured
8848,0.355,0.4168285,0.6385445,7/12/19 22:00,0.196987219,8.327089,4.501738725,interpolated,2.132053219,0.196987219,measured
8849,0.354,0.4158318,0.6375478,7/12/19 22:15,0.192965285,8.3250956,4.49471199,interpolated,2.128385571,0.192965285,measured
8850,0.355,0.4168285,0.6385445,7/12/19 22:30,0.196987219,8.327089,4.501738725,interpolated,2.132053219,0.196987219,measured
8851,0.355,0.4168285,0.6385445,7/12/19 22:45,0.196987219,8.327089,4.501738725,interpolated,2.132053219,0.196987219,measured
8852,0.355,0.4168285,0.6385445,7/12/19 23:00,0.196987219,8.327089,4.501738725,interpolated,2.132053219,0.196987219,measured
8853,0.355,0.4168285,0.6385445,7/12/19 23:15,0.196987219,8.327089,4.501738725,interpolated,2.132053219,0.196987219,measured
8854,0.352,0.4138384,0.6355544,7/12/19 23:30,0.185148145,8.3211088,4.48065852,interpolated,2.12105338,0.185148145,measured
8855,0.352,0.4138384,0.6355544,7/12/19 23:45,0.185148145,8.3211088,4.48065852,interpolated,2.12105338,0.185148145,measured
8856,0.354,0.4158318,0.6375478,7/13/19 0:00,0.192965285,8.3250956,4.49471199,interpolated,2.128385571,0.192965285,measured
8857,0.354,0.4158318,0.6375478,7/13/19 0:15,0.192965285,8.3250956,4.49471199,interpolated,2.128385571,0.192965285,measured
8858,0.35,0.411845,0.633561,7/13/19 0:30,0.177624605,8.317122,4.46660505,interpolated,2.11372533,0.177624605,measured
8859,0.353,0.4148351,0.6365511,7/13/19 0:45,0.189019367,8.3231022,4.487685255,interpolated,2.124718958,0.189019367,measured
8860,0.351,0.4128417,0.6345577,7/13/19 1:00,0.181350317,8.3191154,4.473631785,interpolated,2.117388837,0.181350317,measured
8861,0.353,0.4148351,0.6365511,7/13/19 1:15,0.189019367,8.3231022,4.487685255,interpolated,2.124718958,0.189019367,measured
8862,0.35,0.411845,0.633561,7/13/19 1:30,0.177624605,8.317122,4.46660505,interpolated,2.11372533,0.177624605,measured
8863,0.351,0.4128417,0.6345577,7/13/19 1:45,0.181350317,8.3191154,4.473631785,interpolated,2.117388837,0.181350317,measured
8864,0.351,0.4128417,0.6345577,7/13/19 2:00,0.181350317,8.3191154,4.473631785,interpolated,2.117388837,0.181350317,measured
8865,0.35,0.411845,0.633561,7/13/19 2:15,0.177624605,8.317122,4.46660505,interpolated,2.11372533,0.177624605,measured
8866,0.351,0.4128417,0.6345577,7/13/19 2:30,0.181350317,8.3191154,4.473631785,interpolated,2.117388837,0.181350317,measured
8867,0.348,0.4098516,0.6315676,7/13/19 2:45,0.17038451,8.3131352,4.45255158,interpolated,2.106401424,0.17038451,measured
8868,0.349,0.4108483,0.6325643,7/13/19 3:00,0.173969749,8.3151286,4.459578315,interpolated,2.110062859,0.173969749,measured
8869,0.348,0.4098516,0.6315676,7/13/19 3:15,0.17038451,8.3131352,4.45255158,interpolated,2.106401424,0.17038451,measured
8870,0.35,0.411845,0.633561,7/13/19 3:30,0.177624605,8.317122,4.46660505,interpolated,2.11372533,0.177624605,measured
8871,0.349,0.4108483,0.6325643,7/13/19 3:45,0.173969749,8.3151286,4.459578315,interpolated,2.110062859,0.173969749,measured
8872,0.349,0.4108483,0.6325643,7/13/19 4:00,0.173969749,8.3151286,4.459578315,interpolated,2.110062859,0.173969749,measured
8873,0.349,0.4108483,0.6325643,7/13/19 4:15,0.173969749,8.3151286,4.459578315,interpolated,2.110062859,0.173969749,measured
8874,0.351,0.4128417,0.6345577,7/13/19 4:30,0.181350317,8.3191154,4.473631785,interpolated,2.117388837,0.181350317,measured
8875,0.35,0.411845,0.633561,7/13/19 4:45,0.177624605,8.317122,4.46660505,interpolated,2.11372533,0.177624605,measured
8876,0.35,0.411845,0.633561,7/13/19 5:00,0.177624605,8.317122,4.46660505,interpolated,2.11372533,0.177624605,measured
8877,0.352,0.4138384,0.6355544,7/13/19 5:15,0.185148145,8.3211088,4.48065852,interpolated,2.12105338,0.185148145,measured
8878,0.35,0.411845,0.633561,7/13/19 5:30,0.177624605,8.317122,4.46660505,interpolated,2.11372533,0.177624605,measured
8879,0.349,0.4108483,0.6325643,7/13/19 5:45,0.173969749,8.3151286,4.459578315,interpolated,2.110062859,0.173969749,measured
8880,0.35,0.411845,0.633561,7/13/19 6:00,0.177624605,8.317122,4.46660505,interpolated,2.11372533,0.177624605,measured
8881,0.349,0.4108483,0.6325643,7/13/19 6:15,0.173969749,8.3151286,4.459578315,interpolated,2.110062859,0.173969749,measured
8882,0.35,0.411845,0.633561,7/13/19 6:30,0.177624605,8.317122,4.46660505,interpolated,2.11372533,0.177624605,measured
8883,0.35,0.411845,0.633561,7/13/19 6:45,0.177624605,8.317122,4.46660505,interpolated,2.11372533,0.177624605,measured
8884,0.346,0.4078582,0.6295742,7/13/19 7:00,0.163418027,8.3091484,4.43849811,interpolated,2.09908166,0.163418027,measured
8885,0.347,0.4088549,0.6305709,7/13/19 7:15,0.166867669,8.3111418,4.445524845,interpolated,2.102741024,0.166867669,measured
8886,0.349,0.4108483,0.6325643,7/13/19 7:30,0.173969749,8.3151286,4.459578315,interpolated,2.110062859,0.173969749,measured
8887,0.346,0.4078582,0.6295742,7/13/19 7:45,0.163418027,8.3091484,4.43849811,interpolated,2.09908166,0.163418027,measured
8888,0.346,0.4078582,0.6295742,7/13/19 8:00,0.163418027,8.3091484,4.43849811,interpolated,2.09908166,0.163418027,measured
8889,0.346,0.4078582,0.6295742,7/13/19 8:15,0.163418027,8.3091484,4.43849811,interpolated,2.09908166,0.163418027,measured
8890,0.345,0.4068615,0.6285775,7/13/19 8:30,0.160034401,8.307155,4.431471375,interpolated,2.095423333,0.160034401,measured
8891,0.344,0.4058648,0.6275808,7/13/19 8:45,0.156715632,8.3051616,4.42444464,interpolated,2.091766042,0.156715632,measured
8892,0.344,0.4058648,0.6275808,7/13/19 9:00,0.156715632,8.3051616,4.42444464,interpolated,2.091766042,0.156715632,measured
8893,0.344,0.4058648,0.6275808,7/13/19 9:15,0.156715632,8.3051616,4.42444464,interpolated,2.091766042,0.156715632,measured
8894,0.343,0.4048681,0.6265841,7/13/19 9:30,0.153460575,8.3031682,4.417417905,interpolated,2.088109787,0.153460575,measured
8895,0.342,0.4038714,0.6255874,7/13/19 9:45,0.150268105,8.3011748,4.41039117,interpolated,2.084454568,0.150268105,measured
8896,0.34,0.401878,0.623594,7/13/19 10:00,0.144066523,8.297188,4.3963377,interpolated,2.077147242,0.144066523,measured
8897,0.338,0.3998846,0.6216006,7/13/19 10:15,0.138102243,8.2932012,4.38228423,interpolated,2.069844062,0.138102243,measured
8898,0.335,0.3968945,0.6186105,7/13/19 10:30,0.129582547,8.287221,4.361204025,interpolated,2.058897072,0.129582547,measured
8899,0.333,0.3949011,0.6166171,7/13/19 10:45,0.124175525,8.2832342,4.347150555,interpolated,2.051604265,0.124175525,measured
8900,0.333,0.3949011,0.6166171,7/13/19 11:00,0.124175525,8.2832342,4.347150555,interpolated,2.051604265,0.124175525,measured
8901,0.331,0.3929077,0.6146237,7/13/19 11:15,0.118977698,8.2792474,4.333097085,interpolated,2.044315609,0.118977698,measured
8902,0.332,0.3939044,0.6156204,7/13/19 11:30,0.121550934,8.2812408,4.34012382,interpolated,2.047959418,0.121550934,measured
8903,0.335,0.3968945,0.6186105,7/13/19 11:45,0.129582547,8.287221,4.361204025,interpolated,2.058897072,0.129582547,measured
8904,0.334,0.3958978,0.6176138,7/13/19 12:00,0.126852411,8.2852276,4.35417729,interpolated,2.055250149,0.126852411,measured
8905,0.331,0.3929077,0.6146237,7/13/19 12:15,0.118977698,8.2792474,4.333097085,interpolated,2.044315609,0.118977698,measured
8906,0.332,0.3939044,0.6156204,7/13/19 12:30,0.121550934,8.2812408,4.34012382,interpolated,2.047959418,0.121550934,measured
8907,0.332,0.3939044,0.6156204,7/13/19 12:45,0.121550934,8.2812408,4.34012382,interpolated,2.047959418,0.121550934,measured
8908,0.331,0.3929077,0.6146237,7/13/19 13:00,0.118977698,8.2792474,4.333097085,interpolated,2.044315609,0.118977698,measured
8909,0.332,0.3939044,0.6156204,7/13/19 13:15,0.121550934,8.2812408,4.34012382,interpolated,2.047959418,0.121550934,measured
8910,0.333,0.3949011,0.6166171,7/13/19 13:30,0.124175525,8.2832342,4.347150555,interpolated,2.051604265,0.124175525,measured
8911,0.333,0.3949011,0.6166171,7/13/19 13:45,0.124175525,8.2832342,4.347150555,interpolated,2.051604265,0.124175525,measured
8912,0.337,0.3988879,0.6206039,7/13/19 14:00,0.135206468,8.2912078,4.375257495,interpolated,2.066194028,0.135206468,measured
8913,0.335,0.3968945,0.6186105,7/13/19 14:15,0.129582547,8.287221,4.361204025,interpolated,2.058897072,0.129582547,measured
8914,0.334,0.3958978,0.6176138,7/13/19 14:30,0.126852411,8.2852276,4.35417729,interpolated,2.055250149,0.126852411,measured
8915,0.334,0.3958978,0.6176138,7/13/19 14:45,0.126852411,8.2852276,4.35417729,interpolated,2.055250149,0.126852411,measured
8916,0.336,0.3978912,0.6196072,7/13/19 15:00,0.132366904,8.2892144,4.36823076,interpolated,2.062545031,0.132366904,measured
8917,0.336,0.3978912,0.6196072,7/13/19 15:15,0.132366904,8.2892144,4.36823076,interpolated,2.062545031,0.132366904,measured
8918,0.335,0.3968945,0.6186105,7/13/19 15:30,0.129582547,8.287221,4.361204025,interpolated,2.058897072,0.129582547,measured
8919,0.337,0.3988879,0.6206039,7/13/19 15:45,0.135206468,8.2912078,4.375257495,interpolated,2.066194028,0.135206468,measured
8920,0.334,0.3958978,0.6176138,7/13/19 16:00,0.126852411,8.2852276,4.35417729,interpolated,2.055250149,0.126852411,measured
8921,0.334,0.3958978,0.6176138,7/13/19 16:15,0.126852411,8.2852276,4.35417729,interpolated,2.055250149,0.126852411,measured
8922,0.333,0.3949011,0.6166171,7/13/19 16:30,0.124175525,8.2832342,4.347150555,interpolated,2.051604265,0.124175525,measured
8923,0.336,0.3978912,0.6196072,7/13/19 16:45,0.132366904,8.2892144,4.36823076,interpolated,2.062545031,0.132366904,measured
8924,0.333,0.3949011,0.6166171,7/13/19 17:00,0.124175525,8.2832342,4.347150555,interpolated,2.051604265,0.124175525,measured
8925,0.336,0.3978912,0.6196072,7/13/19 17:15,0.132366904,8.2892144,4.36823076,interpolated,2.062545031,0.132366904,measured
8926,0.334,0.3958978,0.6176138,7/13/19 17:30,0.126852411,8.2852276,4.35417729,interpolated,2.055250149,0.126852411,measured
8927,0.335,0.3968945,0.6186105,7/13/19 17:45,0.129582547,8.287221,4.361204025,interpolated,2.058897072,0.129582547,measured
8928,0.335,0.3968945,0.6186105,7/13/19 18:00,0.129582547,8.287221,4.361204025,interpolated,2.058897072,0.129582547,measured
8929,0.336,0.3978912,0.6196072,7/13/19 18:15,0.132366904,8.2892144,4.36823076,interpolated,2.062545031,0.132366904,measured
8930,0.336,0.3978912,0.6196072,7/13/19 18:30,0.132366904,8.2892144,4.36823076,interpolated,2.062545031,0.132366904,measured
8931,0.332,0.3939044,0.6156204,7/13/19 18:45,0.121550934,8.2812408,4.34012382,interpolated,2.047959418,0.121550934,measured
8932,0.333,0.3949011,0.6166171,7/13/19 19:00,0.124175525,8.2832342,4.347150555,interpolated,2.051604265,0.124175525,measured
8933,0.332,0.3939044,0.6156204,7/13/19 19:15,0.121550934,8.2812408,4.34012382,interpolated,2.047959418,0.121550934,measured
8934,0.335,0.3968945,0.6186105,7/13/19 19:30,0.129582547,8.287221,4.361204025,interpolated,2.058897072,0.129582547,measured
8935,0.334,0.3958978,0.6176138,7/13/19 19:45,0.126852411,8.2852276,4.35417729,interpolated,2.055250149,0.126852411,measured
8936,0.333,0.3949011,0.6166171,7/13/19 20:00,0.124175525,8.2832342,4.347150555,interpolated,2.051604265,0.124175525,measured
8937,0.334,0.3958978,0.6176138,7/13/19 20:15,0.126852411,8.2852276,4.35417729,interpolated,2.055250149,0.126852411,measured
8938,0.333,0.3949011,0.6166171,7/13/19 20:30,0.124175525,8.2832342,4.347150555,interpolated,2.051604265,0.124175525,measured
8939,0.335,0.3968945,0.6186105,7/13/19 20:45,0.129582547,8.287221,4.361204025,interpolated,2.058897072,0.129582547,measured
8940,0.334,0.3958978,0.6176138,7/13/19 21:00,0.126852411,8.2852276,4.35417729,interpolated,2.055250149,0.126852411,measured
8941,0.332,0.3939044,0.6156204,7/13/19 21:15,0.121550934,8.2812408,4.34012382,interpolated,2.047959418,0.121550934,measured
8942,0.331,0.3929077,0.6146237,7/13/19 21:30,0.118977698,8.2792474,4.333097085,interpolated,2.044315609,0.118977698,measured
8943,0.333,0.3949011,0.6166171,7/13/19 21:45,0.124175525,8.2832342,4.347150555,interpolated,2.051604265,0.124175525,measured
8944,0.331,0.3929077,0.6146237,7/13/19 22:00,0.118977698,8.2792474,4.333097085,interpolated,2.044315609,0.118977698,measured
8945,0.33,0.391911,0.613627,7/13/19 22:15,0.116454893,8.277254,4.32607035,interpolated,2.040672838,0.116454893,measured
8946,0.33,0.391911,0.613627,7/13/19 22:30,0.116454893,8.277254,4.32607035,interpolated,2.040672838,0.116454893,measured
8947,0.334,0.3958978,0.6176138,7/13/19 22:45,0.126852411,8.2852276,4.35417729,interpolated,2.055250149,0.126852411,measured
8948,0.332,0.3939044,0.6156204,7/13/19 23:00,0.121550934,8.2812408,4.34012382,interpolated,2.047959418,0.121550934,measured
8949,0.333,0.3949011,0.6166171,7/13/19 23:15,0.124175525,8.2832342,4.347150555,interpolated,2.051604265,0.124175525,measured
8950,0.331,0.3929077,0.6146237,7/13/19 23:30,0.118977698,8.2792474,4.333097085,interpolated,2.044315609,0.118977698,measured
8951,0.331,0.3929077,0.6146237,7/13/19 23:45,0.118977698,8.2792474,4.333097085,interpolated,2.044315609,0.118977698,measured
8952,0.33,0.391911,0.613627,7/14/19 0:00,0.116454893,8.277254,4.32607035,interpolated,2.040672838,0.116454893,measured
8953,0.333,0.3949011,0.6166171,7/14/19 0:15,0.124175525,8.2832342,4.347150555,interpolated,2.051604265,0.124175525,measured
8954,0.331,0.3929077,0.6146237,7/14/19 0:30,0.118977698,8.2792474,4.333097085,interpolated,2.044315609,0.118977698,measured
8955,0.331,0.3929077,0.6146237,7/14/19 0:45,0.118977698,8.2792474,4.333097085,interpolated,2.044315609,0.118977698,measured
8956,0.332,0.3939044,0.6156204,7/14/19 1:00,0.121550934,8.2812408,4.34012382,interpolated,2.047959418,0.121550934,measured
8957,0.333,0.3949011,0.6166171,7/14/19 1:15,0.124175525,8.2832342,4.347150555,interpolated,2.051604265,0.124175525,measured
8958,0.331,0.3929077,0.6146237,7/14/19 1:30,0.118977698,8.2792474,4.333097085,interpolated,2.044315609,0.118977698,measured
8959,0.333,0.3949011,0.6166171,7/14/19 1:45,0.124175525,8.2832342,4.347150555,interpolated,2.051604265,0.124175525,measured
8960,0.33,0.391911,0.613627,7/14/19 2:00,0.116454893,8.277254,4.32607035,interpolated,2.040672838,0.116454893,measured
8961,0.331,0.3929077,0.6146237,7/14/19 2:15,0.118977698,8.2792474,4.333097085,interpolated,2.044315609,0.118977698,measured
8962,0.335,0.3968945,0.6186105,7/14/19 2:30,0.129582547,8.287221,4.361204025,interpolated,2.058897072,0.129582547,measured
8963,0.333,0.3949011,0.6166171,7/14/19 2:45,0.124175525,8.2832342,4.347150555,interpolated,2.051604265,0.124175525,measured
8964,0.334,0.3958978,0.6176138,7/14/19 3:00,0.126852411,8.2852276,4.35417729,interpolated,2.055250149,0.126852411,measured
8965,0.331,0.3929077,0.6146237,7/14/19 3:15,0.118977698,8.2792474,4.333097085,interpolated,2.044315609,0.118977698,measured
8966,0.332,0.3939044,0.6156204,7/14/19 3:30,0.121550934,8.2812408,4.34012382,interpolated,2.047959418,0.121550934,measured
8967,0.333,0.3949011,0.6166171,7/14/19 3:45,0.124175525,8.2832342,4.347150555,interpolated,2.051604265,0.124175525,measured
8968,0.333,0.3949011,0.6166171,7/14/19 4:00,0.124175525,8.2832342,4.347150555,interpolated,2.051604265,0.124175525,measured
8969,0.334,0.3958978,0.6176138,7/14/19 4:15,0.126852411,8.2852276,4.35417729,interpolated,2.055250149,0.126852411,measured
8970,0.331,0.3929077,0.6146237,7/14/19 4:30,0.118977698,8.2792474,4.333097085,interpolated,2.044315609,0.118977698,measured
8971,0.333,0.3949011,0.6166171,7/14/19 4:45,0.124175525,8.2832342,4.347150555,interpolated,2.051604265,0.124175525,measured
8972,0.334,0.3958978,0.6176138,7/14/19 5:00,0.126852411,8.2852276,4.35417729,interpolated,2.055250149,0.126852411,measured
8973,0.332,0.3939044,0.6156204,7/14/19 5:15,0.121550934,8.2812408,4.34012382,interpolated,2.047959418,0.121550934,measured
8974,0.331,0.3929077,0.6146237,7/14/19 5:30,0.118977698,8.2792474,4.333097085,interpolated,2.044315609,0.118977698,measured
8975,0.332,0.3939044,0.6156204,7/14/19 5:45,0.121550934,8.2812408,4.34012382,interpolated,2.047959418,0.121550934,measured
8976,0.33,0.391911,0.613627,7/14/19 6:00,0.116454893,8.277254,4.32607035,interpolated,2.040672838,0.116454893,measured
8977,0.33,0.391911,0.613627,7/14/19 6:15,0.116454893,8.277254,4.32607035,interpolated,2.040672838,0.116454893,measured
8978,0.331,0.3929077,0.6146237,7/14/19 6:30,0.118977698,8.2792474,4.333097085,interpolated,2.044315609,0.118977698,measured
8979,0.331,0.3929077,0.6146237,7/14/19 6:45,0.118977698,8.2792474,4.333097085,interpolated,2.044315609,0.118977698,measured
8980,0.332,0.3939044,0.6156204,7/14/19 7:00,0.121550934,8.2812408,4.34012382,interpolated,2.047959418,0.121550934,measured
8981,0.331,0.3929077,0.6146237,7/14/19 7:15,0.118977698,8.2792474,4.333097085,interpolated,2.044315609,0.118977698,measured
8982,0.333,0.3949011,0.6166171,7/14/19 7:30,0.124175525,8.2832342,4.347150555,interpolated,2.051604265,0.124175525,measured
8983,0.332,0.3939044,0.6156204,7/14/19 7:45,0.121550934,8.2812408,4.34012382,interpolated,2.047959418,0.121550934,measured
8984,0.328,0.3899176,0.6116336,7/14/19 8:00,0.111556957,8.2732672,4.31201688,interpolated,2.033390409,0.111556957,measured
8985,0.33,0.391911,0.613627,7/14/19 8:15,0.116454893,8.277254,4.32607035,interpolated,2.040672838,0.116454893,measured
8986,0.33,0.391911,0.613627,7/14/19 8:30,0.116454893,8.277254,4.32607035,interpolated,2.040672838,0.116454893,measured
8987,0.329,0.3909143,0.6126303,7/14/19 8:45,0.113981611,8.2752606,4.319043615,interpolated,2.037031104,0.113981611,measured
8988,0.332,0.3939044,0.6156204,7/14/19 9:00,0.121550934,8.2812408,4.34012382,interpolated,2.047959418,0.121550934,measured
8989,0.328,0.3899176,0.6116336,7/14/19 9:15,0.111556957,8.2732672,4.31201688,interpolated,2.033390409,0.111556957,measured
8990,0.327,0.3889209,0.6106369,7/14/19 9:30,0.109180052,8.2712738,4.304990145,interpolated,2.029750753,0.109180052,measured
8991,0.328,0.3899176,0.6116336,7/14/19 9:45,0.111556957,8.2732672,4.31201688,interpolated,2.033390409,0.111556957,measured
8992,0.329,0.3909143,0.6126303,7/14/19 10:00,0.113981611,8.2752606,4.319043615,interpolated,2.037031104,0.113981611,measured
8993,0.328,0.3899176,0.6116336,7/14/19 10:15,0.111556957,8.2732672,4.31201688,interpolated,2.033390409,0.111556957,measured
8994,0.325,0.3869275,0.6086435,7/14/19 10:30,0.104566047,8.267287,4.290936675,interpolated,2.022474554,0.104566047,measured
8995,0.326,0.3879242,0.6096402,7/14/19 10:45,0.106850032,8.2692804,4.29796341,interpolated,2.026112134,0.106850032,measured
8996,0.325,0.3869275,0.6086435,7/14/19 11:00,0.104566047,8.267287,4.290936675,interpolated,2.022474554,0.104566047,measured
8997,0.325,0.3869275,0.6086435,7/14/19 11:15,0.104566047,8.267287,4.290936675,interpolated,2.022474554,0.104566047,measured
8998,0.323,0.3849341,0.6066501,7/14/19 11:30,0.100132846,8.2633002,4.276883205,interpolated,2.015202511,0.100132846,measured
8999,0.322,0.3839374,0.6056534,7/14/19 11:45,0.097982,8.2613068,4.26985647,interpolated,2.011568047,0.097982,measured
9000,0.324,0.3859308,0.6076468,7/14/19 12:00,0.102327259,8.2652936,4.28390994,interpolated,2.018838013,0.102327259,measured
9001,0.325,0.3869275,0.6086435,7/14/19 12:15,0.104566047,8.267287,4.290936675,interpolated,2.022474554,0.104566047,measured
9002,0.324,0.3859308,0.6076468,7/14/19 12:30,0.102327259,8.2652936,4.28390994,interpolated,2.018838013,0.102327259,measured
9003,0.324,0.3859308,0.6076468,7/14/19 12:45,0.102327259,8.2652936,4.28390994,interpolated,2.018838013,0.102327259,measured
9004,0.323,0.3849341,0.6066501,7/14/19 13:00,0.100132846,8.2633002,4.276883205,interpolated,2.015202511,0.100132846,measured
9005,0.326,0.3879242,0.6096402,7/14/19 13:15,0.106850032,8.2692804,4.29796341,interpolated,2.026112134,0.106850032,measured
9006,0.325,0.3869275,0.6086435,7/14/19 13:30,0.104566047,8.267287,4.290936675,interpolated,2.022474554,0.104566047,measured
9007,0.328,0.3899176,0.6116336,7/14/19 13:45,0.111556957,8.2732672,4.31201688,interpolated,2.033390409,0.111556957,measured
9008,0.331,0.3929077,0.6146237,7/14/19 14:00,0.118977698,8.2792474,4.333097085,interpolated,2.044315609,0.118977698,measured
9009,0.329,0.3909143,0.6126303,7/14/19 14:15,0.113981611,8.2752606,4.319043615,interpolated,2.037031104,0.113981611,measured
9010,0.331,0.3929077,0.6146237,7/14/19 14:30,0.118977698,8.2792474,4.333097085,interpolated,2.044315609,0.118977698,measured
9011,0.33,0.391911,0.613627,7/14/19 14:45,0.116454893,8.277254,4.32607035,interpolated,2.040672838,0.116454893,measured
9012,0.329,0.3909143,0.6126303,7/14/19 15:00,0.113981611,8.2752606,4.319043615,interpolated,2.037031104,0.113981611,measured
9013,0.328,0.3899176,0.6116336,7/14/19 15:15,0.111556957,8.2732672,4.31201688,interpolated,2.033390409,0.111556957,measured
9014,0.331,0.3929077,0.6146237,7/14/19 15:30,0.118977698,8.2792474,4.333097085,interpolated,2.044315609,0.118977698,measured
9015,0.33,0.391911,0.613627,7/14/19 15:45,0.116454893,8.277254,4.32607035,interpolated,2.040672838,0.116454893,measured
9016,0.33,0.391911,0.613627,7/14/19 16:00,0.116454893,8.277254,4.32607035,interpolated,2.040672838,0.116454893,measured
9017,0.327,0.3889209,0.6106369,7/14/19 16:15,0.109180052,8.2712738,4.304990145,interpolated,2.029750753,0.109180052,measured
9018,0.327,0.3889209,0.6106369,7/14/19 16:30,0.109180052,8.2712738,4.304990145,interpolated,2.029750753,0.109180052,measured
9019,0.325,0.3869275,0.6086435,7/14/19 16:45,0.104566047,8.267287,4.290936675,interpolated,2.022474554,0.104566047,measured
9020,0.323,0.3849341,0.6066501,7/14/19 17:00,0.100132846,8.2633002,4.276883205,interpolated,2.015202511,0.100132846,measured
9021,0.326,0.3879242,0.6096402,7/14/19 17:15,0.106850032,8.2692804,4.29796341,interpolated,2.026112134,0.106850032,measured
9022,0.326,0.3879242,0.6096402,7/14/19 17:30,0.106850032,8.2692804,4.29796341,interpolated,2.026112134,0.106850032,measured
9023,0.326,0.3879242,0.6096402,7/14/19 17:45,0.106850032,8.2692804,4.29796341,interpolated,2.026112134,0.106850032,measured
9024,0.325,0.3869275,0.6086435,7/14/19 18:00,0.104566047,8.267287,4.290936675,interpolated,2.022474554,0.104566047,measured
9025,0.327,0.3889209,0.6106369,7/14/19 18:15,0.109180052,8.2712738,4.304990145,interpolated,2.029750753,0.109180052,measured
9026,0.325,0.3869275,0.6086435,7/14/19 18:30,0.104566047,8.267287,4.290936675,interpolated,2.022474554,0.104566047,measured
9027,0.326,0.3879242,0.6096402,7/14/19 18:45,0.106850032,8.2692804,4.29796341,interpolated,2.026112134,0.106850032,measured
9028,0.326,0.3879242,0.6096402,7/14/19 19:00,0.106850032,8.2692804,4.29796341,interpolated,2.026112134,0.106850032,measured
9029,0.325,0.3869275,0.6086435,7/14/19 19:15,0.104566047,8.267287,4.290936675,interpolated,2.022474554,0.104566047,measured
9030,0.325,0.3869275,0.6086435,7/14/19 19:30,0.104566047,8.267287,4.290936675,interpolated,2.022474554,0.104566047,measured
9031,0.329,0.3909143,0.6126303,7/14/19 19:45,0.113981611,8.2752606,4.319043615,interpolated,2.037031104,0.113981611,measured
9032,0.328,0.3899176,0.6116336,7/14/19 20:00,0.111556957,8.2732672,4.31201688,interpolated,2.033390409,0.111556957,measured
9033,0.329,0.3909143,0.6126303,7/14/19 20:15,0.113981611,8.2752606,4.319043615,interpolated,2.037031104,0.113981611,measured
9034,0.331,0.3929077,0.6146237,7/14/19 20:30,0.118977698,8.2792474,4.333097085,interpolated,2.044315609,0.118977698,measured
9035,0.327,0.3889209,0.6106369,7/14/19 20:45,0.109180052,8.2712738,4.304990145,interpolated,2.029750753,0.109180052,measured
9036,0.328,0.3899176,0.6116336,7/14/19 21:00,0.111556957,8.2732672,4.31201688,interpolated,2.033390409,0.111556957,measured
9037,0.328,0.3899176,0.6116336,7/14/19 21:15,0.111556957,8.2732672,4.31201688,interpolated,2.033390409,0.111556957,measured
9038,0.327,0.3889209,0.6106369,7/14/19 21:30,0.109180052,8.2712738,4.304990145,interpolated,2.029750753,0.109180052,measured
9039,0.328,0.3899176,0.6116336,7/14/19 21:45,0.111556957,8.2732672,4.31201688,interpolated,2.033390409,0.111556957,measured
9040,0.328,0.3899176,0.6116336,7/14/19 22:00,0.111556957,8.2732672,4.31201688,interpolated,2.033390409,0.111556957,measured
9041,0.328,0.3899176,0.6116336,7/14/19 22:15,0.111556957,8.2732672,4.31201688,interpolated,2.033390409,0.111556957,measured
9042,0.325,0.3869275,0.6086435,7/14/19 22:30,0.104566047,8.267287,4.290936675,interpolated,2.022474554,0.104566047,measured
9043,0.326,0.3879242,0.6096402,7/14/19 22:45,0.106850032,8.2692804,4.29796341,interpolated,2.026112134,0.106850032,measured
9044,0.329,0.3909143,0.6126303,7/14/19 23:00,0.113981611,8.2752606,4.319043615,interpolated,2.037031104,0.113981611,measured
9045,0.326,0.3879242,0.6096402,7/14/19 23:15,0.106850032,8.2692804,4.29796341,interpolated,2.026112134,0.106850032,measured
9046,0.326,0.3879242,0.6096402,7/14/19 23:30,0.106850032,8.2692804,4.29796341,interpolated,2.026112134,0.106850032,measured
9047,0.327,0.3889209,0.6106369,7/14/19 23:45,0.109180052,8.2712738,4.304990145,interpolated,2.029750753,0.109180052,measured
9048,0.328,0.3899176,0.6116336,7/15/19 0:00,0.111556957,8.2732672,4.31201688,interpolated,2.033390409,0.111556957,measured
9049,0.329,0.3909143,0.6126303,7/15/19 0:15,0.113981611,8.2752606,4.319043615,interpolated,2.037031104,0.113981611,measured
9050,0.329,0.3909143,0.6126303,7/15/19 0:30,0.113981611,8.2752606,4.319043615,interpolated,2.037031104,0.113981611,measured
9051,0.326,0.3879242,0.6096402,7/15/19 0:45,0.106850032,8.2692804,4.29796341,interpolated,2.026112134,0.106850032,measured
9052,0.328,0.3899176,0.6116336,7/15/19 1:00,0.111556957,8.2732672,4.31201688,interpolated,2.033390409,0.111556957,measured
9053,0.329,0.3909143,0.6126303,7/15/19 1:15,0.113981611,8.2752606,4.319043615,interpolated,2.037031104,0.113981611,measured
9054,0.33,0.391911,0.613627,7/15/19 1:30,0.116454893,8.277254,4.32607035,interpolated,2.040672838,0.116454893,measured
9055,0.331,0.3929077,0.6146237,7/15/19 1:45,0.118977698,8.2792474,4.333097085,interpolated,2.044315609,0.118977698,measured
