Date,reach,var,term,estimate,std.error,statistic,p.value,sig_or_not,r.squared,adj.r.squared
8/14/19,lower,DOP,dist_cum_m,-0,0,-2.3260933362479776,0.0675,not_sig,0.52,0.42
8/14/19,lower,TN_TP,dist_cum_m,0.0029,0.0013,2.2945897573322998,0.0702,not_sig,0.51,0.42
8/14/19,lower,DIN_SRP,dist_cum_m,0.0301,0.0295,1.0219327244458227,0.3537,not_sig,0.17,0.01
8/14/19,lower,DOC_TN,dist_cum_m,-2e-4,2e-4,-0.870186712532342,0.424,not_sig,0.13,-0.04
8/14/19,lower,DOC_TP,dist_cum_m,0.0123,0.0169,0.7288721306458578,0.4988,not_sig,0.1,-0.08
8/14/19,lower,DOC_DIN,dist_cum_m,-6e-4,3e-4,-1.9756788681396296,0.1052,not_sig,0.44,0.33
8/14/19,lower,DOC_SRP,dist_cum_m,0.2858,0.4003,0.7141153784892385,0.5071,not_sig,0.09,-0.09
10/21/19,upper,temp_c,dist_cum_m,1e-4,0,13.432993812251814,0,sig,0.65,0.64
10/21/19,upper,do_per,dist_cum_m,-4e-4,0,-25.81680095556296,0,sig,0.87,0.87
10/21/19,upper,do_mgl,dist_cum_m,-1e-4,0,-27.167452984627865,0,sig,0.88,0.88
10/21/19,upper,spc_uscm,dist_cum_m,-1e-4,0,-3.138898577653295,0.0022,sig,0.09,0.08
10/21/19,upper,tds_mgl,dist_cum_m,-0,0,-1.3970243194517213,0.1656,not_sig,0.02,0.01
10/21/19,upper,ph,dist_cum_m,-0,0,-12.809362083759526,0,sig,0.63,0.62
10/21/19,upper,chla_ugl,dist_cum_m,0,0,1.801270543631436,0.0747,not_sig,0.03,0.02
10/21/19,upper,fdom_qsu,dist_cum_m,-4e-4,0,-12.848188649387586,0,sig,0.63,0.62
10/21/19,upper,scan_NO3_mgNL,dist_cum_m,0,0,0.6561275477840638,0.5139,not_sig,0.01,-0.01
10/21/19,upper,scan_DOC_mgCL,dist_cum_m,-0,0,-9.082242595318236,0,sig,0.54,0.54
10/21/19,upper,NO3_UM,dist_cum_m,2e-4,0,7.729471787678315,0,sig,0.76,0.75
10/21/19,upper,NH4_UM,dist_cum_m,0,0,2.2499691146698737,0.0365,sig,0.21,0.17
10/21/19,upper,PO4_UM,dist_cum_m,0,0,2.099918804360305,0.0493,sig,0.19,0.15
10/21/19,upper,NO3_mgNL,dist_cum_m,0,0,8.056213549562367,0,sig,0.77,0.76
10/21/19,upper,NH4_mgNL,dist_cum_m,0,0,2.2431740781931566,0.037,sig,0.21,0.17
10/21/19,upper,PO4_mgPL,dist_cum_m,0,0,1.819130092624313,0.0847,not_sig,0.15,0.1
10/21/19,upper,TDN_UM,dist_cum_m,-0,1e-4,-0.0103940963357477,0.9918,not_sig,0,-0.05
10/21/19,upper,TDN_mgNL,dist_cum_m,-0,0,-0.010394088079710814,0.9918,not_sig,0,-0.05
10/21/19,upper,TDP_UM,dist_cum_m,0,0,1.3874624467660317,0.1814,not_sig,0.09,0.04
10/21/19,upper,TDP_mgPL,dist_cum_m,0,0,1.3874624467660341,0.1814,not_sig,0.09,0.04
10/21/19,upper,TN_UM,dist_cum_m,-2e-4,1e-4,-2.0304307375606165,0.0565,not_sig,0.18,0.14
10/21/19,upper,TN_mgNL,dist_cum_m,-0,0,-2.0304307699802755,0.0565,not_sig,0.18,0.14
10/21/19,upper,TP_UM,dist_cum_m,-0,0,-0.45670197037518556,0.6531,not_sig,0.01,-0.04
10/21/19,upper,TP_mgPL,dist_cum_m,-0,0,-0.45670197037516747,0.6531,not_sig,0.01,-0.04
10/21/19,upper,tss_mgL,dist_cum_m,2e-4,1e-4,2.514392091131685,0.0211,sig,0.25,0.21
10/21/19,upper,NPOC_mgCL,dist_cum_m,0,0,2.2746878126152072,0.0354,sig,0.22,0.18
10/21/19,upper,Al_ppb_0.45,dist_cum_m,-4e-4,1e-4,-3.883295474614738,0.001,sig,0.44,0.41
10/21/19,upper,Si_ppb_0.45,dist_cum_m,-0.005,0.0054,-0.9319408750031825,0.3631,not_sig,0.04,-0.01
10/21/19,upper,P_ppb_0.45,dist_cum_m,-1e-4,1e-4,-1.6029353934201844,0.1254,not_sig,0.12,0.07
10/21/19,upper,Mn_ppb_0.45,dist_cum_m,5e-4,3e-4,1.9899010610002819,0.0612,not_sig,0.17,0.13
10/21/19,upper,Fe_ppb_0.45,dist_cum_m,0.0025,0.001,2.585471112091269,0.0181,sig,0.26,0.22
10/21/19,upper,PN,dist_cum_m,-0,0,-1.3030038292094162,0.2081,not_sig,0.08,0.03
10/21/19,upper,DON,dist_cum_m,-0,0,-2.024878854475759,0.0572,not_sig,0.18,0.13
10/21/19,upper,PP,dist_cum_m,-0,0,-1.2903862835632365,0.2124,not_sig,0.08,0.03
10/21/19,upper,DOP,dist_cum_m,-0,0,-0.12663708232403081,0.9006,not_sig,0,-0.05
10/21/19,upper,TN_TP,dist_cum_m,-1e-4,2e-4,-0.5229810128101583,0.607,not_sig,0.01,-0.04
10/21/19,upper,DIN_SRP,dist_cum_m,-0.0022,0.0014,-1.5005664141389217,0.1499,not_sig,0.11,0.06
10/21/19,upper,DOC_TN,dist_cum_m,1e-4,0,3.0733314337622133,0.0066,sig,0.34,0.31
10/21/19,upper,DOC_TP,dist_cum_m,0.0038,0.0021,1.7753417584638869,0.0928,not_sig,0.15,0.1
10/21/19,upper,DOC_DIN,dist_cum_m,-1e-4,1e-4,-1.9756054848851607,0.0637,not_sig,0.18,0.13
10/21/19,upper,DOC_SRP,dist_cum_m,-0.0639,0.0398,-1.606422998747174,0.1256,not_sig,0.13,0.08
10/21/19,lower,temp_c,dist_cum_m,1e-4,0,1.926230920107005,0.0651,not_sig,0.12,0.09
10/21/19,lower,do_per,dist_cum_m,-1e-4,1e-4,-1.5616733069406676,0.1305,not_sig,0.09,0.05
10/21/19,lower,do_mgl,dist_cum_m,-0,0,-6.066928586349108,0,sig,0.59,0.57
10/21/19,lower,spc_uscm,dist_cum_m,0,0,0.37491266082775554,0.7108,not_sig,0.01,-0.03
10/21/19,lower,tds_mgl,dist_cum_m,0,0,1.765674064579471,0.0892,not_sig,0.55,0.54
10/21/19,lower,ph,dist_cum_m,0,0,3.68173523390805,0.0011,sig,0.34,0.32
10/21/19,lower,chla_ugl,dist_cum_m,-0,0,-0.8785154730453982,0.3877,not_sig,0.03,-0.01
10/21/19,lower,fdom_qsu,dist_cum_m,-3e-4,1e-4,-2.2864419127834807,0.0306,sig,0.17,0.14
10/21/19,lower,scan_NO3_mgNL,dist_cum_m,0,0,1.5907626436167916,0.1242,not_sig,0.09,0.06
10/21/19,lower,scan_DOC_mgCL,dist_cum_m,-0,0,-1.3163182896319123,0.2,not_sig,0.06,0.03
10/21/19,lower,NO3_UM,dist_cum_m,-4e-4,1e-4,-3.8177086787529273,0.0124,sig,0.74,0.69
10/21/19,lower,NH4_UM,dist_cum_m,-0,1e-4,-0.6198228009437474,0.5625,not_sig,0.07,-0.11
10/21/19,lower,PO4_UM,dist_cum_m,0,0,0.39386174994502776,0.7099,not_sig,0.03,-0.16
10/21/19,lower,NO3_mgNL,dist_cum_m,-0,0,-3.8082874636685222,0.0125,sig,0.74,0.69
10/21/19,lower,NH4_mgNL,dist_cum_m,-0,0,-1.0313521124457246,0.3497,not_sig,0.18,0.01
10/21/19,lower,PO4_mgPL,dist_cum_m,0,0,0.4836969070839305,0.649,not_sig,0.04,-0.15
10/21/19,lower,TDN_UM,dist_cum_m,5e-4,2e-4,2.1423191745698706,0.0851,not_sig,0.48,0.37
10/21/19,lower,TDN_mgNL,dist_cum_m,0,0,2.1423193149840882,0.0851,not_sig,0.48,0.37
10/21/19,lower,TDP_UM,dist_cum_m,0,0,0.34231491909121464,0.746,not_sig,0.02,-0.17
10/21/19,lower,TDP_mgPL,dist_cum_m,0,0,0.3423149190912103,0.746,not_sig,0.02,-0.17
10/21/19,lower,TN_UM,dist_cum_m,-7e-4,6e-4,-1.1036004913779978,0.32,not_sig,0.2,0.04
10/21/19,lower,TN_mgNL,dist_cum_m,-0,0,-1.1036004816774483,0.32,not_sig,0.2,0.04
10/21/19,lower,TP_UM,dist_cum_m,-0,0,-0.7440056493368142,0.4903,not_sig,0.1,-0.08
10/21/19,lower,TP_mgPL,dist_cum_m,-0,0,-0.7440056493368191,0.4903,not_sig,0.1,-0.08
10/21/19,lower,tss_mgL,dist_cum_m,0,7e-4,0.06596505488764874,0.95,not_sig,0,-0.2
10/21/19,lower,NPOC_mgCL,dist_cum_m,1e-4,1e-4,0.9480516479359715,0.3866,not_sig,0.15,-0.02
10/21/19,lower,Al_ppb_0.45,dist_cum_m,-2e-4,5e-4,-0.41435655448775566,0.6958,not_sig,0.03,-0.16
10/21/19,lower,Si_ppb_0.45,dist_cum_m,-0.0138,0.0189,-0.7282153880258481,0.4991,not_sig,0.1,-0.08
10/21/19,lower,P_ppb_0.45,dist_cum_m,-1e-4,4e-4,-0.3187619502491457,0.7628,not_sig,0.02,-0.18
10/21/19,lower,Mn_ppb_0.45,dist_cum_m,3e-4,1e-4,2.545767496061017,0.0515,not_sig,0.56,0.48
10/21/19,lower,Fe_ppb_0.45,dist_cum_m,0.0014,0.0015,0.917023066369543,0.4012,not_sig,0.14,-0.03
10/21/19,lower,PN,dist_cum_m,-0,0,-1.5183739310001998,0.1894,not_sig,0.32,0.18
10/21/19,lower,DON,dist_cum_m,0,0,2.715701046073683,0.042,sig,0.6,0.52
10/21/19,lower,PP,dist_cum_m,-0,0,-1.280737847059048,0.2565,not_sig,0.25,0.1
10/21/19,lower,DOP,dist_cum_m,-0,0,-0.3039943181112388,0.7734,not_sig,0.02,-0.18
10/21/19,lower,TN_TP,dist_cum_m,1e-4,9e-4,0.12651740102789688,0.9043,not_sig,0,-0.2
10/21/19,lower,DIN_SRP,dist_cum_m,-0.0052,0.0105,-0.49529130762778806,0.6414,not_sig,0.05,-0.14
10/21/19,lower,DOC_TN,dist_cum_m,4e-4,2e-4,1.4876044229818755,0.197,not_sig,0.31,0.17
10/21/19,lower,DOC_TP,dist_cum_m,0.0131,0.0166,0.7930647076874026,0.4637,not_sig,0.11,-0.07
10/21/19,lower,DOC_DIN,dist_cum_m,0.001,3e-4,2.9614041453639244,0.0315,sig,0.64,0.56
10/21/19,lower,DOC_SRP,dist_cum_m,-0.0576,0.2735,-0.2105248870402571,0.8416,not_sig,0.01,-0.19
