"","hobo_stage","r_timestamp","offset","hobo_stage_int","corr_stage","HF_best_q"
"1",0.676,2019-03-22 12:00:00,0.1597,0.772668,0.612968,3.16102267435796
"2",0.674,2019-03-22 12:15:00,0.1597,0.771082,0.611382,3.14225594140206
"3",0.672,2019-03-22 12:30:00,0.1597,0.769496,0.609796,3.12355231241787
"4",0.679,2019-03-22 12:45:00,0.1597,0.775047,0.615347,3.18929120047237
"5",0.679,2019-03-22 13:00:00,0.1597,0.775047,0.615347,3.18929120047237
"6",0.673,2019-03-22 13:15:00,0.1597,0.770289,0.610589,3.13289624196719
"7",0.678,2019-03-22 13:30:00,0.1597,0.774254,0.614554,3.17985256008914
"8",0.683,2019-03-22 13:45:00,0.1597,0.778219,0.618519,3.22720388728472
"9",0.676,2019-03-22 14:00:00,0.1597,0.772668,0.612968,3.16102267435796
"10",0.683,2019-03-22 14:15:00,0.1597,0.778219,0.618519,3.22720388728472
"11",0.685,2019-03-22 14:30:00,0.1597,0.779805,0.620105,3.24625519078306
"12",0.688,2019-03-22 14:45:00,0.1597,0.782184,0.622484,3.27495098232483
"13",0.687,2019-03-22 15:00:00,0.1597,0.781391,0.621691,3.26536986558295
"14",0.692,2019-03-22 15:15:00,0.1597,0.785356,0.625656,3.3134341189243
"15",0.692,2019-03-22 15:30:00,0.1597,0.785356,0.625656,3.3134341189243
"16",0.689,2019-03-22 15:45:00,0.1597,0.782977,0.623277,3.2845479600059
"17",0.692,2019-03-22 16:00:00,0.1597,0.785356,0.625656,3.3134341189243
"18",0.698,2019-03-22 16:15:00,0.1597,0.790114,0.630414,3.37163549403384
"19",0.702,2019-03-22 16:30:00,0.1597,0.793286,0.633586,3.41075475016477
"20",0.704,2019-03-22 16:45:00,0.1597,0.794872,0.635172,3.43041002334737
"21",0.708,2019-03-22 17:00:00,0.1597,0.798044,0.638344,3.46991209794095
"22",0.702,2019-03-22 17:15:00,0.1597,0.793286,0.633586,3.41075475016477
"23",0.711,2019-03-22 17:30:00,0.1597,0.800423,0.640723,3.49970642797391
"24",0.709,2019-03-22 17:45:00,0.1597,0.798837,0.639137,3.47982755292757
"25",0.706,2019-03-22 18:00:00,0.1597,0.796458,0.636758,3.45012912343429
"26",0.709,2019-03-22 18:15:00,0.1597,0.798837,0.639137,3.47982755292757
"27",0.704,2019-03-22 18:30:00,0.1597,0.794872,0.635172,3.43041002334737
"28",0.709,2019-03-22 18:45:00,0.1597,0.798837,0.639137,3.47982755292757
"29",0.703,2019-03-22 19:00:00,0.1597,0.794079,0.634379,3.420574411366
"30",0.703,2019-03-22 19:15:00,0.1597,0.794079,0.634379,3.420574411366
"31",0.701,2019-03-22 19:30:00,0.1597,0.792493,0.632793,3.40095103379124
"32",0.693,2019-03-22 19:45:00,0.1597,0.786149,0.626449,3.32309460057532
"33",0.703,2019-03-22 20:00:00,0.1597,0.794079,0.634379,3.420574411366
"34",0.703,2019-03-22 20:15:00,0.1597,0.794079,0.634379,3.420574411366
"35",0.698,2019-03-22 20:30:00,0.1597,0.790114,0.630414,3.37163549403384
"36",0.698,2019-03-22 20:45:00,0.1597,0.790114,0.630414,3.37163549403384
"37",0.695,2019-03-22 21:00:00,0.1597,0.787735,0.628035,3.34246324293424
"38",0.706,2019-03-22 21:15:00,0.1597,0.796458,0.636758,3.45012912343429
"39",0.701,2019-03-22 21:30:00,0.1597,0.792493,0.632793,3.40095103379124
"40",0.695,2019-03-22 21:45:00,0.1597,0.787735,0.628035,3.34246324293424
"41",0.696,2019-03-22 22:00:00,0.1597,0.788528,0.628828,3.35217141563665
"42",0.687,2019-03-22 22:15:00,0.1597,0.781391,0.621691,3.26536986558295
"43",0.682,2019-03-22 22:30:00,0.1597,0.777426,0.617726,3.21770198464944
"44",0.681,2019-03-22 22:45:00,0.1597,0.776633,0.616933,3.20821590667965
"45",0.676,2019-03-22 23:00:00,0.1597,0.772668,0.612968,3.16102267435796
"46",0.682,2019-03-22 23:15:00,0.1597,0.777426,0.617726,3.21770198464944
"47",0.676,2019-03-22 23:30:00,0.1597,0.772668,0.612968,3.16102267435796
"48",0.672,2019-03-22 23:45:00,0.1597,0.769496,0.609796,3.12355231241787
"49",0.669,2019-03-23 00:00:00,0.1597,0.767117,0.607417,3.09561508191186
"50",0.667,2019-03-23 00:15:00,0.1597,0.765531,0.605831,3.07706899875693
"51",0.666,2019-03-23 00:30:00,0.1597,0.764738,0.605038,3.06781955992396
"52",0.661,2019-03-23 00:45:00,0.1597,0.760773,0.601073,3.02180814711342
"53",0.659,2019-03-23 01:00:00,0.1597,0.759187,0.599487,3.00351349818073
"54",0.661,2019-03-23 01:15:00,0.1597,0.760773,0.601073,3.02180814711342
"55",0.654,2019-03-23 01:30:00,0.1597,0.755222,0.595522,2.95805123337586
"56",0.649,2019-03-23 01:45:00,0.1597,0.751257,0.591557,2.91298028694379
"57",0.651,2019-03-23 02:00:00,0.1597,0.752843,0.593143,2.93096175710399
"58",0.652,2019-03-23 02:15:00,0.1597,0.753636,0.593936,2.9399759401562
"59",0.644,2019-03-23 02:30:00,0.1597,0.747292,0.587592,2.86829987960419
"60",0.644,2019-03-23 02:45:00,0.1597,0.747292,0.587592,2.86829987960419
"61",0.643,2019-03-23 03:00:00,0.1597,0.746499,0.586799,2.85941059399256
"62",0.643,2019-03-23 03:15:00,0.1597,0.746499,0.586799,2.85941059399256
"63",0.632,2019-03-23 03:30:00,0.1597,0.737776,0.578076,2.76265560850246
"64",0.632,2019-03-23 03:45:00,0.1597,0.737776,0.578076,2.76265560850246
"65",0.627,2019-03-23 04:00:00,0.1597,0.733811,0.574111,2.71929715525921
"66",0.631,2019-03-23 04:15:00,0.1597,0.736983,0.577283,2.75395291431831
"67",0.624,2019-03-23 04:30:00,0.1597,0.731432,0.571732,2.69346792610361
"68",0.625,2019-03-23 04:45:00,0.1597,0.732225,0.572525,2.70206219714644
"69",0.62,2019-03-23 05:00:00,0.1597,0.72826,0.56856,2.65924541268678
"70",0.617,2019-03-23 05:15:00,0.1597,0.725881,0.566181,2.63374064727585
"71",0.614,2019-03-23 05:30:00,0.1597,0.723502,0.563802,2.6083746485757
"72",0.609,2019-03-23 05:45:00,0.1597,0.719537,0.559837,2.56640588104655
"73",0.606,2019-03-23 06:00:00,0.1597,0.717158,0.557458,2.54140907362926
"74",0.602,2019-03-23 06:15:00,0.1597,0.713986,0.554286,2.50829482817059
"75",0.597,2019-03-23 06:30:00,0.1597,0.710021,0.550321,2.46724669782332
"76",0.597,2019-03-23 06:45:00,0.1597,0.710021,0.550321,2.46724669782332
"77",0.598,2019-03-23 07:00:00,0.1597,0.710814,0.551114,2.47542572091188
"78",0.589,2019-03-23 07:15:00,0.1597,0.703677,0.543977,2.40236434073296
"79",0.593,2019-03-23 07:30:00,0.1597,0.706849,0.547149,2.43468342325853
"80",0.588,2019-03-23 07:45:00,0.1597,0.702884,0.543184,2.39432267554061
"81",0.595,2019-03-23 08:00:00,0.1597,0.708435,0.548735,2.4509345101473
"82",0.59,2019-03-23 08:15:00,0.1597,0.70447,0.54477,2.41042124148018
"83",0.595,2019-03-23 08:30:00,0.1597,0.708435,0.548735,2.4509345101473
"84",0.59,2019-03-23 08:45:00,0.1597,0.70447,0.54477,2.41042124148018
"85",0.588,2019-03-23 09:00:00,0.1597,0.702884,0.543184,2.39432267554061
"86",0.59,2019-03-23 09:15:00,0.1597,0.70447,0.54477,2.41042124148018
"87",0.587,2019-03-23 09:30:00,0.1597,0.702091,0.542391,2.38629623927226
"88",0.591,2019-03-23 09:45:00,0.1597,0.705263,0.545563,2.41849338440641
"89",0.586,2019-03-23 10:00:00,0.1597,0.701298,0.541598,2.3782850252902
"90",0.581,2019-03-23 10:15:00,0.1597,0.697333,0.537633,2.3384570568775
"91",0.587,2019-03-23 10:30:00,0.1597,0.702091,0.542391,2.38629623927226
"92",0.588,2019-03-23 10:45:00,0.1597,0.702884,0.543184,2.39432267554061
"93",0.588,2019-03-23 11:00:00,0.1597,0.702884,0.543184,2.39432267554061
"94",0.584,2019-03-23 11:15:00,0.1597,0.699712,0.540012,2.36230823760016
"95",0.585,2019-03-23 11:30:00,0.1597,0.700505,0.540805,2.37028902694995
"96",0.588,2019-03-23 11:45:00,0.1597,0.702884,0.543184,2.39432267554061
"97",0.586,2019-03-23 12:00:00,0.1597,0.701298,0.541598,2.3782850252902
"98",0.588,2019-03-23 12:15:00,0.1597,0.702884,0.543184,2.39432267554061
"99",0.586,2019-03-23 12:30:00,0.1597,0.701298,0.541598,2.3782850252902
"100",0.587,2019-03-23 12:45:00,0.1597,0.702091,0.542391,2.38629623927226
"101",0.591,2019-03-23 13:00:00,0.1597,0.705263,0.545563,2.41849338440641
"102",0.59,2019-03-23 13:15:00,0.1597,0.70447,0.54477,2.41042124148018
"103",0.591,2019-03-23 13:30:00,0.1597,0.705263,0.545563,2.41849338440641
"104",0.591,2019-03-23 13:45:00,0.1597,0.705263,0.545563,2.41849338440641
"105",0.59,2019-03-23 14:00:00,0.1597,0.70447,0.54477,2.41042124148018
"106",0.591,2019-03-23 14:15:00,0.1597,0.705263,0.545563,2.41849338440641
"107",0.596,2019-03-23 14:30:00,0.1597,0.709228,0.549528,2.45908296309417
"108",0.595,2019-03-23 14:45:00,0.1597,0.708435,0.548735,2.4509345101473
"109",0.597,2019-03-23 15:00:00,0.1597,0.710021,0.550321,2.46724669782332
"110",0.598,2019-03-23 15:15:00,0.1597,0.710814,0.551114,2.47542572091188
"111",0.598,2019-03-23 15:30:00,0.1597,0.710814,0.551114,2.47542572091188
"112",0.595,2019-03-23 15:45:00,0.1597,0.708435,0.548735,2.4509345101473
"113",0.603,2019-03-23 16:00:00,0.1597,0.714779,0.555079,2.51655039148114
"114",0.604,2019-03-23 16:15:00,0.1597,0.715572,0.555872,2.52482128247489
"115",0.604,2019-03-23 16:30:00,0.1597,0.715572,0.555872,2.52482128247489
"116",0.603,2019-03-23 16:45:00,0.1597,0.714779,0.555079,2.51655039148114
"117",0.606,2019-03-23 17:00:00,0.1597,0.717158,0.557458,2.54140907362926
"118",0.605,2019-03-23 17:15:00,0.1597,0.716365,0.556665,2.53310750768279
"119",0.609,2019-03-23 17:30:00,0.1597,0.719537,0.559837,2.56640588104655
"120",0.613,2019-03-23 17:45:00,0.1597,0.722709,0.563009,2.59995012262056
"121",0.617,2019-03-23 18:00:00,0.1597,0.725881,0.566181,2.63374064727585
"122",0.619,2019-03-23 18:15:00,0.1597,0.727467,0.567767,2.65072839495821
"123",0.621,2019-03-23 18:30:00,0.1597,0.729053,0.569353,2.66777786824675
"124",0.622,2019-03-23 18:45:00,0.1597,0.729846,0.570146,2.67632576806011
"125",0.624,2019-03-23 19:00:00,0.1597,0.731432,0.571732,2.69346792610361
"126",0.626,2019-03-23 19:15:00,0.1597,0.733018,0.573318,2.71067193806805
"127",0.627,2019-03-23 19:30:00,0.1597,0.733811,0.574111,2.71929715525921
"128",0.632,2019-03-23 19:45:00,0.1597,0.737776,0.578076,2.76265560850246
"129",0.637,2019-03-23 20:00:00,0.1597,0.741741,0.582041,2.80640192355383
"130",0.633,2019-03-23 20:15:00,0.1597,0.738569,0.578869,2.77137381717116
"131",0.64,2019-03-23 20:30:00,0.1597,0.74412,0.58442,2.83283621585872
"132",0.647,2019-03-23 20:45:00,0.1597,0.749671,0.589971,2.89506130307952
"133",0.644,2019-03-23 21:00:00,0.1597,0.747292,0.587592,2.86829987960419
"134",0.644,2019-03-23 21:15:00,0.1597,0.747292,0.587592,2.86829987960419
"135",0.647,2019-03-23 21:30:00,0.1597,0.749671,0.589971,2.89506130307952
"136",0.656,2019-03-23 21:45:00,0.1597,0.756808,0.597108,2.97618913757585
"137",0.651,2019-03-23 22:00:00,0.1597,0.752843,0.593143,2.93096175710399
"138",0.651,2019-03-23 22:15:00,0.1597,0.752843,0.593143,2.93096175710399
"139",0.647,2019-03-23 22:30:00,0.1597,0.749671,0.589971,2.89506130307952
"140",0.65,2019-03-23 22:45:00,0.1597,0.75205,0.59235,2.9219632081132
"141",0.65,2019-03-23 23:00:00,0.1597,0.75205,0.59235,2.9219632081132
"142",0.652,2019-03-23 23:15:00,0.1597,0.753636,0.593936,2.9399759401562
"143",0.647,2019-03-23 23:30:00,0.1597,0.749671,0.589971,2.89506130307952
"144",0.649,2019-03-23 23:45:00,0.1597,0.751257,0.591557,2.91298028694379
"145",0.645,2019-03-24 00:00:00,0.1597,0.748085,0.588385,2.87720475547325
"146",0.643,2019-03-24 00:15:00,0.1597,0.746499,0.586799,2.85941059399256
"147",0.644,2019-03-24 00:30:00,0.1597,0.747292,0.587592,2.86829987960419
"148",0.643,2019-03-24 00:45:00,0.1597,0.746499,0.586799,2.85941059399256
"149",0.641,2019-03-24 01:00:00,0.1597,0.744913,0.585213,2.84167876841015
"150",0.638,2019-03-24 01:15:00,0.1597,0.742534,0.582834,2.81519779973886
"151",0.635,2019-03-24 01:30:00,0.1597,0.740155,0.580455,2.78885680334686
"152",0.635,2019-03-24 01:45:00,0.1597,0.740155,0.580455,2.78885680334686
"153",0.634,2019-03-24 02:00:00,0.1597,0.739362,0.579662,2.78010754667209
"154",0.632,2019-03-24 02:15:00,0.1597,0.737776,0.578076,2.76265560850246
"155",0.635,2019-03-24 02:30:00,0.1597,0.740155,0.580455,2.78885680334686
"156",0.632,2019-03-24 02:45:00,0.1597,0.737776,0.578076,2.76265560850246
"157",0.632,2019-03-24 03:00:00,0.1597,0.737776,0.578076,2.76265560850246
"158",0.63,2019-03-24 03:15:00,0.1597,0.73619,0.57649,2.74526572826491
"159",0.628,2019-03-24 03:30:00,0.1597,0.734604,0.574904,2.72793785510451
"160",0.625,2019-03-24 03:45:00,0.1597,0.732225,0.572525,2.70206219714644
"161",0.624,2019-03-24 04:00:00,0.1597,0.731432,0.571732,2.69346792610361
"162",0.623,2019-03-24 04:15:00,0.1597,0.730639,0.570939,2.68488911854258
"163",0.621,2019-03-24 04:30:00,0.1597,0.729053,0.569353,2.66777786824675
"164",0.622,2019-03-24 04:45:00,0.1597,0.729846,0.570146,2.67632576806011
"165",0.625,2019-03-24 05:00:00,0.1597,0.732225,0.572525,2.70206219714644
"166",0.625,2019-03-24 05:15:00,0.1597,0.732225,0.572525,2.70206219714644
"167",0.622,2019-03-24 05:30:00,0.1597,0.729846,0.570146,2.67632576806011
"168",0.622,2019-03-24 05:45:00,0.1597,0.729846,0.570146,2.67632576806011
"169",0.624,2019-03-24 06:00:00,0.1597,0.731432,0.571732,2.69346792610361
"170",0.624,2019-03-24 06:15:00,0.1597,0.731432,0.571732,2.69346792610361
"171",0.621,2019-03-24 06:30:00,0.1597,0.729053,0.569353,2.66777786824675
"172",0.624,2019-03-24 06:45:00,0.1597,0.731432,0.571732,2.69346792610361
"173",0.618,2019-03-24 07:00:00,0.1597,0.726674,0.566974,2.64222680863276
"174",0.624,2019-03-24 07:15:00,0.1597,0.731432,0.571732,2.69346792610361
"175",0.624,2019-03-24 07:30:00,0.1597,0.731432,0.571732,2.69346792610361
"176",0.625,2019-03-24 07:45:00,0.1597,0.732225,0.572525,2.70206219714644
"177",0.624,2019-03-24 08:00:00,0.1597,0.731432,0.571732,2.69346792610361
"178",0.626,2019-03-24 08:15:00,0.1597,0.733018,0.573318,2.71067193806805
"179",0.625,2019-03-24 08:30:00,0.1597,0.732225,0.572525,2.70206219714644
"180",0.628,2019-03-24 08:45:00,0.1597,0.734604,0.574904,2.72793785510451
"181",0.628,2019-03-24 09:00:00,0.1597,0.734604,0.574904,2.72793785510451
"182",0.629,2019-03-24 09:15:00,0.1597,0.735397,0.575697,2.73659404398234
"183",0.629,2019-03-24 09:30:00,0.1597,0.735397,0.575697,2.73659404398234
"184",0.627,2019-03-24 09:45:00,0.1597,0.733811,0.574111,2.71929715525921
"185",0.629,2019-03-24 10:00:00,0.1597,0.735397,0.575697,2.73659404398234
"186",0.631,2019-03-24 10:15:00,0.1597,0.736983,0.577283,2.75395291431831
"187",0.628,2019-03-24 10:30:00,0.1597,0.734604,0.574904,2.72793785510451
"188",0.631,2019-03-24 10:45:00,0.1597,0.736983,0.577283,2.75395291431831
"189",0.636,2019-03-24 11:00:00,0.1597,0.740948,0.581248,2.79762159353095
"190",0.627,2019-03-24 11:15:00,0.1597,0.733811,0.574111,2.71929715525921
"191",0.629,2019-03-24 11:30:00,0.1597,0.735397,0.575697,2.73659404398234
"192",0.633,2019-03-24 11:45:00,0.1597,0.738569,0.578869,2.77137381717116
"193",0.612,2019-03-24 12:00:00,0.1597,0.721916,0.562216,2.591540989366
"194",0.59,2019-03-24 12:15:00,0.1597,0.70447,0.54477,2.41042124148018
"195",0.582,2019-03-24 12:30:00,0.1597,0.698126,0.538426,2.34639225923242
"196",0.582,2019-03-24 12:45:00,0.1597,0.698126,0.538426,2.34639225923242
"197",0.583,2019-03-24 13:00:00,0.1597,0.698919,0.539219,2.35434265058266
"198",0.589,2019-03-24 13:15:00,0.1597,0.703677,0.543977,2.40236434073296
"199",0.59,2019-03-24 13:30:00,0.1597,0.70447,0.54477,2.41042124148018
"200",0.591,2019-03-24 13:45:00,0.1597,0.705263,0.545563,2.41849338440641
"201",0.592,2019-03-24 14:00:00,0.1597,0.706056,0.546356,2.42658077612899
"202",0.592,2019-03-24 14:15:00,0.1597,0.706056,0.546356,2.42658077612899
"203",0.594,2019-03-24 14:30:00,0.1597,0.707642,0.547942,2.44280133239891
"204",0.6,2019-03-24 14:45:00,0.1597,0.7124,0.5527,2.49182965844255
"205",0.604,2019-03-24 15:00:00,0.1597,0.715572,0.555872,2.52482128247489
"206",0.607,2019-03-24 15:15:00,0.1597,0.717951,0.558251,2.54972598683219
"207",0.617,2019-03-24 15:30:00,0.1597,0.725881,0.566181,2.63374064727585
"208",0.616,2019-03-24 15:45:00,0.1597,0.725088,0.565388,2.62526990444658
"209",0.623,2019-03-24 16:00:00,0.1597,0.730639,0.570939,2.68488911854258
"210",0.623,2019-03-24 16:15:00,0.1597,0.730639,0.570939,2.68488911854258
"211",0.628,2019-03-24 16:30:00,0.1597,0.734604,0.574904,2.72793785510451
"212",0.63,2019-03-24 16:45:00,0.1597,0.73619,0.57649,2.74526572826491
"213",0.633,2019-03-24 17:00:00,0.1597,0.738569,0.578869,2.77137381717116
"214",0.628,2019-03-24 17:15:00,0.1597,0.734604,0.574904,2.72793785510451
"215",0.63,2019-03-24 17:30:00,0.1597,0.73619,0.57649,2.74526572826491
"216",0.631,2019-03-24 17:45:00,0.1597,0.736983,0.577283,2.75395291431831
"217",0.628,2019-03-24 18:00:00,0.1597,0.734604,0.574904,2.72793785510451
"218",0.629,2019-03-24 18:15:00,0.1597,0.735397,0.575697,2.73659404398234
"219",0.631,2019-03-24 18:30:00,0.1597,0.736983,0.577283,2.75395291431831
"220",0.627,2019-03-24 18:45:00,0.1597,0.733811,0.574111,2.71929715525921
"221",0.625,2019-03-24 19:00:00,0.1597,0.732225,0.572525,2.70206219714644
"222",0.625,2019-03-24 19:15:00,0.1597,0.732225,0.572525,2.70206219714644
"223",0.622,2019-03-24 19:30:00,0.1597,0.729846,0.570146,2.67632576806011
"224",0.624,2019-03-24 19:45:00,0.1597,0.731432,0.571732,2.69346792610361
"225",0.622,2019-03-24 20:00:00,0.1597,0.729846,0.570146,2.67632576806011
"226",0.619,2019-03-24 20:15:00,0.1597,0.727467,0.567767,2.65072839495821
"227",0.62,2019-03-24 20:30:00,0.1597,0.72826,0.56856,2.65924541268678
"228",0.619,2019-03-24 20:45:00,0.1597,0.727467,0.567767,2.65072839495821
"229",0.616,2019-03-24 21:00:00,0.1597,0.725088,0.565388,2.62526990444658
"230",0.612,2019-03-24 21:15:00,0.1597,0.721916,0.562216,2.591540989366
"231",0.621,2019-03-24 21:30:00,0.1597,0.729053,0.569353,2.66777786824675
"232",0.615,2019-03-24 21:45:00,0.1597,0.724295,0.564595,2.61681457369772
"233",0.612,2019-03-24 22:00:00,0.1597,0.721916,0.562216,2.591540989366
"234",0.614,2019-03-24 22:15:00,0.1597,0.723502,0.563802,2.6083746485757
"235",0.614,2019-03-24 22:30:00,0.1597,0.723502,0.563802,2.6083746485757
"236",0.613,2019-03-24 22:45:00,0.1597,0.722709,0.563009,2.59995012262056
"237",0.617,2019-03-24 23:00:00,0.1597,0.725881,0.566181,2.63374064727585
"238",0.615,2019-03-24 23:15:00,0.1597,0.724295,0.564595,2.61681457369772
"239",0.615,2019-03-24 23:30:00,0.1597,0.724295,0.564595,2.61681457369772
"240",0.609,2019-03-24 23:45:00,0.1597,0.719537,0.559837,2.56640588104655
"241",0.612,2019-03-25 00:00:00,0.1597,0.721916,0.562216,2.591540989366
"242",0.611,2019-03-25 00:15:00,0.1597,0.721123,0.561423,2.58314724233929
"243",0.606,2019-03-25 00:30:00,0.1597,0.717158,0.557458,2.54140907362926
"244",0.609,2019-03-25 00:45:00,0.1597,0.719537,0.559837,2.56640588104655
"245",0.606,2019-03-25 01:00:00,0.1597,0.717158,0.557458,2.54140907362926
"246",0.605,2019-03-25 01:15:00,0.1597,0.716365,0.556665,2.53310750768279
"247",0.606,2019-03-25 01:30:00,0.1597,0.717158,0.557458,2.54140907362926
"248",0.606,2019-03-25 01:45:00,0.1597,0.717158,0.557458,2.54140907362926
"249",0.612,2019-03-25 02:00:00,0.1597,0.721916,0.562216,2.591540989366
"250",0.608,2019-03-25 02:15:00,0.1597,0.718744,0.559044,2.55805825380299
"251",0.612,2019-03-25 02:30:00,0.1597,0.721916,0.562216,2.591540989366
"252",0.609,2019-03-25 02:45:00,0.1597,0.719537,0.559837,2.56640588104655
"253",0.613,2019-03-25 03:00:00,0.1597,0.722709,0.563009,2.59995012262056
"254",0.617,2019-03-25 03:15:00,0.1597,0.725881,0.566181,2.63374064727585
"255",0.62,2019-03-25 03:30:00,0.1597,0.72826,0.56856,2.65924541268678
"256",0.618,2019-03-25 03:45:00,0.1597,0.726674,0.566974,2.64222680863276
"257",0.618,2019-03-25 04:00:00,0.1597,0.726674,0.566974,2.64222680863276
"258",0.617,2019-03-25 04:15:00,0.1597,0.725881,0.566181,2.63374064727585
"259",0.617,2019-03-25 04:30:00,0.1597,0.725881,0.566181,2.63374064727585
"260",0.618,2019-03-25 04:45:00,0.1597,0.726674,0.566974,2.64222680863276
"261",0.616,2019-03-25 05:00:00,0.1597,0.725088,0.565388,2.62526990444658
"262",0.614,2019-03-25 05:15:00,0.1597,0.723502,0.563802,2.6083746485757
"263",0.612,2019-03-25 05:30:00,0.1597,0.721916,0.562216,2.591540989366
"264",0.615,2019-03-25 05:45:00,0.1597,0.724295,0.564595,2.61681457369772
"265",0.614,2019-03-25 06:00:00,0.1597,0.723502,0.563802,2.6083746485757
"266",0.615,2019-03-25 06:15:00,0.1597,0.724295,0.564595,2.61681457369772
"267",0.613,2019-03-25 06:30:00,0.1597,0.722709,0.563009,2.59995012262056
"268",0.613,2019-03-25 06:45:00,0.1597,0.722709,0.563009,2.59995012262056
"269",0.608,2019-03-25 07:00:00,0.1597,0.718744,0.559044,2.55805825380299
"270",0.607,2019-03-25 07:15:00,0.1597,0.717951,0.558251,2.54972598683219
"271",0.607,2019-03-25 07:30:00,0.1597,0.717951,0.558251,2.54972598683219
"272",0.606,2019-03-25 07:45:00,0.1597,0.717158,0.557458,2.54140907362926
"273",0.602,2019-03-25 08:00:00,0.1597,0.713986,0.554286,2.50829482817059
"274",0.605,2019-03-25 08:15:00,0.1597,0.716365,0.556665,2.53310750768279
"275",0.602,2019-03-25 08:30:00,0.1597,0.713986,0.554286,2.50829482817059
"276",0.6,2019-03-25 08:45:00,0.1597,0.7124,0.5527,2.49182965844255
"277",0.598,2019-03-25 09:00:00,0.1597,0.710814,0.551114,2.47542572091188
"278",0.597,2019-03-25 09:15:00,0.1597,0.710021,0.550321,2.46724669782332
"279",0.599,2019-03-25 09:30:00,0.1597,0.711607,0.551907,2.48362003893034
"280",0.593,2019-03-25 09:45:00,0.1597,0.706849,0.547149,2.43468342325853
"281",0.596,2019-03-25 10:00:00,0.1597,0.709228,0.549528,2.45908296309417
"282",0.592,2019-03-25 10:15:00,0.1597,0.706056,0.546356,2.42658077612899
"283",0.598,2019-03-25 10:30:00,0.1597,0.710814,0.551114,2.47542572091188
"284",0.596,2019-03-25 10:45:00,0.1597,0.709228,0.549528,2.45908296309417
"285",0.606,2019-03-25 11:00:00,0.1597,0.717158,0.557458,2.54140907362926
"286",0.615,2019-03-25 11:15:00,0.1597,0.724295,0.564595,2.61681457369772
"287",0.608,2019-03-25 11:30:00,0.1597,0.718744,0.559044,2.55805825380299
"288",0.583,2019-03-25 11:45:00,0.1597,0.698919,0.539219,2.35434265058266
"289",0.567,2019-03-25 12:00:00,0.1597,0.686231,0.526531,2.22895531561779
"290",0.562,2019-03-25 12:15:00,0.1597,0.682266,0.522566,2.19056519667309
"291",0.562,2019-03-25 12:30:00,0.1597,0.682266,0.522566,2.19056519667309
"292",0.564,2019-03-25 12:45:00,0.1597,0.683852,0.524152,2.20587603434689
"293",0.571,2019-03-25 13:00:00,0.1597,0.689403,0.529703,2.25993895529456
"294",0.575,2019-03-25 13:15:00,0.1597,0.692575,0.532875,2.29116443715106
"295",0.58,2019-03-25 13:30:00,0.1597,0.69654,0.53684,2.3305370368391
"296",0.584,2019-03-25 13:45:00,0.1597,0.699712,0.540012,2.36230823760016
"297",0.589,2019-03-25 14:00:00,0.1597,0.703677,0.543977,2.40236434073296
"298",0.596,2019-03-25 14:15:00,0.1597,0.709228,0.549528,2.45908296309417
"299",0.601,2019-03-25 14:30:00,0.1597,0.713193,0.553493,2.50005458600575
"300",0.601,2019-03-25 14:45:00,0.1597,0.713193,0.553493,2.50005458600575
"301",0.611,2019-03-25 15:00:00,0.1597,0.721123,0.561423,2.58314724233929
"302",0.611,2019-03-25 15:15:00,0.1597,0.721123,0.561423,2.58314724233929
"303",0.617,2019-03-25 15:30:00,0.1597,0.725881,0.566181,2.63374064727585
"304",0.619,2019-03-25 15:45:00,0.1597,0.727467,0.567767,2.65072839495821
"305",0.623,2019-03-25 16:00:00,0.1597,0.730639,0.570939,2.68488911854258
"306",0.62,2019-03-25 16:15:00,0.1597,0.72826,0.56856,2.65924541268678
"307",0.624,2019-03-25 16:30:00,0.1597,0.731432,0.571732,2.69346792610361
"308",0.621,2019-03-25 16:45:00,0.1597,0.729053,0.569353,2.66777786824675
"309",0.618,2019-03-25 17:00:00,0.1597,0.726674,0.566974,2.64222680863276
"310",0.622,2019-03-25 17:15:00,0.1597,0.729846,0.570146,2.67632576806011
"311",0.621,2019-03-25 17:30:00,0.1597,0.729053,0.569353,2.66777786824675
"312",0.62,2019-03-25 17:45:00,0.1597,0.72826,0.56856,2.65924541268678
"313",0.624,2019-03-25 18:00:00,0.1597,0.731432,0.571732,2.69346792610361
"314",0.617,2019-03-25 18:15:00,0.1597,0.725881,0.566181,2.63374064727585
"315",0.615,2019-03-25 18:30:00,0.1597,0.724295,0.564595,2.61681457369772
"316",0.613,2019-03-25 18:45:00,0.1597,0.722709,0.563009,2.59995012262056
"317",0.615,2019-03-25 19:00:00,0.1597,0.724295,0.564595,2.61681457369772
"318",0.614,2019-03-25 19:15:00,0.1597,0.723502,0.563802,2.6083746485757
"319",0.612,2019-03-25 19:30:00,0.1597,0.721916,0.562216,2.591540989366
"320",0.611,2019-03-25 19:45:00,0.1597,0.721123,0.561423,2.58314724233929
"321",0.611,2019-03-25 20:00:00,0.1597,0.721123,0.561423,2.58314724233929
"322",0.606,2019-03-25 20:15:00,0.1597,0.717158,0.557458,2.54140907362926
"323",0.603,2019-03-25 20:30:00,0.1597,0.714779,0.555079,2.51655039148114
"324",0.605,2019-03-25 20:45:00,0.1597,0.716365,0.556665,2.53310750768279
