site,timestamp_chem,timestamp_spec,timestamp_q,timestamp_turb,q_cms,turb_exo2_FNU,SampleID,SampleID_diss,SampleID_TDN,SampleID_TN,type,DOC_mgL,DOC_runID,NO3_mgL,NH4_mgL,SRP_mgL,NO3_error,NH4_error,SRP_error,dissolved_runID,TDN_mgL,TDP_mgL,TDN_error,TDP_error,TDN_runID,TN_mgL,TP_mgL,TN_error,TP_error,TN_runID
Hungerford,3/30/19 23:00,3/30/19 22:58,3/30/19 23:00,3/30/19 23:02,5.213555324,140.56,RI19_0252,NA,NA,NA,isco,6.283,set3,1.356185754,0.783649629,0.08548824,0.00214027,0.004417808,2.04E-04,set4,2.678419016,0.134129014,0.004046515,2.28E-04,NA,3.008605551,0.401918624,0.006881639,4.43E-04,NA
Hungerford,3/31/19 1:00,3/31/19 0:58,3/31/19 1:00,3/31/19 1:02,5.326463576,117.52,RI19_0253,NA,NA,NA,isco,6.24325,set3,1.375599456,0.743869749,0.07635091,0.00214027,0.004417808,2.04E-04,set4,2.725006797,0.124265583,0.004046515,2.28E-04,NA,3.056873673,0.412325888,0.006881639,4.43E-04,NA
Hungerford,3/31/19 3:00,3/31/19 2:58,3/31/19 3:00,3/31/19 3:02,5.17622269,96.64,RI19_0254,NA,NA,NA,isco,6.03125,set3,1.295297325,0.687589623,0.072974744,0.00214027,0.004417808,2.04E-04,set4,2.624747048,0.121683044,0.004046515,2.28E-04,NA,2.919296919,0.387175,0.006881639,4.43E-04,NA
Hungerford,3/31/19 5:00,3/31/19 4:58,3/31/19 5:00,3/31/19 5:02,5.313850705,87.43,RI19_0255,NA,NA,NA,isco,6.06305,set3,1.317596469,0.683849754,0.065014426,0.00214027,0.004417808,2.04E-04,set4,2.593280737,0.109050383,0.004046515,2.28E-04,NA,2.859445008,0.341983934,0.006881639,4.43E-04,NA
Hungerford,3/31/19 7:00,3/31/19 6:58,3/31/19 7:00,3/31/19 7:02,5.427975194,94.67,RI19_0256,NA,NA,NA,isco,5.84575,set3,1.137592512,0.575925819,0.054576188,0.00214027,0.004417808,2.04E-04,set4,2.391808148,0.104756523,0.004046515,2.28E-04,NA,2.599517109,0.275916392,0.006881639,4.43E-04,NA
Hungerford,3/31/19 9:00,3/31/19 8:58,3/31/19 9:00,3/31/19 9:02,5.543471519,74.74,RI19_0257,NA,NA,NA,isco,5.76625,set3,1.265350359,0.556806264,0.05048762,0.00214027,0.004417808,2.04E-04,set4,2.33789435,0.095173126,0.004046515,2.28E-04,NA,2.544245487,0.293385728,0.006881639,4.43E-04,NA
Hungerford,3/31/19 11:00,3/31/19 10:58,3/31/19 11:00,3/31/19 11:02,5.844887174,132.72,RI19_0258,NA,NA,NA,isco,5.80865,set3,1.30713324,0.630707196,0.058293068,0.001136614,8.56E-05,1.89E-04,Hungerford_NN19_Dissolved.xlsx,2.004345672,0.091280378,0.007466589,5.83E-04,NA,2.505390069,0.30168676,0.006881639,4.43E-04,NA
Hungerford,3/31/19 13:00,3/31/19 12:58,3/31/19 13:00,3/31/19 13:02,7.397372817,318.65,RI19_0259,NA,NA,NA,isco,6.70435,set3,1.123935687,0.841456518,0.113643606,0.00214027,0.004417808,2.04E-04,set4,2.909892714,0.163345931,0.004046515,2.28E-04,NA,3.999824913,0.965242762,0.006881639,4.43E-04,NA
Hungerford,3/31/19 15:00,3/31/19 14:58,3/31/19 15:00,3/31/19 15:02,8.904180015,293.85,RI19_0260,NA,NA,NA,isco,7.09125,set3,1.221242316,1.049838657,0.106024002,0.00214027,0.004417808,2.04E-04,set4,3.126017338,0.180894749,0.004046515,2.28E-04,NA,4.18010901,0.866435702,0.006881639,4.43E-04,NA
Hungerford,3/31/19 17:00,3/31/19 16:58,3/31/19 17:00,3/31/19 17:02,8.937960271,354.35,RI19_0261,NA,NA,NA,isco,7.4172,set3,1.759783452,1.369436376,0.119126004,0.00214027,0.004417808,2.04E-04,set4,3.407734712,0.139667471,0.004046515,2.28E-04,NA,4.803518559,1.023659726,0.006881639,4.43E-04,NA
Hungerford,3/31/19 19:00,3/31/19 18:58,3/31/19 19:00,3/31/19 19:02,8.308454052,276.74,RI19_0262,NA,NA,NA,isco,6.8395,set3,1.273012188,0.933118326,0.08022266,0.00214027,0.004417808,2.04E-04,set4,2.408636649,0.106032236,0.004046515,2.28E-04,NA,5.667554361,1.71007454,0.006881639,4.43E-04,NA
Hungerford,3/31/19 21:00,3/31/19 20:58,3/31/19 21:00,3/31/19 21:02,7.488856689,157.9,RI19_0263,NA,NA,NA,isco,6.57185,set3,1.282845102,0.788257932,0.0603993,0.00214027,0.004417808,2.04E-04,set4,2.587192319,0.113562048,0.004046515,2.28E-04,NA,3.207476937,0.56078427,0.006881639,4.43E-04,NA
Hungerford,3/31/19 23:00,3/31/19 22:58,3/31/19 23:00,3/31/19 23:02,6.861762713,114.04,RI19_0264,NA,NA,NA,isco,6.1876,set3,1.261512441,0.553724724,0.052284112,0.00214027,0.004417808,2.04E-04,set4,2.381068063,0.094986436,0.004046515,2.28E-04,NA,2.975535024,0.499424776,0.006881639,4.43E-04,NA
Hungerford,4/1/19 1:00,4/1/19 0:58,4/1/19 1:00,4/1/19 1:02,5.634252828,89.32,RI19_0265,NA,NA,NA,isco,6.2353,set3,1.327177257,0.471741753,0.04196977,0.00214027,0.004417808,2.04E-04,set4,2.387654366,0.084314017,0.004046515,2.28E-04,NA,2.761942281,0.38423247,0.006881639,4.43E-04,NA
Hungerford,4/1/19 3:00,4/1/19 2:58,4/1/19 3:00,4/1/19 3:02,5.389781457,63.42,RI19_0266,NA,NA,NA,isco,5.95175,set3,1.416093693,0.504938343,0.037385618,0.00214027,0.004417808,2.04E-04,set4,2.325461458,0.068538749,0.004046515,2.28E-04,NA,3.317291817,0.478981936,0.006881639,4.43E-04,NA
Hungerford,4/1/19 14:31,4/1/19 14:28,4/1/19 14:30,4/1/19 14:32,3.996104888,44.74,RI19_0373,NA,NA,NA,grab,5.47475,set3,1.775373243,0.364476147,0.028589002,0.00214027,0.004417808,2.04E-04,set4,1.529301189,0.013527558,0.004046515,2.28E-04,NA,2.077070016,0.277186326,0.002026813,0.002515089,NA
Hungerford,4/1/19 14:31,4/1/19 14:28,4/1/19 14:30,4/1/19 14:32,3.996104888,44.74,NN19-006,NA,NA,NA,grab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3223949,0.12737998,0.006501318,5.53E-04,NA
Hungerford,4/11/19 16:30,4/11/19 16:28,4/11/19 16:15,4/11/19 16:32,NA,8.84,NN19-010,NA,NA,NA,grab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.382015762,0.04721444,0.006501318,5.53E-04,NA
Hungerford,4/14/19 14:11,4/14/19 14:13,4/14/19 14:15,4/14/19 14:17,1.946589065,6.1,RI19_0322,NA,NA,NA,grab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hungerford,4/14/19 15:00,4/14/19 14:58,4/14/19 15:00,4/14/19 15:02,1.975297067,5.8,RI19_0323,NA,NA,NA,isco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.508765756,0.065850724,0.006881639,4.43E-04,NA
Hungerford,4/14/19 15:00,4/14/19 14:58,4/14/19 15:00,4/14/19 15:02,1.975297067,5.8,RI19_0377,NA,NA,NA,grab,5.3396,set3,2.072083524,0.256986429,0.013411742,0.00214027,0.004417808,2.04E-04,set4,2.458154837,0.042744474,0.004046515,2.28E-04,NA,2.427665226,0.063837414,0.006881639,4.43E-04,NA
Hungerford,4/14/19 17:00,4/14/19 16:58,4/14/19 17:00,4/14/19 17:02,1.95374381,6.61,RI19_0324,NA,NA,NA,isco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.556795759,0.0696915,0.006881639,4.43E-04,NA
Hungerford,4/14/19 19:00,4/14/19 18:58,4/14/19 19:00,4/14/19 19:02,1.968097804,5.9,RI19_0325,NA,NA,NA,isco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.566208463,0.06086391,0.006881639,4.43E-04,NA
Hungerford,4/14/19 21:00,4/14/19 20:58,4/14/19 21:00,4/14/19 21:02,2.055470817,6.32,RI19_0326,NA,NA,NA,isco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.447947362,0.067740138,0.006881639,4.43E-04,NA
Hungerford,4/14/19 23:00,4/14/19 22:58,4/14/19 23:00,4/14/19 23:02,2.25217039,7.29,RI19_0327,NA,NA,NA,isco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.517211977,0.099023878,0.006881639,4.43E-04,NA
Hungerford,4/15/19 1:00,4/15/19 0:58,4/15/19 1:00,4/15/19 1:02,2.483620039,10,RI19_0328,NA,NA,NA,isco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.846166372,0.107231988,0.006881639,4.43E-04,NA
Hungerford,4/15/19 3:00,4/15/19 2:58,4/15/19 3:00,4/15/19 3:02,2.616814574,14.98,RI19_0329,NA,NA,NA,isco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.106822635,0.13829891,0.006881639,4.43E-04,NA
Hungerford,4/15/19 5:00,4/15/19 4:58,4/15/19 5:00,4/15/19 5:02,2.753952914,15.61,RI19_0330,NA,NA,NA,isco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.09162504,0.149015914,0.006881639,4.43E-04,NA
Hungerford,4/15/19 7:00,4/15/19 6:58,4/15/19 7:00,4/15/19 7:02,3.352171416,21.45,RI19_0331,NA,NA,NA,isco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.710440293,0.184574066,0.006881639,4.43E-04,NA
Hungerford,4/15/19 9:00,4/15/19 8:58,4/15/19 9:00,4/15/19 9:02,3.732924809,115.72,RI19_0332,NA,NA,NA,isco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.650826501,0.371161442,0.006881639,4.43E-04,NA
Hungerford,4/15/19 11:00,4/15/19 10:58,4/15/19 11:00,4/15/19 11:02,3.795165066,54.29,RI19_0333,NA,NA,NA,isco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.099104778,0.275637626,0.006881639,4.43E-04,NA
Hungerford,4/15/19 13:00,4/15/19 12:58,4/15/19 13:00,4/15/19 13:02,3.529644742,45.32,RI19_0334,NA,NA,NA,isco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.483092676,0.253769982,0.006881639,4.43E-04,NA
Hungerford,4/15/19 15:00,4/15/19 14:58,4/15/19 15:00,4/15/19 15:02,3.342463243,40.45,RI19_0335,NA,NA,NA,isco,8.03465,set3,2.318046444,0.369588702,0.063465726,0.002395197,0.011373684,3.72E-04,set5,3.492918938,0.106929453,0.014493862,0.001197372,NA,16.51334255,0.911440924,0.006881639,4.43E-04,NA
Hungerford,4/15/19 17:00,4/15/19 16:58,4/15/19 17:00,4/15/19 17:02,3.294160805,35.31,RI19_0336,NA,NA,NA,isco,8.22545,set3,2.31899892,0.30577281,0.05606294,0.002395197,0.011373684,3.72E-04,set5,3.348293911,0.098178502,0.014493862,0.001197372,NA,15.63169994,0.765150722,0.006881639,4.43E-04,NA
Hungerford,4/15/19 19:00,4/15/19 18:58,4/15/19 19:00,4/15/19 19:02,3.040165581,21.56,RI19_0337,NA,NA,NA,isco,8.05585,set3,2.327781309,0.280336098,0.049837166,0.002395197,0.011373684,3.72E-04,set5,3.326015491,0.087255551,0.014493862,0.001197372,NA,15.7096489,0.626789864,0.006881639,4.43E-04,NA
Hungerford,4/15/19 21:00,4/15/19 20:58,4/15/19 21:00,4/15/19 21:02,2.967112356,18.18,RI19_0338,NA,NA,NA,isco,7.4967,set3,2.380965888,0.295505679,0.048350414,0.002395197,0.011373684,3.72E-04,set5,3.428186487,0.083855901,0.014493862,0.001197372,NA,15.49461344,0.55660278,0.006881639,4.43E-04,NA
Hungerford,4/15/19 23:00,4/15/19 22:58,4/15/19 23:00,4/15/19 23:02,2.832836216,16.44,RI19_0339,NA,NA,NA,isco,7.8412,set3,2.424415602,0.317384613,0.046708792,0.002395197,0.011373684,3.72E-04,set5,3.482717468,0.086468595,0.014493862,0.001197372,NA,15.9942011,0.535478512,0.006881639,4.43E-04,NA
Hungerford,4/16/19 1:00,4/16/19 0:58,4/16/19 1:00,4/16/19 1:02,2.762655609,14.68,RI19_0340,NA,NA,NA,isco,7.2794,set3,2.486144451,0.303993921,0.043549444,0.002395197,0.011373684,3.72E-04,set5,3.368682644,0.08118025,0.014493862,0.001197372,NA,15.92590297,0.48706615,0.006881639,4.43E-04,NA
Hungerford,4/16/19 3:00,4/16/19 2:58,4/16/19 3:00,4/16/19 3:02,2.667777868,12.76,RI19_0341,NA,NA,NA,isco,8.2334,set3,2.497546149,0.24218103,0.042558276,0.002395197,0.011373684,3.72E-04,set5,3.482717468,0.091788418,0.014493862,0.001197372,NA,3.147134781,0.108037312,0.006881639,4.43E-04,NA
Hungerford,4/16/19 5:00,4/16/19 4:58,4/16/19 5:00,4/16/19 5:02,2.574768875,12.02,RI19_0342,NA,NA,NA,isco,7.30855,set3,2.539805268,0.264045957,0.038903344,0.002395197,0.011373684,3.72E-04,set5,3.358722713,0.075891905,0.014493862,0.001197372,NA,3.270228297,0.09741323,0.006881639,4.43E-04,NA
Hungerford,4/16/19 7:00,4/16/19 6:58,4/16/19 7:00,4/16/19 7:02,2.467246698,11.5,RI19_0343,NA,NA,NA,isco,7.25025,set3,2.593942323,0.350175,0.037261722,0.002395197,0.011373684,3.72E-04,set5,3.481296649,0.07293295,0.014493862,0.001197372,NA,3.277469916,0.094563622,0.006881639,4.43E-04,NA
Hungerford,4/16/19 9:00,4/16/19 8:58,4/16/19 9:00,4/16/19 9:02,2.426580776,9.9,RI19_0344,NA,NA,NA,isco,6.5798,set3,2.659705188,0.26739363,0.03112887,0.002395197,0.011373684,3.72E-04,set5,3.416336867,0.067801996,0.014493862,0.001197372,NA,3.283492926,0.089298042,0.006881639,4.43E-04,NA
Hungerford,4/16/19 11:00,4/16/19 10:58,4/16/19 11:00,4/16/19 11:02,2.314742517,8.84,RI19_0345,NA,NA,NA,isco,6.51355,set3,2.658514593,0.361786803,0.03004478,0.002395197,0.011373684,3.72E-04,set5,3.448575219,0.062167391,0.014493862,0.001197372,NA,3.298704528,0.08378467,0.006881639,4.43E-04,NA
Hungerford,4/16/19 12:15,4/16/19 12:13,4/16/19 12:15,4/16/19 12:17,2.25217039,8.36,RI19_0346,NA,NA,NA,grab,6.7971,set3,2.709331989,0.325634736,0.033018284,0.002395197,0.011373684,3.72E-04,set5,3.439808775,0.064937476,0.014493862,0.001197372,NA,3.255254814,0.080160712,0.006881639,4.43E-04,NA
Hungerford,4/17/19 14:00,4/17/19 13:58,4/17/19 14:00,4/17/19 14:02,1.806597969,5.84,NN19-013,NA,NA,NA,grab,NA,NA,2.644282873,0.181386765,0.01664572,0.001136614,0.002999663,1.89E-04,Hungerford_NN19_Dissolved.xlsx,3.154673014,0.03870594,0.007466589,5.83E-04,NA,2.932820893,0.04390386,0.006501318,5.53E-04,NA
Hungerford,4/23/19 16:00,4/23/19 15:58,4/23/19 16:00,4/23/19 16:00,1.6659268,NA,NN19-015,NA,NA,NA,grab,NA,NA,2.52816733,0.204399773,0.01482026,0.001136614,0.002999663,1.89E-04,Hungerford_NN19_Dissolved.xlsx,2.901095717,0.03793244,0.007466589,5.83E-04,NA,2.698026581,0.04427514,0.006501318,5.53E-04,NA
Hungerford,5/7/19 14:50,5/7/19 14:47,5/7/19 15:00,5/7/19 14:47,1.646355532,5.630989899,NN19-018,NA,NA,NA,grab,NA,NA,2.209949113,0.141327603,0.01395394,0.001136614,0.002999663,1.89E-04,Hungerford_NN19_Dissolved.xlsx,2.223787732,0.03978884,0.007466589,5.83E-04,NA,2.751196014,0.0408408,0.006501318,5.53E-04,NA
Hungerford,5/22/19 14:45,5/22/19 14:43,5/22/19 14:45,5/22/19 14:47,1.427617306,3.13,NN19-021,NA,NA,NA,grab,5.922515207,NN19_DOC_set1_Results_WIDs,3.135287741,0.115205108,0.01033396,0.001136614,0.002999663,1.89E-04,Hungerford_NN19_Dissolved.xlsx,3.366930546,0.02942394,0.007466589,5.83E-04,NA,3.42863006,0.0323323,0.006501318,5.53E-04,NA
Hungerford,6/13/19 14:45,6/13/19 14:45,6/24/19 11:00,6/13/19 14:47,NA,4.29,NN19-024,NA,NA,NA,grab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.693031849,0.04477018,0.006501318,5.53E-04,NA
Hungerford,6/19/19 14:00,6/19/19 14:00,6/24/19 11:00,6/19/19 14:02,NA,3.27,NN19-027,NA,NA,NA,grab,NA,NA,1.408541765,0.20993242,0.0112931,0.001136614,0.002999663,1.89E-04,Hungerford_NN19_Dissolved.xlsx,1.810632102,0.0349622,0.007466589,5.83E-04,NA,1.8321604,0.05250518,0.006501318,5.53E-04,NA
Hungerford,6/20/19 11:00,6/20/19 11:00,6/24/19 11:00,6/20/19 11:02,NA,4.07,RI19_0424,NA,NA,NA,isco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.933512273,0.051292944,0.00126063,2.57E-04,NA
Hungerford,6/20/19 12:00,6/20/19 12:00,6/24/19 11:00,6/20/19 12:02,NA,3.82,RI19_0425,NA,NA,NA,isco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.906702875,0.048350414,0.00126063,2.57E-04,NA
Hungerford,6/20/19 13:00,6/20/19 13:00,6/24/19 11:00,6/20/19 13:02,NA,4.05,RI19_0426,NA,NA,NA,isco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.809522309,0.042806068,0.00126063,2.57E-04,NA
Hungerford,6/20/19 14:00,6/20/19 14:00,6/24/19 11:00,6/20/19 14:02,NA,10.34,RI19_0427,NA,NA,NA,isco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.861460265,0.057054108,0.00126063,2.57E-04,NA
Hungerford,6/20/19 15:00,6/20/19 15:00,6/24/19 11:00,6/20/19 15:02,NA,7.53,RI19_0428,NA,NA,NA,isco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.752079602,0.048040674,0.00126063,2.57E-04,NA
Hungerford,6/20/19 16:00,6/20/19 16:00,6/24/19 11:00,6/20/19 16:02,NA,5.49,RI19_0429,NA,NA,NA,isco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.819817454,0.055691252,0.00126063,2.57E-04,NA
Hungerford,6/20/19 17:00,6/20/19 17:00,6/24/19 11:00,6/20/19 17:02,NA,4.91,RI19_0430,NA,NA,NA,isco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.838726904,0.04754509,0.00126063,2.57E-04,NA
Hungerford,6/20/19 18:00,6/20/19 18:00,6/24/19 11:00,6/20/19 18:02,NA,5.53,RI19_0431,NA,NA,NA,isco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.903593321,0.056124888,0.00126063,2.57E-04,NA
Hungerford,6/20/19 19:00,6/20/19 19:00,6/24/19 11:00,6/20/19 19:02,NA,5.08,RI19_0432,NA,NA,NA,isco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.839441261,0.051850476,0.00126063,2.57E-04,NA
Hungerford,6/20/19 20:00,6/20/19 20:00,6/24/19 11:00,6/20/19 20:02,NA,5.08,RI19_0433,NA,NA,NA,isco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.855955514,0.051633658,0.00126063,2.57E-04,NA
Hungerford,6/20/19 21:00,6/20/19 21:00,6/24/19 11:00,6/20/19 21:02,NA,5.36,RI19_0434,NA,NA,NA,isco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.775289201,0.046399052,0.00126063,2.57E-04,NA
Hungerford,6/20/19 22:00,6/20/19 22:00,6/24/19 11:00,6/20/19 22:02,NA,8.09,RI19_0435,NA,NA,NA,isco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.99263582,0.073965912,0.00126063,2.57E-04,NA
Hungerford,6/20/19 23:00,6/20/19 23:00,6/24/19 11:00,6/20/19 23:02,NA,8.25,RI19_0436,NA,NA,NA,isco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hungerford,6/21/19 0:00,6/21/19 0:00,6/24/19 11:00,6/21/19 0:02,NA,8.28,RI19_0437,NA,NA,NA,isco,NA,NA,1.117974539,0.168031099,0.042403406,0.003857528,0.003336467,2.35E-04,set6,1.823099478,0.042279926,0.001988682,2.89E-04,NA,1.748717922,0.051076126,0.00126063,2.57E-04,NA
Hungerford,6/21/19 1:00,6/21/19 1:00,6/24/19 11:00,6/21/19 1:02,NA,8.77,RI19_0438,NA,NA,NA,isco,NA,NA,1.047080764,0.234518848,0.04243438,0.003857528,0.003336467,2.35E-04,set6,1.778548039,0.043919334,0.001988682,2.89E-04,NA,1.706122635,0.055536382,0.00126063,2.57E-04,NA
Hungerford,6/21/19 2:00,6/21/19 2:00,6/24/19 11:00,6/21/19 2:02,NA,9.82,RI19_0439,NA,NA,NA,isco,NA,NA,1.0645783,0.211056799,1.18E-04,0.003857528,0.003336467,2.35E-04,set6,1.84511001,0.048644684,0.001988682,2.89E-04,NA,1.735803468,0.055784174,0.00126063,2.57E-04,NA
Hungerford,6/21/19 3:00,6/21/19 3:00,6/24/19 11:00,6/21/19 3:02,NA,10.7,RI19_0440,NA,NA,NA,isco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hungerford,6/21/19 4:00,6/21/19 4:00,6/24/19 11:00,6/21/19 4:02,NA,13.67,RI19_0441,NA,NA,NA,isco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hungerford,6/21/19 5:00,6/21/19 5:00,6/24/19 11:00,6/21/19 5:02,NA,16.7,RI19_0442,NA,NA,NA,isco,NA,NA,1.255668378,0.228527928,1.18E-04,0.003857528,0.003336467,2.35E-04,set6,2.124175273,0.053755776,0.001988682,2.89E-04,NA,2.044335657,0.078766882,0.00126063,2.57E-04,NA
Hungerford,6/21/19 6:00,6/21/19 6:00,6/24/19 11:00,6/21/19 6:02,NA,13.59,RI19_0443,NA,NA,NA,isco,NA,NA,1.863714622,0.212432704,0.045036196,0.003857528,0.003336467,2.35E-04,set6,2.801536881,0.104802415,0.001988682,2.89E-04,NA,3.290468412,0.146073384,0.00126063,2.57E-04,NA
Hungerford,6/21/19 7:00,6/21/19 7:00,6/24/19 11:00,6/21/19 7:02,NA,11.22,RI19_0444,NA,NA,NA,isco,NA,NA,2.633989591,0.219326562,0.108811662,0.003857528,0.003336467,2.35E-04,set6,3.57611904,0.174300419,0.001988682,2.89E-04,NA,3.64280049,0.212419692,0.00126063,2.57E-04,NA
Hungerford,6/21/19 8:00,6/21/19 8:00,6/24/19 11:00,6/21/19 8:02,NA,11.38,RI19_0445,NA,NA,NA,isco,NA,NA,2.542640949,0.15814178,0.094594596,0.003857528,0.003336467,2.35E-04,set6,3.412351251,0.154884696,0.001988682,2.89E-04,NA,3.426658473,0.188105102,0.00126063,2.57E-04,NA
Hungerford,6/21/19 9:00,6/21/19 9:00,6/24/19 11:00,6/21/19 9:02,NA,11.75,RI19_0446,NA,NA,NA,isco,NA,NA,2.198180445,0.141817239,0.073501302,0.003857528,0.003336467,2.35E-04,set6,3.085066128,0.129489957,0.001988682,2.89E-04,NA,3.175092753,0.188445816,0.00126063,2.57E-04,NA
Hungerford,6/21/19 10:00,6/21/19 10:00,6/24/19 11:00,6/21/19 10:02,NA,10.85,RI19_0447,NA,NA,NA,isco,NA,NA,2.284298994,0.169421336,0.0898246,0.003857528,0.003336467,2.35E-04,set6,3.047070705,0.13460105,0.001988682,2.89E-04,NA,2.983364937,0.16849856,0.00126063,2.57E-04,NA
Hungerford,6/21/19 11:15,6/21/19 11:15,6/24/19 11:00,6/21/19 11:17,NA,10.22,RI19_0448,NA,NA,NA,grab,NA,NA,2.251343931,0.177232464,0.118816264,0.003857528,0.003336467,2.35E-04,set6,3.215037289,0.171921672,0.001988682,2.89E-04,NA,3.33282558,0.194578668,0.00126063,2.57E-04,NA
Hungerford,6/26/19 15:25,6/26/19 15:30,6/26/19 15:30,6/26/19 15:32,0.446830072,5.47,NN19-029,NA,NA,NA,grab,NA,NA,1.20996878,0.215913281,0.0111384,0.001136614,0.002999663,1.89E-04,Hungerford_NN19_Dissolved.xlsx,1.668352044,0.04538898,0.007466589,5.83E-04,NA,1.509460039,0.05838378,0.006501318,5.53E-04,NA
Hungerford,7/11/19 15:15,7/11/19 15:15,7/11/19 15:15,7/11/19 15:17,0.262901371,1.95,NN19-032,NA,NA,NA,grab,NA,NA,0.57300009,0.150838152,0.00847756,0.001136614,0.002999663,1.89E-04,Hungerford_NN19_Dissolved.xlsx,1.032868065,0.03477656,0.007466589,5.83E-04,NA,1.026999257,0.04142866,0.006501318,5.53E-04,NA
Hungerford,7/15/19 13:00,7/15/19 13:00,7/15/19 13:00,7/15/19 13:02,0.324170658,2.51,NN19-033,NA,NA,NA,grab,7.257105697,NN19_DOC_set1_Results_WIDs,2.913687741,0.360882626,0.01680042,0.001136614,0.002999663,1.89E-04,Hungerford_NN19_Dissolved.xlsx,4.258555048,0.05210296,0.007466589,5.83E-04,NA,4.227236067,0.06382922,0.006501318,5.53E-04,NA
Hungerford,7/30/19 11:15,7/30/19 11:14,7/30/19 11:15,7/30/19 11:15,0.247950807,NA,NN19-038,NA,NA,NA,grab,5.153140255,NN19_DOC_set1_Results_WIDs,0.127026762,0.197102282,0.02874326,0.001136614,0.002999663,1.89E-04,Hungerford_NN19_Dissolved.xlsx,0.558265042,0.05928104,0.007466589,5.83E-04,NA,0.68221033,0.08279544,0.006501318,5.53E-04,NA
Hungerford,8/12/19 16:15,8/12/19 16:14,8/12/19 16:15,8/12/19 16:15,0.2987928,NA,NN19-041,NA,NA,NA,grab,7.743291783,NN19_DOC_set1_Results_WIDs,1.536548997,0.112109627,0.0290836,0.001136614,0.002999663,1.89E-04,Hungerford_NN19_Dissolved.xlsx,2.223787732,0.06812988,0.007466589,5.83E-04,NA,2.044375912,0.0779688,0.006501318,5.53E-04,NA
Hungerford,8/27/19 11:30,8/27/19 11:29,8/27/19 11:15,8/27/19 11:30,NA,NA,NN19-044,NA,NA,NA,grab,4.914308604,NN19_DOC_set1_Results_WIDs,0.500403364,0.2128178,0.01203566,0.001136614,0.002999663,1.89E-04,Hungerford_NN19_Dissolved.xlsx,0.878192077,0.03214666,0.007466589,5.83E-04,NA,0.87694548,0.05371184,0.006501318,5.53E-04,NA
Hungerford,9/10/19 17:15,9/10/19 17:14,9/10/19 17:00,9/10/19 17:15,NA,NA,NN19-047,NA,NA,NA,grab,4.750245012,NN19_DOC_set1_Results_WIDs,0.830261149,0.227860996,0.01695512,0.001136614,0.002999663,1.89E-04,Hungerford_NN19_Dissolved.xlsx,1.212335912,0.04430608,0.007466589,5.83E-04,NA,1.165889695,0.05875506,0.006501318,5.53E-04,NA
