Date,Time,Time (Fract. Sec),Site Name,Chlorophyll RFU,Chlorophyll ug/L,Cond µS/cm,Depth m,fDOM QSU,fDOM RFU,nLF Cond µS/cm,ODO % sat,ODO % local,ODO mg/L,Pressure psi a,Sal psu,SpCond uS/cm,BGA PC RFU,BGA PC ug/L,TDS mg/L,Turbidity FNU,TSS mg/L,Wiper Position volt,pH,pH mV,Temp C,Vertical Position m,GPS Latitude °,GPS Longitude °,Altitude m,Battery V,Cable Pwr V,Barometer mmHg
10/21/19,12:44:01,0,Miss wetland,-1.1,-3.15,60,0.192,69.52,22.3,88.8,96.2,96.2,11.2,0.273,0.04,87.2,-0.08,-0.19,57,5.15,0,1.187,7.39,-38.2,8.668,0.155,44.95832,-73.16579,34.6,5.59,0,763.2
10/21/19,12:45:01,0,Miss wetland,-1.05,-3.1,59.3,0.202,70.46,22.6,87.6,98,98,11.42,0.287,0.04,86.1,-0.1,-0.2,56,4.77,0,1.187,7.4,-39.2,8.661,0.206,44.95847,-73.16565,33.2,5.58,0,763.2
10/21/19,12:46:01,0,Miss wetland,-1.04,-3.09,59.7,0.2,70.07,22.48,88.2,97.6,97.7,11.38,0.284,0.04,86.7,-0.07,-0.19,56,4.65,0,1.187,7.4,-38.8,8.667,0.194,44.95901,-73.16592,32.5,5.59,0,763.2
10/21/19,12:47:01,0,Miss wetland,-1.1,-3.16,59.8,0.199,69.98,22.45,88.3,97.4,97.4,11.34,0.282,0.04,86.8,-0.1,-0.2,56,4.78,0,1.187,7.38,-38,8.678,0.201,44.95962,-73.16604,32.4,5.55,0,763.3
10/21/19,12:48:01,0,Miss wetland,-1.12,-3.18,59.6,0.206,70.12,22.49,88.2,97.5,97.5,11.36,0.293,0.04,86.6,-0.08,-0.19,56,4.8,0,1.187,7.38,-38.1,8.686,0.203,44.9602,-73.16611,33.4,5.56,0,763.3
10/21/19,12:49:01,0,Miss wetland,-1.11,-3.17,59.6,0.196,70.07,22.48,88.1,97.7,97.7,11.37,0.279,0.04,86.6,-0.13,-0.21,56,4.62,0,1.187,7.39,-38.2,8.697,0.203,44.96078,-73.1661,34,5.57,0,763.3
10/21/19,12:50:01,0,Miss wetland,-1.07,-3.12,60.1,0.204,69.61,22.33,88.7,97,97,11.29,0.29,0.04,87.2,-0.08,-0.19,57,5.01,0,1.187,7.37,-37.3,8.699,0.206,44.96136,-73.16608,32.3,5.58,0,763.3
10/21/19,12:51:01,0,Miss wetland,-1.13,-3.19,60.1,0.203,69.61,22.33,88.8,96.7,96.8,11.26,0.289,0.04,87.2,-0.12,-0.2,57,4.97,0,1.187,7.36,-36.6,8.696,0.207,44.96197,-73.16602,31.7,5.58,0,763.1
10/21/19,12:52:01,0,Miss wetland,-1.11,-3.17,60,0.201,69.65,22.34,88.7,96.9,96.9,11.28,0.285,0.04,87.1,-0.14,-0.21,57,4.89,0,1.187,7.36,-36.6,8.7,0.199,44.96254,-73.16594,33.1,5.56,0,763.1
10/21/19,12:53:01,0,Miss wetland,-1.09,-3.15,59.8,0.205,69.96,22.44,88.3,97.1,97.2,11.31,0.292,0.04,86.8,-0.18,-0.22,56,4.86,0,1.187,7.37,-37,8.709,0.204,44.96307,-73.16583,35.8,5.57,0,763.2
10/21/19,12:54:01,0,Miss wetland,-1.1,-3.16,59.7,0.2,70.04,22.47,88.1,97.5,97.5,11.35,0.284,0.04,86.6,-0.09,-0.19,56,4.61,0,1.187,7.38,-37.8,8.717,0.206,44.96367,-73.1657,35.4,5.57,0,763.1
10/21/19,12:55:01,0,Miss wetland,-1.11,-3.17,60.2,0.2,69.49,22.29,88.8,96.9,96.9,11.27,0.285,0.04,87.3,-0.12,-0.2,57,4.76,0,1.187,7.37,-37.2,8.732,0.201,44.96428,-73.16561,33.2,5.57,0,763.1
10/21/19,12:56:01,0,Miss wetland,-1.02,-3.07,60.3,0.202,69.36,22.25,88.9,96.6,96.6,11.23,0.287,0.04,87.4,-0.08,-0.19,57,4.9,0,1.187,7.36,-36.6,8.744,0.204,44.96488,-73.16553,33.9,5.57,0,763.2
10/21/19,12:57:01,0,Miss wetland,-1.1,-3.16,60.5,0.198,68.98,22.13,89.2,96.4,96.4,11.2,0.282,0.04,87.7,-0.13,-0.21,57,4.96,0,1.187,7.35,-36.1,8.785,0.2,44.96548,-73.16547,32.4,5.56,0,763.1
10/21/19,12:58:01,0,Miss wetland,-1.1,-3.15,60.7,0.2,68.62,22.01,89.3,96.4,96.4,11.18,0.284,0.04,87.8,-0.09,-0.19,57,4.97,0,1.187,7.35,-36,8.87,0.198,44.96603,-73.16547,32.2,5.56,0,763.2
10/21/19,12:59:01,0,Miss wetland,-1.16,-3.22,60.8,0.2,68.53,21.98,89.3,96.3,96.4,11.16,0.284,0.04,87.7,-0.09,-0.19,57,4.83,0,1.187,7.36,-36.5,8.916,0.196,44.96658,-73.16541,31.8,5.55,0,763.1
10/21/19,13:00:01,0,Miss wetland,-1.12,-3.18,60.4,0.198,69.09,22.16,88.9,96.4,96.5,11.19,0.282,0.04,87.3,-0.03,-0.18,57,4.7,0,1.187,7.37,-37.2,8.832,0.205,44.96715,-73.16546,31.5,5.56,0,763
10/21/19,13:01:01,0,Miss wetland,-1.16,-3.22,60,0.2,69.59,22.32,88.4,97,97,11.26,0.285,0.04,86.8,-0.11,-0.2,56,4.62,0,1.187,7.37,-37.4,8.797,0.203,44.96773,-73.1656,29.7,5.53,0,763.1
10/21/19,13:02:01,0,Miss wetland,-1.13,-3.19,59.7,0.2,69.69,22.35,87.9,97.7,97.8,11.34,0.285,0.04,86.4,-0.07,-0.19,56,4.41,0,1.187,7.38,-37.9,8.852,0.2,44.9683,-73.16579,28.9,5.53,0,763
10/21/19,13:03:01,0,Miss wetland,-1.13,-3.19,59.6,0.201,69.79,22.39,87.7,97.9,97.9,11.35,0.286,0.04,86.2,-0.12,-0.2,56,4.39,0,1.187,7.4,-38.9,8.863,0.198,44.96888,-73.16607,31.2,5.55,0,763
10/21/19,13:04:01,0,Miss wetland,-1.1,-3.15,60.5,0.203,68.68,22.03,88.8,97,97,11.22,0.288,0.04,87.2,-0.16,-0.22,57,4.64,0,1.187,7.38,-37.6,8.971,0.206,44.96944,-73.1664,31.4,5.54,0,763.1
10/21/19,13:05:01,0,Miss wetland,-1.07,-3.12,61.3,0.198,67.21,21.55,89.2,96.6,96.6,11.09,0.282,0.04,87.7,-0.11,-0.2,57,4.84,0,1.187,7.36,-36.5,9.273,0.195,44.96993,-73.16685,32.3,5.55,0,763.2
10/21/19,13:06:01,0,Miss wetland,-1.09,-3.14,61.4,0.196,67.06,21.5,89.2,96.3,96.3,11.05,0.279,0.04,87.6,-0.21,-0.23,57,5.05,0,1.187,7.37,-37.2,9.295,0.202,44.97046,-73.16727,31.9,5.54,0,763.1
10/21/19,13:07:01,0,Miss wetland,-1.08,-3.13,60.9,0.195,67.74,21.72,88.9,96.2,96.2,11.07,0.278,0.04,87.4,-0.06,-0.19,57,4.79,0,1.187,7.38,-38.1,9.155,0.187,44.97101,-73.16769,33.1,5.54,0,763.2
10/21/19,13:08:01,0,Miss wetland,-1.04,-3.09,59.5,0.197,69.56,22.31,87.4,97.3,97.3,11.28,0.28,0.04,85.9,-0.14,-0.21,56,4.41,0,1.187,7.41,-39.7,8.88,0.2,44.97162,-73.16779,31.7,5.54,0,763.2
10/21/19,13:09:01,0,Miss wetland,-1.1,-3.16,59.2,0.2,69.43,22.27,87.3,97,97,11.26,0.284,0.04,85.8,-0.16,-0.21,56,4.7,0,1.187,7.39,-38.6,8.808,0.205,44.97219,-73.1675,30.5,5.53,0,763.1
10/21/19,13:10:01,0,Miss wetland,-1.16,-3.23,59.5,0.196,69.42,22.27,87.7,96.6,96.6,11.22,0.279,0.04,86.2,-0.15,-0.21,56,4.76,0,1.187,7.37,-37,8.762,0.197,44.97262,-73.16686,28.8,5.54,0,763.1
10/21/19,13:11:01,0,Miss wetland,-1.2,-3.27,59.5,0.196,69.39,22.26,87.7,96.6,96.6,11.22,0.279,0.04,86.1,-0.16,-0.21,56,4.71,0,1.187,7.35,-36.4,8.783,0.196,44.97297,-73.16613,29.9,5.54,0,763
10/21/19,13:12:01,0,Miss wetland,-1.17,-3.23,59.4,0.197,69.16,22.18,87.5,96.7,96.7,11.22,0.28,0.04,86,-0.16,-0.21,56,4.88,0,1.187,7.35,-36.3,8.82,0.191,44.97333,-73.16542,29.6,5.53,0,763
10/21/19,13:13:01,0,Miss wetland,-1.12,-3.18,59.3,0.2,69.52,22.3,87.5,96.5,96.6,11.22,0.285,0.04,86,-0.11,-0.2,56,4.72,0,1.187,7.36,-36.6,8.757,0.2,44.97365,-73.16468,29.2,5.53,0,763.1
10/21/19,13:14:01,0,Miss wetland,-1.08,-3.14,59.2,0.204,69.67,22.35,87.5,96.6,96.6,11.24,0.291,0.04,86,-0.12,-0.2,56,4.87,0,1.187,7.35,-36,8.722,0.205,44.97397,-73.16399,30.4,5.52,0,763.1
10/21/19,13:15:01,0,Miss wetland,-1.11,-3.17,59.2,0.204,69.63,22.34,87.5,96.5,96.5,11.23,0.29,0.04,86,-0.14,-0.21,56,4.59,0,1.187,7.34,-35.7,8.731,0.2,44.97432,-73.16333,29.9,5.5,0,763
10/21/19,13:16:01,0,Miss wetland,-1.18,-3.25,59.2,0.201,69.65,22.34,87.5,96.4,96.5,11.22,0.286,0.04,85.9,-0.11,-0.2,56,4.76,0,1.187,7.34,-35.4,8.724,0.203,44.97462,-73.1626,30.5,5.52,0,763.1
10/21/19,13:17:01,0,Miss wetland,-1.08,-3.13,59.2,0.197,69.79,22.39,87.4,96.3,96.3,11.21,0.28,0.04,85.9,-0.1,-0.2,56,4.74,0,1.187,7.33,-35.2,8.69,0.2,44.97495,-73.16187,30.5,5.52,0,763
10/21/19,13:18:01,0,Miss wetland,-1.09,-3.15,59.2,0.194,69.76,22.38,87.4,96.3,96.3,11.21,0.276,0.04,85.9,-0.14,-0.21,56,4.78,0,1.187,7.33,-35,8.698,0.188,44.97528,-73.1611,31,5.53,0,763
10/21/19,13:19:01,0,Miss wetland,-1.16,-3.22,59.2,0.187,69.73,22.37,87.4,96.3,96.3,11.2,0.266,0.04,85.9,-0.12,-0.2,56,4.74,0,1.187,7.33,-35.2,8.726,0.2,44.97569,-73.16042,29.9,5.52,0,763
10/21/19,13:20:01,0,Miss wetland,-1.12,-3.18,59.3,0.206,69.63,22.34,87.4,96.4,96.4,11.21,0.293,0.04,85.9,-0.1,-0.2,56,4.65,0,1.187,7.34,-35.6,8.747,0.215,44.97608,-73.15978,29.9,5.52,0,763
10/21/19,13:21:01,0,Miss wetland,-1.11,-3.17,59.3,0.192,69.55,22.31,87.4,96.4,96.5,11.21,0.272,0.04,85.9,-0.16,-0.21,56,4.62,0,1.187,7.35,-35.9,8.777,0.194,44.97648,-73.15913,31.3,5.51,0,763
10/21/19,13:22:01,0,Miss wetland,-1.13,-3.19,59.3,0.196,69.49,22.29,87.4,96.4,96.5,11.2,0.279,0.04,85.9,-0.11,-0.2,56,4.81,0,1.187,7.36,-36.4,8.789,0.185,44.97691,-73.15856,31.4,5.52,0,762.9
10/21/19,13:23:01,0,Miss wetland,-1.16,-3.22,59.4,0.191,69.38,22.26,87.5,96.5,96.5,11.19,0.272,0.04,85.9,-0.09,-0.19,56,4.61,0,1.187,7.36,-36.6,8.835,0.175,44.97734,-73.158,30,5.52,0,762.9
10/21/19,13:24:01,0,Miss wetland,-1.14,-3.2,59.4,0.191,69.36,22.25,87.4,96.5,96.5,11.19,0.271,0.04,85.9,-0.08,-0.19,56,4.61,0,1.187,7.37,-37,8.846,0.19,44.9778,-73.15742,30,5.51,0,762.8
10/21/19,13:25:01,0,Miss wetland,-1.14,-3.2,59.4,0.194,69.37,22.25,87.4,96.5,96.5,11.19,0.276,0.04,85.9,-0.07,-0.19,56,4.76,0,1.187,7.37,-37.5,8.849,0.185,44.97826,-73.15694,31.1,5.51,0,762.8
10/21/19,13:26:01,0,Miss wetland,-1.12,-3.17,59.4,0.193,69.34,22.24,87.4,96.4,96.4,11.18,0.275,0.04,85.9,-0.15,-0.21,56,4.72,0,1.187,7.37,-37.4,8.848,0.194,44.97876,-73.15642,30.8,5.5,0,762.8
10/21/19,13:27:01,0,Miss wetland,-1.11,-3.16,59.4,0.19,69.34,22.24,87.4,96.4,96.4,11.18,0.27,0.04,85.9,-0.15,-0.21,56,4.74,0,1.187,7.37,-37.1,8.852,0.195,44.97927,-73.15591,31.1,5.51,0,763
10/21/19,13:28:01,0,Miss wetland,-1.16,-3.23,59.4,0.196,69.36,22.25,87.4,96.4,96.4,11.18,0.279,0.04,85.9,-0.11,-0.2,56,4.76,0,1.187,7.36,-36.9,8.844,0.195,44.97978,-73.15546,30.4,5.5,0,762.8
10/21/19,13:29:01,0,Miss wetland,-1.09,-3.15,59.4,0.193,69.39,22.26,87.4,96.4,96.4,11.18,0.274,0.04,85.9,-0.1,-0.2,56,4.68,0,1.187,7.36,-36.6,8.841,0.191,44.9803,-73.15498,31.3,5.48,0,762.9
10/21/19,13:30:01,0,Miss wetland,-1.09,-3.15,59.4,0.196,69.31,22.23,87.4,96.4,96.4,11.18,0.278,0.04,85.9,-0.15,-0.21,56,4.68,0,1.187,7.36,-36.5,8.854,0.195,44.98081,-73.15459,31.1,5.5,0,762.9
10/21/19,13:31:01,0,Miss wetland,-1.12,-3.18,59.4,0.194,69.27,22.22,87.3,96.4,96.4,11.17,0.276,0.04,85.8,-0.13,-0.21,56,4.72,0,1.187,7.35,-36.4,8.87,0.196,44.98133,-73.15417,30.8,5.49,0,762.8
10/21/19,13:32:01,0,Miss wetland,-1.1,-3.15,59.4,0.192,69.1,22.16,87.3,96.4,96.4,11.17,0.272,0.04,85.8,-0.16,-0.22,56,4.72,0,1.187,7.36,-36.6,8.895,0.194,44.98183,-73.15376,29.8,5.5,0,762.9
10/21/19,13:33:01,0,Miss wetland,-1.14,-3.2,59.4,0.19,69.04,22.14,87.3,96.3,96.3,11.16,0.27,0.04,85.8,-0.11,-0.2,56,4.7,0,1.187,7.37,-37.2,8.886,0.18,44.98232,-73.15325,29.6,5.5,0,762.8
10/21/19,13:34:01,0,Miss wetland,-1.09,-3.14,59.3,0.195,69.18,22.19,87.2,96.1,96.1,11.15,0.277,0.04,85.7,-0.2,-0.23,56,4.72,0,1.187,7.37,-37.1,8.835,0.197,44.98282,-73.15276,29.8,5.49,0,762.9
10/21/19,13:35:01,0,Miss wetland,-1.19,-3.26,59.2,0.198,69.15,22.18,87.2,95.8,95.9,11.13,0.281,0.04,85.7,-0.11,-0.2,56,4.83,0,1.187,7.35,-36.1,8.812,0.208,44.98331,-73.15226,30.1,5.5,0,762.8
10/21/19,13:36:01,0,Miss wetland,-1.12,-3.17,59.2,0.196,69.37,22.25,87.2,95.9,95.9,11.14,0.279,0.04,85.7,-0.13,-0.21,56,4.79,0,1.187,7.34,-35.3,8.795,0.191,44.98382,-73.15189,30.2,5.48,0,762.7
10/21/19,13:37:01,0,Miss wetland,-1.13,-3.19,59.3,0.191,69.33,22.24,87.3,96.1,96.1,11.15,0.272,0.04,85.7,-0.1,-0.2,56,4.72,0,1.187,7.33,-35.2,8.849,0.179,44.98438,-73.1515,30.6,5.49,0,762.7
10/21/19,13:38:01,0,Miss wetland,-1.08,-3.13,59.4,0.193,69.1,22.16,87.3,96.2,96.3,11.15,0.275,0.04,85.8,-0.13,-0.2,56,4.76,0,1.187,7.34,-35.5,8.92,0.179,44.98497,-73.15113,31,5.49,0,762.7
10/21/19,13:39:01,0,Miss wetland,-1.11,-3.17,59.5,0.189,68.92,22.11,87.3,96.2,96.2,11.13,0.269,0.04,85.8,-0.16,-0.22,56,4.75,0,1.187,7.36,-36.7,8.979,0.193,44.9856,-73.15091,31.8,5.49,0,762.7
10/21/19,13:40:01,0,Miss wetland,-1.15,-3.21,59.8,0.191,68.49,21.97,87.4,96.4,96.4,11.11,0.271,0.04,85.8,-0.14,-0.21,56,4.84,0,1.187,7.38,-37.6,9.097,0.196,44.98619,-73.15076,30.8,5.49,0,762.7
10/21/19,13:41:01,0,Miss wetland,-1.12,-3.18,60,0.18,67.95,21.79,87.4,96.2,96.2,11.07,0.257,0.04,85.9,-0.12,-0.2,56,5.03,0,1.187,7.38,-37.8,9.195,0.187,44.98683,-73.1507,33.3,5.48,0,762.7
10/21/19,13:42:01,0,Miss wetland,-1.13,-3.19,59.9,0.189,68.05,21.82,87.4,96.1,96.1,11.06,0.269,0.04,85.8,-0.16,-0.21,56,4.86,0,1.187,7.39,-38.4,9.163,0.19,44.98743,-73.15058,32.4,5.48,0,762.6
10/21/19,13:43:01,0,Miss wetland,-1.1,-3.15,60,0.196,67.9,21.77,87.3,96.6,96.6,11.1,0.278,0.04,85.7,-0.14,-0.21,56,4.73,0,1.187,7.39,-38.7,9.259,0.205,44.98803,-73.15048,33,5.46,0,762.7
10/21/19,13:44:01,0,Miss wetland,-1.07,-3.12,59.6,0.193,68.58,21.99,87.2,96,96,11.08,0.274,0.04,85.7,-0.09,-0.2,56,4.91,0,1.187,7.4,-38.9,9.063,0.193,44.98863,-73.15042,30.2,5.48,0,762.7
10/21/19,13:45:01,0,Miss wetland,-1.09,-3.14,59.4,0.185,68.88,22.09,87.2,95.5,95.5,11.06,0.262,0.04,85.7,-0.25,-0.24,56,5.01,0,1.187,7.37,-37.3,8.915,0.192,44.98926,-73.1504,29.6,5.48,0,762.7
10/21/19,13:46:00,0,Miss wetland,-1.09,-3.15,59.3,0.201,68.98,22.13,87.2,95.6,95.6,11.08,0.286,0.04,85.7,-0.17,-0.22,56,5.06,0,1.187,7.35,-36,8.878,0.202,44.98983,-73.15038,28.3,5.47,0,762.7
10/21/19,13:47:00,0,Miss wetland,-1.07,-3.12,59.2,0.197,69.3,22.23,87.2,95.4,95.4,11.08,0.28,0.04,85.7,-0.1,-0.2,56,4.89,0,1.187,7.33,-35.2,8.794,0.191,44.99043,-73.15033,28.2,5.48,0,762.6
10/21/19,13:48:00,0,Miss wetland,-1.08,-3.13,59.2,0.192,69.27,22.22,87.2,95.5,95.5,11.08,0.273,0.04,85.7,-0.15,-0.21,56,4.92,0,1.187,7.32,-34.6,8.819,0.19,44.99106,-73.15025,28.6,5.47,0,762.6
10/21/19,13:49:00,0,Miss wetland,-1.16,-3.22,59.2,0.178,69.14,22.18,87.2,95.5,95.5,11.08,0.254,0.04,85.7,-0.16,-0.22,56,5.05,0,1.187,7.32,-34.5,8.852,0.193,44.99168,-73.15012,29.1,5.47,0,762.7
10/21/19,13:50:00,0,Miss wetland,-1.1,-3.15,59.3,0.192,69.11,22.17,87.2,95.6,95.6,11.08,0.273,0.04,85.7,-0.11,-0.2,56,4.98,0,1.187,7.32,-34.6,8.873,0.199,44.99229,-73.14995,29.4,5.47,0,762.7
10/21/19,13:51:00,0,Miss wetland,-1.02,-3.07,59.3,0.192,68.91,22.1,87.2,95.6,95.6,11.07,0.273,0.04,85.7,-0.12,-0.2,56,4.99,0,1.187,7.33,-35,8.909,0.195,44.99291,-73.1498,28.6,5.46,0,762.6
10/21/19,13:52:00,0,Miss wetland,-1.13,-3.19,59.7,0.191,68.01,21.81,87.2,95.8,95.8,11.04,0.271,0.04,85.7,-0.13,-0.21,56,5.12,0,1.187,7.33,-34.9,9.13,0.189,44.99354,-73.1496,30.4,5.47,0,762.6
10/21/19,13:53:00,0,Miss wetland,-1.07,-3.12,59.7,0.188,68.04,21.82,87.2,95.7,95.7,11.03,0.268,0.04,85.7,-0.1,-0.2,56,5.15,0,1.187,7.36,-36.9,9.119,0.193,44.99415,-73.14943,29.9,5.46,0,762.6
10/21/19,13:54:00,0,Miss wetland,-1.09,-3.14,59.6,0.189,68.29,21.9,87.2,95.5,95.6,11.03,0.269,0.04,85.7,-0.1,-0.2,56,5.08,0,1.187,7.37,-37.2,9.058,0.192,44.99478,-73.14925,28.6,5.46,0,762.5
10/21/19,13:55:00,0,Miss wetland,-1.11,-3.17,59.6,0.194,68.39,21.93,87.2,95.5,95.6,11.03,0.276,0.04,85.7,-0.22,-0.23,56,5.15,0,1.187,7.37,-37.2,9.038,0.198,44.99538,-73.14919,28.3,5.46,0,762.5
10/21/19,13:56:00,0,Miss wetland,-1.07,-3.13,59.5,0.195,68.72,22.04,87.4,95.2,95.3,11.03,0.277,0.04,85.9,-0.03,-0.18,56,5.32,0,1.187,7.36,-36.6,8.93,0.19,44.99594,-73.14922,27.1,5.44,0,762.5
10/21/19,13:57:00,0,Miss wetland,-1.11,-3.17,59.5,0.185,68.75,22.05,87.3,95.4,95.4,11.04,0.263,0.04,85.8,-0.14,-0.21,56,5.2,0,1.187,7.33,-35.1,8.922,0.191,44.99656,-73.14943,29.6,5.44,0,762.5
10/21/19,13:58:00,0,Miss wetland,-1.12,-3.18,59.7,0.193,68.42,21.94,87.5,95.1,95.1,10.99,0.274,0.04,86,-0.12,-0.2,56,5.33,0,1.187,7.32,-34.5,8.977,0.194,44.99708,-73.14999,32.9,5.46,0,762.5
10/21/19,13:59:00,0,Miss wetland,-1.06,-3.12,59.5,0.191,68.53,21.98,87.5,94.6,94.7,10.97,0.271,0.04,86,-0.17,-0.22,56,5.46,0,1.187,7.32,-34.4,8.882,0.192,44.99755,-73.15062,31.7,5.46,0,762.4
10/21/19,14:00:00,0,Miss wetland,-1.06,-3.11,59.5,0.193,68.68,22.03,87.5,95,95,11.01,0.275,0.04,85.9,-0.1,-0.2,56,5.31,0,1.187,7.3,-33.6,8.901,0.194,44.99805,-73.1512,31.4,5.45,0,762.5
10/21/19,14:01:00,0,Miss wetland,-1.1,-3.15,59.5,0.195,68.96,22.12,87.4,95.1,95.1,11.02,0.277,0.04,85.9,-0.13,-0.21,56,5.12,0,1.187,7.31,-33.9,8.898,0.193,44.99853,-73.1517,31.4,5.45,0,762.5
10/21/19,14:02:00,0,Miss wetland,-1.07,-3.12,59.3,0.185,69.15,22.18,87.4,95,95,11.03,0.263,0.04,85.9,-0.12,-0.2,56,5.2,0,1.187,7.31,-33.9,8.806,0.193,44.99902,-73.15215,31.3,5.45,0,762.4
10/21/19,14:03:00,0,Miss wetland,-1.17,-3.23,59.3,0.181,69.14,22.18,87.4,95.1,95.1,11.04,0.258,0.04,85.9,-0.04,-0.18,56,5.05,0,1.187,7.3,-33.5,8.814,0.179,44.99958,-73.15246,33.5,5.45,0,762.4
10/21/19,14:04:00,0,Miss wetland,-1.07,-3.12,59.5,0.189,68.96,22.12,87.4,95.2,95.2,11.02,0.268,0.04,85.9,-0.17,-0.22,56,5.15,0,1.187,7.3,-33.3,8.908,0.194,45.00021,-73.15266,33.8,5.45,0,762.5
10/21/19,14:05:00,0,Miss wetland,-1.12,-3.17,59.4,0.191,69.06,22.15,87.4,95.1,95.1,11.02,0.271,0.04,85.9,-0.13,-0.21,56,5.13,0,1.187,7.33,-35.3,8.866,0.188,45.00084,-73.15284,34.7,5.45,0,762.5
10/21/19,14:06:00,0,Miss wetland,-1.07,-3.12,59.2,0.179,69.32,22.23,87.4,94.7,94.7,11.01,0.254,0.04,85.9,-0.11,-0.2,56,5.21,0,1.187,7.33,-35.1,8.738,0.194,45.00147,-73.15309,29.1,5.44,0,762.6
10/21/19,14:07:00,0,Miss wetland,-1.08,-3.14,59.1,0.191,69.42,22.27,87.5,94.5,94.5,11.01,0.272,0.04,86,-0.12,-0.2,56,5.35,0,1.187,7.3,-33.4,8.655,0.198,45.00209,-73.15348,28,5.45,0,762.7
10/21/19,14:08:00,0,Miss wetland,-1.1,-3.16,59.1,0.195,69.37,22.25,87.5,94.4,94.4,11,0.277,0.04,86,-0.09,-0.2,56,5.27,0,1.187,7.29,-32.9,8.659,0.196,45.00261,-73.15401,29.8,5.44,0,762.7
10/21/19,14:09:00,0,Miss wetland,-1.13,-3.18,59.2,0.192,69.25,22.21,87.4,94.6,94.6,11,0.273,0.04,85.9,-0.15,-0.21,56,5.34,0,1.187,7.29,-32.6,8.727,0.189,45.00309,-73.15456,29.8,5.44,0,762.6
10/21/19,14:10:00,0,Miss wetland,-1.09,-3.15,59.3,0.182,68.97,22.12,87.4,94.8,94.9,11.01,0.259,0.04,85.9,-0.17,-0.22,56,5.12,0,1.187,7.32,-34.4,8.812,0.192,45.00354,-73.15516,30,5.42,0,762.7
10/21/19,14:11:00,0,Miss wetland,-1.09,-3.14,59.2,0.192,69.19,22.19,87.5,94.6,94.6,11,0.272,0.04,85.9,-0.08,-0.19,56,5.26,0,1.187,7.33,-35.2,8.738,0.193,45.00397,-73.1558,29.5,5.41,0,762.6
10/21/19,14:12:00,0,Miss wetland,-1.08,-3.13,59.2,0.197,69.17,22.19,87.5,94.4,94.5,10.99,0.28,0.04,86,-0.1,-0.2,56,5.45,0,1.187,7.32,-34.6,8.711,0.196,45.00428,-73.15653,27.5,5.44,0,762.6
10/21/19,14:13:00,0,Miss wetland,-1.13,-3.19,59.3,0.198,68.87,22.09,87.5,94.2,94.2,10.96,0.282,0.04,86,-0.14,-0.21,56,5.32,0,1.187,7.3,-33.5,8.728,0.192,45.00455,-73.15728,27.8,5.42,0,762.6
10/21/19,14:14:00,0,Miss wetland,-1.11,-3.17,59.4,0.192,68.72,22.04,87.4,94.7,94.7,10.98,0.273,0.04,85.9,-0.17,-0.22,56,5.39,0,1.187,7.3,-33.4,8.851,0.18,45.0048,-73.15807,28.6,5.43,0,762.6
10/21/19,14:15:00,0,Miss wetland,-1.1,-3.15,59.6,0.197,68.66,22.02,87.4,95,95.1,10.99,0.28,0.04,85.9,-0.18,-0.22,56,5.14,0,1.187,7.34,-35.5,8.972,0.194,45.00504,-73.1588,27.8,5.43,0,762.5
10/21/19,14:16:00,0,Miss wetland,-1.1,-3.16,59.6,0.198,68.65,22.02,87.4,95,95,10.99,0.282,0.04,85.9,-0.12,-0.2,56,5.18,0,1.187,7.36,-36.5,8.959,0.208,45.00531,-73.15956,27.8,5.42,0,762.5
10/21/19,14:17:00,0,Miss wetland,-1.17,-3.24,59.6,0.196,68.47,21.96,87.4,95,95,10.98,0.278,0.04,85.9,-0.16,-0.22,56,5.24,0,1.187,7.36,-36.8,8.987,0.195,45.00558,-73.16035,28.3,5.43,0,762.4
10/21/19,14:18:00,0,Miss wetland,-1.12,-3.17,59.8,0.199,68.09,21.84,87.4,95.1,95.1,10.97,0.283,0.04,85.9,-0.12,-0.2,56,5.23,0,1.187,7.36,-36.9,9.096,0.209,45.00584,-73.16113,30.9,5.41,0,762.5
10/21/19,14:19:00,0,Miss wetland,-1.13,-3.19,59.7,0.188,68.3,21.9,87.5,95,95,10.97,0.268,0.04,85.9,-0.14,-0.21,56,5.18,0,1.187,7.38,-37.6,9.034,0.193,45.00598,-73.16199,31.2,5.42,0,762.4
10/21/19,14:20:00,0,Miss wetland,-1.12,-3.17,59.7,0.197,68.4,21.94,87.5,94.9,94.9,10.97,0.281,0.04,86,-0.13,-0.21,56,5.31,0,1.187,7.37,-37.4,8.986,0.205,45.00605,-73.16291,30.5,5.43,0,762.5
10/21/19,14:21:00,0,Miss wetland,-1.08,-3.13,59.6,0.203,68.53,21.98,87.5,94.7,94.7,10.95,0.289,0.04,86,-0.13,-0.21,56,5.7,0,1.187,7.36,-36.5,8.949,0.21,45.00629,-73.1636,31.6,5.42,0,762.5
10/21/19,14:22:00,0,Miss wetland,-1.06,-3.11,59.6,0.211,68.6,22,87.5,94.7,94.7,10.96,0.3,0.04,85.9,-0.13,-0.21,56,5.46,0,1.187,7.34,-35.8,8.954,0.212,45.00635,-73.16386,32.3,5.42,0,762.6
