Date,Time,Site,Unit ID,User ID,C-15F102377,mmHg-18B100990,DO %-15F101915,DO %L-15F101915,DO mg/L-15F101915,SPC-uS/cm-15F102377,C-uS/cm-15F102377,nLFC-uS/cm-15F102377,TDS mg/L-15F102377,SAL-PSU-15F102377,pH-17D108473,pH mV-17D108473,FNU-15E103685,TSS mg/L-15E103685,BGA-PC RFU-15F101336,BGA-PCug/L-15F101336,Chl RFU-15F101336,Chl ug/L-15F101336,fDOM RFU-13M100089,fDOM QSU-13M100089,DEP m-15F100474,Vpos m-15F100474,DEP psia-15F100474,Wiper V-15F101248,Cable V-18B100990,Batt V-18B100990,ALT m-18B100990,Lat-18B100990,Lon-18B100990
7/3/19,11:37:37,Miss wetland,,,27.353,755.8,99.6,99.6,7.88,128.2,134,127.6,83,0.06,7.31,-19.3,1.89,0,-0.09,-0.19,0.36,-1.53,9.12,28.95,0.266,0.186,0.377,1.196,0,4.05,29,44.98863,-73.15062
7/3/19,11:38:37,Miss wetland,,,27.813,755.8,100.7,100.7,7.9,128.6,135.5,127.9,84,0.06,7.32,-19.9,1.72,0,-0.09,-0.19,0.31,-1.59,9.02,28.65,0.262,0.192,0.372,1.196,0,4.04,27,44.98922,-73.1506
7/3/19,11:39:37,Miss wetland,,,27.157,755.8,99.3,99.3,7.89,128.4,133.7,127.8,83,0.06,7.33,-19.9,2.09,0,-0.07,-0.19,0.54,-1.34,9.3,29.5,0.266,0.203,0.378,1.196,0,4.04,28.9,44.98977,-73.15052
7/3/19,11:40:37,Miss wetland,,,26.958,755.8,99.5,99.5,7.93,128.4,133.2,127.9,83,0.06,7.33,-20,2.19,0,0.03,-0.16,0.43,-1.46,9.4,29.82,0.265,0.213,0.375,1.196,0,4.04,27.2,44.99032,-73.15055
7/3/19,11:41:37,Miss wetland,,,27.091,755.7,100,100,7.95,128.7,133.8,128.1,84,0.06,7.33,-20.4,2.05,0,-0.03,-0.18,0.21,-1.7,9.38,29.74,0.257,0.176,0.364,1.196,0,4.02,29.9,44.99085,-73.15044
7/3/19,11:42:37,Miss wetland,,,27.537,755.8,101.4,101.4,8.01,129.1,135.3,128.4,84,0.06,7.33,-20.3,1.91,0,-0.08,-0.19,0.3,-1.59,9.25,29.35,0.249,0.185,0.353,1.196,0,4,29.2,44.99142,-73.15028
7/3/19,11:43:37,Miss wetland,,,27.883,755.8,101.7,101.7,7.97,129.2,136.4,128.5,84,0.06,7.36,-21.7,1.82,0,-0.01,-0.17,0.47,-1.41,9.05,28.72,0.268,0.211,0.38,1.196,0,4.04,30.2,44.99195,-73.15015
7/3/19,11:44:37,Miss wetland,,,27.404,755.9,100.5,100.5,7.95,129.1,135,128.4,84,0.06,7.35,-21.5,2.02,0,-0.06,-0.18,0.61,-1.26,9.16,29.07,0.259,0.2,0.367,1.196,0,4.04,30.3,44.99247,-73.14999
7/3/19,11:45:37,Miss wetland,,,27.989,755.8,99.6,99.6,7.8,129.5,136.9,128.7,84,0.06,7.34,-20.7,1.78,0,-0.1,-0.2,0.31,-1.59,9.06,28.75,0.27,0.207,0.383,1.196,0,4.03,30,44.99298,-73.14975
7/3/19,11:46:37,Miss wetland,,,27.041,755.8,98.4,98.4,7.83,129,134.1,128.5,84,0.06,7.32,-19.6,2.13,0,-0.06,-0.19,0.33,-1.56,9.42,29.88,0.266,0.181,0.377,1.196,0,4.04,29.9,44.9935,-73.1496
7/3/19,11:47:37,Miss wetland,,,27.521,755.8,99.5,99.5,7.85,129.3,135.5,128.6,84,0.06,7.33,-19.9,1.88,0,-0.1,-0.2,0.14,-1.78,9.19,29.16,0.249,0.2,0.353,1.196,0,4.02,30.5,44.99404,-73.14943
7/3/19,11:48:37,Miss wetland,,,27.31,755.8,100.2,100.2,7.93,129.2,134.9,128.5,84,0.06,7.34,-20.5,1.87,0,-0.05,-0.18,0.24,-1.66,9.31,29.52,0.264,0.19,0.375,1.196,0,4.02,30.2,44.99456,-73.14928
7/3/19,11:49:37,Miss wetland,,,27.459,755.9,100.4,100.4,7.93,129.3,135.3,128.6,84,0.06,7.34,-20.8,1.87,0,-0.08,-0.19,0.13,-1.79,9.19,29.16,0.258,0.178,0.366,1.196,0,4,31.3,44.99509,-73.14913
7/3/19,11:50:37,Miss wetland,,,27.351,755.8,100.8,100.8,7.98,129.2,135,128.6,84,0.06,7.34,-20.5,1.87,0,-0.14,-0.21,0.06,-1.87,9.29,29.48,0.259,0.202,0.367,1.196,0,4.03,30.1,44.99562,-73.14915
7/3/19,11:51:37,Miss wetland,,,27.413,755.7,99.1,99.1,7.83,129.3,135.2,128.6,84,0.06,7.31,-19,2.4,0,-0.11,-0.2,0.18,-1.73,9.53,30.21,0.265,0.193,0.375,1.196,0,4.01,29.5,44.99617,-73.14932
7/3/19,11:52:37,Miss wetland,,,28.13,755.8,102,102,7.97,129.7,137.4,128.9,84,0.06,7.33,-20.2,2.33,0,-0.14,-0.21,0.15,-1.77,9.32,29.56,0.25,0.19,0.355,1.196,0,4.03,33.6,44.99667,-73.14968
7/3/19,11:53:37,Miss wetland,,,27.802,755.8,102.4,102.4,8.04,129.5,136.4,128.8,84,0.06,7.34,-20.8,2.25,0,-0.11,-0.2,0.17,-1.74,9.36,29.67,0.259,0.189,0.368,1.196,0,4.02,34.8,44.99715,-73.1502
7/3/19,11:54:37,Miss wetland,,,27.303,755.8,101.8,101.8,8.06,129.2,134.9,128.6,84,0.06,7.34,-20.6,2.34,0,-0.09,-0.19,0.34,-1.56,9.44,29.93,0.246,0.186,0.348,1.196,0,4.01,37.4,44.99759,-73.15073
7/3/19,11:55:37,Miss wetland,,,27.628,755.9,100.1,100.1,7.89,129.5,136,128.8,84,0.06,7.32,-19.6,2.58,0,-0.06,-0.19,0.31,-1.59,9.3,29.51,0.242,0.184,0.343,1.196,0,4.02,36.5,44.99802,-73.15127
7/3/19,11:56:37,Miss wetland,,,27.738,755.8,100.8,100.8,7.93,129.6,136.4,128.9,84,0.06,7.33,-20.1,2.32,0,-0.14,-0.21,0.4,-1.49,9.3,29.5,0.249,0.18,0.353,1.196,0,4.01,40.5,44.99848,-73.15176
7/3/19,11:57:37,Miss wetland,,,27.41,755.8,101.3,101.3,8.02,129.4,135.3,128.7,84,0.06,7.32,-19.7,2.46,0,0.01,-0.16,0.5,-1.38,9.48,30.04,0.252,0.168,0.358,1.196,0,3.95,36.6,44.99903,-73.15217
7/3/19,11:58:37,Miss wetland,,,27.421,755.9,100.6,100.6,7.95,129.3,135.3,128.7,84,0.06,7.32,-19.7,2.59,0,-0.17,-0.22,0.17,-1.74,9.48,30.06,0.252,0.182,0.357,1.196,0,4.02,36.2,44.9996,-73.15246
7/3/19,11:59:37,Miss wetland,,,27.103,755.8,101.1,101.1,8.04,129.2,134.4,128.7,84,0.06,7.31,-18.9,2.85,0,-0.07,-0.19,0.29,-1.61,9.7,30.72,0.257,0.197,0.364,1.196,0,4.02,36,45.00021,-73.15268
7/3/19,12:00:37,Miss wetland,,,27.479,755.8,101.9,101.9,8.05,129.4,135.5,128.7,84,0.06,7.32,-19.5,2.58,0,-0.09,-0.19,0.27,-1.64,9.59,30.4,0.266,0.2,0.378,1.196,0,3.99,35,45.0007,-73.15285
7/3/19,12:01:37,Miss wetland,,,27.394,755.8,101.7,101.7,8.04,129.5,135.4,128.8,84,0.06,7.32,-19.7,2.53,0,-0.11,-0.2,0.57,-1.3,9.7,30.71,0.264,0.195,0.374,1.196,0,4.01,32.6,45.00124,-73.15307
7/3/19,12:02:37,Miss wetland,,,27.122,755.7,101.6,101.6,8.08,129.4,134.6,128.8,84,0.06,7.33,-20,2.53,0,0.03,-0.16,0.58,-1.29,9.8,31.04,0.269,0.204,0.382,1.196,0,4.01,33.3,45.00177,-73.15336
7/3/19,12:03:37,Miss wetland,,,27.228,755.8,98.9,98.9,7.85,129.6,135.1,129,84,0.06,7.28,-17.4,3.15,0,-0.09,-0.19,0.61,-1.26,9.89,31.3,0.266,0.205,0.378,1.196,0,3.99,34.5,45.00222,-73.1537
7/3/19,12:04:37,Miss wetland,,,27.803,755.8,98.7,98.7,7.75,129.8,136.8,129.1,84,0.06,7.25,-15.4,2.89,0,-0.05,-0.18,-0.02,-1.95,9.89,31.33,0.255,0.187,0.362,1.196,0,4,37.8,45.00267,-73.15416
7/3/19,12:05:37,Miss wetland,,,27.596,755.8,98.6,98.6,7.78,129.8,136.2,129.1,84,0.06,7.23,-14.4,3.14,0,-0.05,-0.18,0.24,-1.66,10.03,31.75,0.258,0.184,0.366,1.196,0,3.96,39.3,45.00314,-73.15467
7/3/19,12:06:37,Miss wetland,,,27.548,755.8,98.7,98.7,7.79,129.7,136,129,84,0.06,7.23,-14.2,3.21,0,-0.02,-0.17,0.33,-1.57,10.03,31.75,0.253,0.189,0.359,1.196,0,3.98,37.4,45.00356,-73.15527
7/3/19,12:07:37,Miss wetland,,,27.574,755.8,100.7,100.7,7.94,129.5,135.8,128.8,84,0.06,7.24,-15.1,3.17,0,-0.05,-0.18,0.5,-1.38,10.06,31.85,0.259,0.183,0.367,1.196,0,4,37.6,45.00398,-73.15589
7/3/19,12:08:37,Miss wetland,,,28.316,755.8,100.3,100.3,7.81,130,138.2,129.1,84,0.06,7.25,-15.6,3.07,0,-0.1,-0.2,0.11,-1.81,9.85,31.18,0.253,0.179,0.358,1.196,0,4.01,32.1,45.0043,-73.15659
7/3/19,12:09:37,Miss wetland,,,28.633,755.8,102,102,7.89,130.1,139.1,129.1,85,0.06,7.29,-17.6,2.42,0,-0.15,-0.21,-0.08,-2.03,9.63,30.51,0.254,0.191,0.36,1.196,0,3.98,27.3,45.00458,-73.15732
7/3/19,12:10:37,Miss wetland,,,28.226,755.8,100.5,100.5,7.83,129.8,137.8,129,84,0.06,7.28,-17.5,2.57,0,-0.08,-0.19,0.2,-1.71,9.68,30.67,0.277,0.209,0.393,1.196,0,3.99,27.8,45.00479,-73.158
7/3/19,12:11:37,Miss wetland,,,27.471,755.8,100.3,100.3,7.92,129.5,135.6,128.8,84,0.06,7.28,-17.2,3,0,-0.01,-0.17,0.6,-1.26,9.97,31.55,0.277,0.204,0.393,1.196,0,3.99,29.5,45.00501,-73.15864
7/3/19,12:12:37,Miss wetland,,,27.068,755.7,100.6,100.6,8.01,129.3,134.4,128.8,84,0.06,7.28,-17.3,3.29,0,-0.02,-0.17,0.98,-0.84,10.11,31.99,0.273,0.198,0.387,1.196,0,3.96,31.3,45.00523,-73.1593
7/3/19,12:13:37,Miss wetland,,,28.354,755.8,102.2,102.2,7.94,129.7,138,128.8,84,0.06,7.29,-17.9,2.8,0,-0.04,-0.18,0.68,-1.17,9.77,30.95,0.249,0.176,0.353,1.196,0,3.96,29.6,45.00545,-73.15995
7/3/19,12:14:37,Miss wetland,,,27.948,755.8,103,103,8.07,129.4,136.6,128.6,84,0.06,7.27,-16.7,2.95,0,0.1,-0.14,0.69,-1.17,9.95,31.49,0.245,0.162,0.348,1.196,0,3.99,28.1,45.00566,-73.16067
7/3/19,12:15:37,Miss wetland,,,27.97,755.8,101.4,101.4,7.94,129.3,136.7,128.6,84,0.06,7.24,-14.9,2.99,0,-0.14,-0.21,0.49,-1.39,9.89,31.3,0.239,0.188,0.339,1.196,0,3.96,28.8,45.00585,-73.16155
7/3/19,12:16:37,Miss wetland,,,27.014,755.7,100.2,100.2,7.98,128.9,133.9,128.4,84,0.06,7.23,-14.3,3.7,0,-0.02,-0.17,0.77,-1.08,10.36,32.77,0.254,0.186,0.36,1.196,0,3.99,31.5,45.00595,-73.16244
7/3/19,12:17:37,Miss wetland,,,28.062,755.7,100.4,100.4,7.85,127.9,135.4,127.1,83,0.06,7.22,-13.7,3.02,0,-0.02,-0.17,0.09,-1.83,10.34,32.69,0.252,0.167,0.357,1.196,0,3.98,31,45.00609,-73.16332
7/3/19,12:18:37,Miss wetland,,,28.095,755.8,100.7,100.7,7.87,128.2,135.8,127.4,83,0.06,7.24,-14.5,3.26,0,-0.11,-0.2,0.19,-1.73,10.28,32.51,0.252,0.188,0.358,1.196,0,3.96,27.3,45.00642,-73.16411
7/3/19,12:19:37,Miss wetland,,,28.305,755.7,104.7,104.7,8.15,122.5,130.3,121.7,80,0.06,7.37,-22.8,2.39,0,-0.12,-0.2,0.28,-1.63,11.78,37.14,0.261,0.186,0.37,1.196,0,3.98,28.1,45.00679,-73.1648
7/3/19,12:20:37,Miss wetland,,,28.01,755.7,110.2,110.2,8.62,120.8,127.8,120.1,79,0.06,7.75,-45.7,1.82,0,-0.03,-0.18,0.62,-1.25,13.01,40.92,0.27,0.013,0.383,1.196,0,3.94,25.9,45.00686,-73.165
7/3/19,12:21:37,Miss wetland,,,28.133,755.7,101.9,101.9,7.96,5.1,5.4,5.1,3,0,7.47,-28.4,9.31,0,0.72,0.05,-0.24,-2.2,-0.27,0.05,0.106,-0.068,0.151,1.196,0,3.92,28,45.00661,-73.16444
7/3/19,12:22:37,Miss wetland,,,27.878,755.5,101,101,7.92,0.9,0.9,0.9,1,0,7.38,-23,10.74,0,1.05,0.14,-0.35,-2.33,-0.3,-0.06,0.004,-0.07,0.005,1.196,0,3.97,28.5,45.00644,-73.16417
