"r_timestamp","parameter","predicted_param","timestamp_chem","timestamp_spec","month","transect","dist_from_prev_m","dist_cum_m","lat","lon","temp_c","do_per","do_mgl","spc_uscm","tds_mgl","ph","chla_ugl","fdom_qsu","turb_NTU_scan","NO3_mgNL","NH4_mgNL","PO4_mgPL","TDN_mgNL","TDP_mgPL","TN_mgNL","TP_mgPL","tss_mgL","DOC_mgL"
2019-08-14 10:49:19,"DOC_mgL",4.35154688883073,"2019-08-14 10:49:00","2019-08-14 10:49:19",8,"Dead Creek",64.2200070730589,3682.29752177617,44.9712580290001,-73.130051564,24.225,100.6,8.43,142.7,93,7.8,-1.97,33.41,3.372,0.247,0.012,0.002,0.459995576,0.00884884,0.493025497,0.02453542,2.87,3.401
2019-08-14 10:50:19,"DOC_mgL",4.39501001085203,"2019-08-14 10:50:00","2019-08-14 10:50:19",8,"Dead Creek",67.1329926255034,3749.43051440168,44.9717435950001,-73.130557831,24.251,101.4,8.49,142.8,93,7.82,-2.01,33.35,3.627,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 10:51:19,"DOC_mgL",4.38692244378624,"2019-08-14 10:51:00","2019-08-14 10:51:19",8,"Dead Creek",68.7788821238262,3818.2093965255,44.9722478890001,-73.1310632679999,24.249,100.9,8.45,142.8,93,7.81,-2.03,33.36,3.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 10:52:19,"DOC_mgL",4.38737251295863,"2019-08-14 10:52:00","2019-08-14 10:52:19",8,"Dead Creek",74.9082456751402,3893.11764220064,44.972890654,-73.131349218,24.343,102.1,8.54,143,93,7.83,-2.01,33.23,3.307,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 10:53:19,"DOC_mgL",4.37042857871651,"2019-08-14 10:53:00","2019-08-14 10:53:19",8,"Dead Creek",70.154326682085,3963.27196888273,44.9735168170001,-73.131236273,24.316,101.8,8.52,143,93,7.82,-2,33.27,3.257,0.246,0.011,0.004,0.465934799,0.00980798,0.48857108,0.02394756,2.08,3.37
2019-08-14 10:54:19,"DOC_mgL",4.40885192391853,"2019-08-14 10:54:00","2019-08-14 10:54:19",8,"Dead Creek",73.7496220686879,4037.02159095142,44.9739073120001,-73.130480338,24.437,102.3,8.54,143.1,93,7.82,-2.05,32.9,3.206,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 10:55:19,"DOC_mgL",4.4117092411569,"2019-08-14 10:55:00","2019-08-14 10:55:19",8,"Dead Creek",75.2167550047048,4112.23834595612,44.973899433,-73.129526875,24.431,101.8,8.5,143.2,93,7.81,-2.03,33.07,3.26,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 10:56:19,"DOC_mgL",4.35700965277012,"2019-08-14 10:56:00","2019-08-14 10:56:19",8,"Dead Creek",77.0776987992214,4189.31604475534,44.9738817480001,-73.128550074,24.395,101.9,8.52,143.3,93,7.82,-2.01,33.16,3.138,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 10:57:19,"DOC_mgL",4.36460828822312,"2019-08-14 10:57:00","2019-08-14 10:57:19",8,"Dead Creek",75.5991835983365,4264.91522835368,44.9741038280001,-73.127644205,24.434,102.2,8.53,143.4,93,7.82,-2.02,32.86,3.161,0.247,0.011,0.002,0.46755968,0.00909636,0.498138271,0.02469012,1.95,3.48
2019-08-14 10:58:19,"DOC_mgL",4.40077515042039,"2019-08-14 10:58:00","2019-08-14 10:58:19",8,"Dead Creek",72.7575661954932,4337.67279454917,44.974474763,-73.126884171,24.49,102.4,8.54,143.6,93,7.83,-1.98,32.57,3.426,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 10:59:19,"DOC_mgL",4.37114613917271,"2019-08-14 10:59:00","2019-08-14 10:59:19",8,"Dead Creek",68.6905120414834,4406.36330659066,44.974886397,-73.126234564,24.493,102.3,8.53,143.6,93,7.83,-2.02,32.53,3.438,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 11:00:19,"DOC_mgL",4.36782723970415,"2019-08-14 11:00:00","2019-08-14 11:00:19",8,"Dead Creek",66.8105021182745,4473.17380870893,44.975245375,-73.125555157,24.513,102.4,8.54,143.7,93,7.83,-2.05,32.44,3.562,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 11:01:19,"DOC_mgL",4.34023552499102,"2019-08-14 11:01:00","2019-08-14 11:01:19",8,"Dead Creek",67.1528483724902,4540.32665708142,44.9756172620001,-73.124884155,24.509,102.3,8.52,143.7,93,7.82,-2.03,32.43,3.464,0.248,0.011,0.001,0.481497242,0.00965328,0.48927146,0.02388568,0,3.501
2019-08-14 11:02:19,"DOC_mgL",4.35208095166133,"2019-08-14 11:02:00","2019-08-14 11:02:19",8,"Dead Creek",68.0787519276964,4608.40540900912,44.976043244,-73.12426391,24.547,102.3,8.53,143.8,93,7.83,-2.05,32.22,3.648,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 11:03:19,"DOC_mgL",4.34875431556586,"2019-08-14 11:03:00","2019-08-14 11:03:19",8,"Dead Creek",69.8207092164227,4678.22611822554,44.976508401,-73.123668912,24.612,102.5,8.53,144,94,7.83,-2.02,31.98,3.88,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 11:04:19,"DOC_mgL",4.3726691556473,"2019-08-14 11:04:00","2019-08-14 11:04:19",8,"Dead Creek",71.5680234169386,4749.79414164248,44.97699335,-73.1230719119999,24.605,102.6,8.54,144,94,7.83,-2,32.01,3.776,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 11:05:19,"DOC_mgL",4.37583783367466,"2019-08-14 11:05:00","2019-08-14 11:05:19",8,"Dead Creek",71.8124483240486,4821.60658996653,44.977420044,-73.122388197,24.597,102.5,8.53,144.1,94,7.84,-1.99,31.97,3.82,0.247,0.01,0.002,0.458510771,0.00894166,0.50392341,0.02453542,3.04,3.569
2019-08-14 11:06:19,"DOC_mgL",4.36150871138712,"2019-08-14 11:06:00","2019-08-14 11:06:19",8,"Dead Creek",71.0088441107646,4892.61543407729,44.9778823950001,-73.121766828,24.606,102.9,8.56,144,94,7.85,-2.03,31.8,3.785,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 11:07:19,"DOC_mgL",4.34318920377004,"2019-08-14 11:07:00","2019-08-14 11:07:19",8,"Dead Creek",71.3413725561131,4963.9568066334,44.9783680200001,-73.1211752899999,24.616,103.2,8.58,144.1,94,7.85,-2.11,31.8,3.77,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 11:08:19,"DOC_mgL",4.33558118357572,"2019-08-14 11:08:00","2019-08-14 11:08:19",8,"Dead Creek",70.9745989706423,5034.93140560405,44.978867587,-73.120614695,24.628,103.3,8.59,144.2,94,7.86,-2.03,31.74,3.817,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 11:09:19,"DOC_mgL",4.32965195135521,"2019-08-14 11:09:00","2019-08-14 11:09:19",8,"Dead Creek",72.6869450145949,5107.61835061864,44.9793985420001,-73.120076548,24.645,103.4,8.6,144.2,94,7.86,-2.02,31.7,3.942,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 11:10:19,"DOC_mgL",4.33927243360277,"2019-08-14 11:10:00","2019-08-14 11:10:19",8,"Dead Creek",74.0670740863006,5181.68542470494,44.979892078,-73.119445465,24.63,104,8.65,144.2,94,7.87,-1.93,31.88,3.969,0.245,0.01,0.003,0.457572262,0.01045772,0.502102422,0.02484482,4.85,3.454
2019-08-14 11:52:19,"DOC_mgL",4.5061075018681,"2019-08-14 11:52:00","2019-08-14 11:52:19",8,"Main",0,0,44.9454948700001,-73.147998221,24.015,97.7,8.22,137.9,90,7.8,-2.03,33.01,1.531,0.214,0.015,0.002,0.575334155,0.00980798,0.495154652,0.02199834,0.92,3.755
2019-08-14 11:53:19,"DOC_mgL",4.59583650542934,"2019-08-14 11:53:00","2019-08-14 11:53:19",8,"Main",54.958391578071,54.958391578071,44.945764581,-73.14858191,24.11,98.7,8.29,138,90,7.82,-1.97,32.81,1.437,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 11:54:19,"DOC_mgL",4.52768622158391,"2019-08-14 11:54:00","2019-08-14 11:54:19",8,"Main",45.6857373128382,100.644128890909,44.9460574930001,-73.148988088,24.213,99.3,8.32,138.1,90,7.83,-1.96,21.2,1.389,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 11:55:19,"DOC_mgL",4.51626727634533,"2019-08-14 11:55:00","2019-08-14 11:55:19",8,"Main",66.1020984887555,166.746227379665,44.946367857,-73.1497026069999,24.203,98.9,8.29,138.4,90,7.83,-2.03,29.74,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 11:56:19,"DOC_mgL",4.5245251966695,"2019-08-14 11:56:00","2019-08-14 11:56:19",8,"Main",81.2827527633485,248.028980143013,44.946727008,-73.150599826,24.205,98.4,8.25,138.6,90,7.81,-2.07,32.01,1.398,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 11:57:19,"DOC_mgL",4.52080684354376,"2019-08-14 11:57:00","2019-08-14 11:57:19",8,"Main",71.3928584830562,319.421838626069,44.9470460310001,-73.1513850269999,24.23,99.6,8.35,139.1,90,7.86,-2.06,32.25,1.461,0.211,0.008,0.002,0.444489163,0.00863226,0.520690507,0.02329782,1.91,3.561
2019-08-14 11:58:19,"DOC_mgL",4.49743834176143,"2019-08-14 11:58:00","2019-08-14 11:58:19",8,"Main",59.9285704132071,379.350409039276,44.9473149300001,-73.152043251,24.084,100.4,8.43,140.8,92,7.86,-2.04,31.76,1.54,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 11:59:19,"DOC_mgL",4.57331298637551,"2019-08-14 11:59:00","2019-08-14 11:59:19",8,"Main",56.8473229710058,436.197732010282,44.9475212030001,-73.152702416,24.292,98.9,8.28,140.5,91,7.81,-2.07,32.01,1.513,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 12:00:19,"DOC_mgL",4.52833443567841,"2019-08-14 12:00:00","2019-08-14 12:00:19",8,"Main",61.5031535131459,497.700885523428,44.947802322,-73.153373712,24.272,102.5,8.59,141.7,92,7.89,-2.1,32.27,1.279,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 12:01:19,"DOC_mgL",4.5483178501284,"2019-08-14 12:01:00","2019-08-14 12:01:19",8,"Main",62.5416057118631,560.242491235291,44.9481674130001,-73.1539768069999,24.266,103.7,8.69,141.5,92,7.99,-2.04,32.03,1.312,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 12:02:19,"DOC_mgL",4.53411413463566,"2019-08-14 12:02:00","2019-08-14 12:02:19",8,"Main",48.2067259815409,608.449217216832,44.9484012010001,-73.154491347,24.111,101.9,8.56,141.4,92,7.99,-2.04,31.89,1.077,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 12:03:19,"DOC_mgL",4.52457198373477,"2019-08-14 12:03:00","2019-08-14 12:03:19",8,"Main",26.8940243999744,635.343241616807,44.9484974260001,-73.154804036,24.078,101.2,8.5,141.6,92,7.94,-2.08,31.89,1.256,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 12:04:19,"DOC_mgL",4.50933259259701,"2019-08-14 12:04:00","2019-08-14 12:04:19",8,"Main",43.2425783932543,678.585820010061,44.9487309680001,-73.155242317,23.885,98.1,8.27,142.5,93,7.83,-2.05,31.94,1.488,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 12:05:19,"DOC_mgL",4.48271005310091,"2019-08-14 12:05:00","2019-08-14 12:05:19",8,"Main",75.5573506099735,754.143170620034,44.9491240500001,-73.156023513,23.823,96.1,8.12,142.9,93,7.79,-2.05,31.99,1.6,0.209,0.013,0.003,0.442752221,0.00792064,0.456031426,0.02137954,1.88,3.395
2019-08-14 12:06:19,"DOC_mgL",4.48443390315344,"2019-08-14 12:06:00","2019-08-14 12:06:19",8,"Main",69.6162903478758,823.75946096791,44.949486822,-73.156742691,23.657,95.9,8.12,143.3,93,7.77,-2.1,34.37,1.491,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 12:07:19,"DOC_mgL",4.51119340461557,"2019-08-14 12:07:00","2019-08-14 12:07:19",8,"Main",77.1209067608115,900.880367728722,44.949926498,-73.157498779,23.723,95.8,8.1,143.4,93,7.76,-2.08,31.41,1.407,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 12:08:19,"DOC_mgL",4.52016032732988,"2019-08-14 12:08:00","2019-08-14 12:08:19",8,"Main",71.1521790147096,972.032546743431,44.950259669,-73.158268715,23.948,95.7,8.06,143.6,93,7.76,-2.02,31.41,1.428,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 12:09:19,"DOC_mgL",4.44764832726861,"2019-08-14 12:09:00","2019-08-14 12:09:19",8,"Main",65.3183593219537,1037.35090606538,44.9506317620001,-73.1589094399999,24.036,94.8,7.97,143.4,93,7.73,-2.1,31.33,1.73,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 12:10:19,"DOC_mgL",4.44282816483196,"2019-08-14 12:10:00","2019-08-14 12:10:19",8,"Main",60.2663643696768,1097.61727043506,44.950891681,-73.159579701,23.826,96.6,8.15,143.6,93,7.77,-2.04,32.04,1.597,0.216,0.02,0.002,0.546814681,0.0136136,0.464492016,0.02054416,0.93,4.054
2019-08-14 12:11:19,"DOC_mgL",4.45734171194779,"2019-08-14 12:11:00","2019-08-14 12:11:19",8,"Main",45.9459126586861,1143.56318309375,44.951060861,-73.160110951,23.81,96.9,8.19,143.7,93,7.78,-2.01,32.14,1.479,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 12:12:19,"DOC_mgL",4.48938690517838,"2019-08-14 12:12:00","2019-08-14 12:12:19",8,"Main",49.176269874589,1192.73945296834,44.9512701300001,-73.160660026,23.812,97.4,8.22,143.5,93,7.78,-1.97,32.16,1.344,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 12:13:19,"DOC_mgL",4.45627733422606,"2019-08-14 12:13:00","2019-08-14 12:13:19",8,"Main",58.6770982493137,1251.41655121765,44.951657201,-73.161165748,23.911,100.4,8.46,142.6,93,7.82,-1.84,32.71,1.344,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 12:14:19,"DOC_mgL",4.77973106769855,"2019-08-14 12:14:00","2019-08-14 12:14:19",8,"Main",27.9029446503683,1279.31949586802,44.9518458360001,-73.1613991089999,24.172,103.2,8.65,143.4,93,7.86,-2.12,32.02,3.47,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 12:15:19,"DOC_mgL",4.47680935536879,"2019-08-14 12:15:00","2019-08-14 12:15:19",8,"Main",87.5101497911476,1366.82964565917,44.952402164,-73.1621839379999,23.998,92.8,7.81,145.6,95,7.66,-2.12,30.51,1.339,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 12:16:19,"DOC_mgL",4.44784048872426,"2019-08-14 12:16:00","2019-08-14 12:16:19",8,"Main",81.6499940805842,1448.47963973975,44.953027643,-73.162726796,24.012,92.3,7.77,146.2,95,7.65,-2.15,30.46,1.602,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 12:17:19,"DOC_mgL",4.42449560845047,"2019-08-14 12:17:00","2019-08-14 12:17:19",8,"Main",82.3669822165384,1530.84662195629,44.953685299,-73.163208148,24.17,92,7.72,145.9,95,7.65,-2.07,30.1,2.957,0.21,0.012,0.003,0.459211151,0.00952952,0.46931063,0.0233597,1.89,3.611
2019-08-14 12:18:19,"DOC_mgL",4.42635092098391,"2019-08-14 12:18:00","2019-08-14 12:18:19",8,"Main",75.5076159288989,1606.35423788519,44.954285875,-73.163655627,24.087,90.9,7.64,145.9,95,7.63,-2.13,32.48,1.908,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 12:19:19,"DOC_mgL",4.37298201651312,"2019-08-14 12:19:00","2019-08-14 12:19:19",8,"Main",84.3376160933955,1690.69185397858,44.954968621,-73.16412228,24.11,90.5,7.6,146.4,95,7.62,-1.96,29.92,1.959,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 12:20:19,"DOC_mgL",4.40691336492024,"2019-08-14 12:20:00","2019-08-14 12:20:19",8,"Main",84.6743982441886,1775.36625222277,44.9556552860001,-73.164587325,24.136,90.6,7.6,146.6,95,7.62,-2.08,28.32,9.037,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 12:21:19,"DOC_mgL",4.37040409813857,"2019-08-14 12:21:00","2019-08-14 12:21:19",8,"Main",94.7032700268739,1870.06952224965,44.956457368,-73.164992759,24.216,91.1,7.64,146.8,95,7.62,-1.95,31.95,2.075,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 12:22:19,"DOC_mgL",4.35695487121863,"2019-08-14 12:22:00","2019-08-14 12:22:19",8,"Main",97.8373590095583,1967.9068812592,44.9573128260001,-73.165285689,24.243,97.1,8.13,146.9,95,7.71,-2.07,24.96,1.989,0.22,0.013,0.002,0.454658681,0.0083538,0.468344106,0.02076074,1.96,3.562
2019-08-14 12:23:19,"DOC_mgL",4.39742332736209,"2019-08-14 12:23:00","2019-08-14 12:23:19",8,"Main",80.8499493295121,2048.75683058872,44.958012109,-73.165568385,24.263,94.6,7.93,147.2,96,7.7,-2.07,30.14,2.594,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 12:39:19,"DOC_mgL",4.33909886980926,"2019-08-14 12:39:00","2019-08-14 12:39:19",8,"Main",35.6710538786909,2084.42788446741,44.958293788,-73.1657851479999,24.343,95.4,7.97,147.2,96,7.73,-2.1,30,2.701,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 12:40:19,"DOC_mgL",4.3455972942476,"2019-08-14 12:40:00","2019-08-14 12:40:19",8,"Main",69.6041165459341,2154.03200101334,44.9589146770001,-73.1659011199999,24.444,98.8,8.25,147.2,96,7.79,-2.13,29.87,2.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 12:41:19,"DOC_mgL",4.37754084317829,"2019-08-14 12:41:00","2019-08-14 12:41:19",8,"Main",67.2491527294538,2221.2811537428,44.959518497,-73.16595726,24.671,107.7,8.95,147,96,8.09,-2.13,30.19,2.247,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 12:42:19,"DOC_mgL",4.35707518910086,"2019-08-14 12:42:00","2019-08-14 12:42:19",8,"Main",64.5352971250199,2285.81645086782,44.960089538,-73.166105923,24.638,104.8,8.72,147.2,96,8,-2.09,29.92,2.396,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 12:43:19,"DOC_mgL",4.38883483667712,"2019-08-14 12:43:00","2019-08-14 12:43:19",8,"Main",69.0389498625123,2354.85540073033,44.9607097310001,-73.16605516,24.555,101.7,8.47,147.3,96,7.89,-2.08,29.78,2.577,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 12:44:19,"DOC_mgL",4.37864702503389,"2019-08-14 12:44:00","2019-08-14 12:44:19",8,"Main",61.8834987064383,2416.73889943677,44.9612649970001,-73.1659960109999,24.562,101.1,8.42,147.4,96,7.87,-2,29.83,2.713,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 12:45:19,"DOC_mgL",4.39836204740794,"2019-08-14 12:45:00","2019-08-14 12:45:19",8,"Main",21.3146955729475,2438.05359500971,44.961455894,-73.166022164,24.556,100.6,8.38,147.5,96,7.84,-2.16,24.85,2.443,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 12:46:19,"DOC_mgL",4.40827486603075,"2019-08-14 12:46:00","2019-08-14 12:46:19",8,"Main",97.2123575369386,2535.26595254665,44.9623245600001,-73.165877048,24.687,102.5,8.52,148.9,97,7.87,-2.13,28.93,2.713,0.195,0.017,0.003,0.435146094,0.00847756,0.456031426,0.021658,0.92,3.329
2019-08-14 12:47:19,"DOC_mgL",4.3798083799617,"2019-08-14 12:47:00","2019-08-14 12:47:19",8,"Main",90.1387512712252,2625.40470381788,44.963129151,-73.165732566,24.549,101,8.41,148.4,96,7.84,-2.1,28.94,2.752,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 12:48:19,"DOC_mgL",4.34399467005466,"2019-08-14 12:48:00","2019-08-14 12:48:19",8,"Main",82.3154107136973,2707.72011453157,44.9638650030001,-73.165613322,24.515,99.6,8.31,148,96,7.81,-2.04,30.09,2.849,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 12:49:19,"DOC_mgL",4.36825234828284,"2019-08-14 12:49:00","2019-08-14 12:49:19",8,"Main",84.288948902256,2792.00906343383,44.9646147300001,-73.165451627,24.532,99.9,8.32,148.5,97,7.79,-2.13,28.92,3.067,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 12:50:19,"DOC_mgL",4.40668981081024,"2019-08-14 12:50:00","2019-08-14 12:50:19",8,"Main",84.0919200526339,2876.10098348646,44.965358359,-73.1652544359999,24.934,106.5,8.81,148.7,97,7.94,-2.13,29.21,2.912,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 12:51:19,"DOC_mgL",4.35677992526033,"2019-08-14 12:51:00","2019-08-14 12:51:19",8,"Main",75.2996694627082,2951.40065294917,44.9660269280001,-73.1650993379999,24.577,101.8,8.47,149.2,97,7.85,-2.16,28.93,3.129,0.207,0.014,0.004,0.416459956,0.009282,0.463175302,0.02441166,1.88,3.376
2019-08-14 12:52:19,"DOC_mgL",4.34044819414089,"2019-08-14 12:52:00","2019-08-14 12:52:19",8,"Main",74.0864611035674,3025.48711405274,44.9666934950001,-73.1651148619999,24.514,98.9,8.24,150,97,7.78,-2.11,28.51,3.048,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 12:53:19,"DOC_mgL",4.34406237724923,"2019-08-14 12:53:00","2019-08-14 12:53:19",8,"Main",67.7722513450269,3093.25936539777,44.967297601,-73.165232391,24.48,97.1,8.1,150.9,98,7.74,-2.16,28.31,3.013,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 12:54:19,"DOC_mgL",4.35819140072014,"2019-08-14 12:54:00","2019-08-14 12:54:19",8,"Main",70.4966325770012,3163.75599797477,44.9679252490001,-73.165361993,24.391,94.4,7.89,151.5,98,7.68,-2.11,27.9,3.342,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 12:55:19,"DOC_mgL",4.24663563919693,"2019-08-14 12:55:00","2019-08-14 12:55:19",8,"Main",64.9082595423857,3228.66425751715,44.9685030530001,-73.1654821779999,24.748,94.2,7.82,154,100,7.67,-2.06,23.78,4.087,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 12:56:19,"DOC_mgL",4.20829958254002,"2019-08-14 12:56:00","2019-08-14 12:56:19",8,"Main",76.148216179725,3304.81247369688,44.9691336070001,-73.165859946,24.808,94.7,7.85,154.5,100,7.69,-1.99,25.83,4.007,0.216,0.013,0.004,0.428968742,0.0089726,0.478891829,0.02453542,1.91,3.101
2019-08-14 12:57:19,"DOC_mgL",4.21127298140935,"2019-08-14 12:57:00","2019-08-14 12:57:19",8,"Main",71.1854723527816,3375.99794604966,44.9696949200001,-73.166294679,25.028,95.5,7.88,155.5,101,7.69,-2.02,25.41,3.503,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 12:58:19,"DOC_mgL",4.19069702288773,"2019-08-14 12:58:00","2019-08-14 12:58:19",8,"Main",73.0621664125573,3449.06011246222,44.970246231,-73.166799238,25.156,95.4,7.86,155.8,101,7.69,-2.1,25.26,3.446,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 12:59:19,"DOC_mgL",4.2021672496243,"2019-08-14 12:59:00","2019-08-14 12:59:19",8,"Main",66.6068747736658,3515.66698723588,44.970778647,-73.1671869799999,25.314,96,7.89,156,101,7.68,-2.08,25.2,3.654,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 13:00:19,"DOC_mgL",4.16831752879357,"2019-08-14 13:00:00","2019-08-14 13:00:19",8,"Main",71.8650625067527,3587.53204974264,44.9713537050001,-73.1676036659999,25.48,97.3,7.97,157.1,102,7.67,-2.07,24.74,3.253,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 13:01:19,"DOC_mgL",4.20384980076704,"2019-08-14 13:01:00","2019-08-14 13:01:19",8,"Main",64.1177203613239,3651.64977010396,44.971929269,-73.1675472589999,25.503,99.9,8.18,157.4,102,7.71,-2.03,25.02,3.319,0.214,0.015,0.002,0.412215653,0.00863226,0.44509149,0.02144142,1.83,3.055
2019-08-14 13:02:19,"DOC_mgL",4.21283707368875,"2019-08-14 13:02:00","2019-08-14 13:02:19",8,"Main",70.9966339087212,3722.64640401268,44.972439991,-73.16700658,25.76,100.7,8.21,158.5,103,7.71,-1.94,24.2,3.417,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 13:03:19,"DOC_mgL",4.18376604776393,"2019-08-14 13:03:00","2019-08-14 13:03:19",8,"Main",67.2943446750822,3789.94074868776,44.972790081,-73.166310527,25.502,100,8.19,158.2,103,7.76,-2.1,24.76,2.957,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 13:04:19,"DOC_mgL",4.1646224198318,"2019-08-14 13:04:00","2019-08-14 13:04:19",8,"Main",68.9658837449325,3858.9066324327,44.973135089,-73.165583816,26.162,103.3,8.35,159.5,104,7.82,-2.05,23.39,3.352,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 13:05:19,"DOC_mgL",4.15785339143053,"2019-08-14 13:05:00","2019-08-14 13:05:19",8,"Main",72.7940717690586,3931.70070420175,44.9735184960001,-73.164835609,25.797,100,8.14,159.1,103,7.78,-2.11,23.99,3.105,0.217,0.011,0.003,0.396695232,0.00785876,0.425368789,0.02085356,0.96,3.032
2019-08-14 13:06:19,"DOC_mgL",4.14551765614122,"2019-08-14 13:06:00","2019-08-14 13:06:19",8,"Main",74.2283047254203,4005.92900892717,44.9739228940001,-73.164086685,25.522,97.9,8.01,158.7,103,7.71,-2.04,24.58,3.206,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 13:07:19,"DOC_mgL",4.12432922907148,"2019-08-14 13:07:00","2019-08-14 13:07:19",8,"Main",73.0135336780749,4078.94254260525,44.974288254,-73.163317405,25.453,97.5,7.99,158.6,103,7.7,-2.13,24.69,3.206,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 13:08:19,"DOC_mgL",4.10054618855546,"2019-08-14 13:08:00","2019-08-14 13:08:19",8,"Main",76.4543650851371,4155.39690769039,44.974655892,-73.1624981749999,25.473,97.1,7.95,158.7,103,7.69,-2.06,24.72,3.325,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 13:09:19,"DOC_mgL",4.13990233939474,"2019-08-14 13:09:00","2019-08-14 13:09:19",8,"Main",75.9577499156683,4231.35465760606,44.9750528060001,-73.1617142389999,25.596,98.1,8.01,159.3,104,7.7,-2.17,24.35,3.369,0.22,0.012,0.003,0.413210192,0.01079806,0.443102411,0.02233868,1.81,2.949
2019-08-14 13:10:19,"DOC_mgL",4.11909233586205,"2019-08-14 13:10:00","2019-08-14 13:10:19",8,"Main",71.9869929429248,4303.34165054898,44.975434486,-73.160976883,25.614,102.4,8.37,159.6,104,7.75,-2.09,24.67,3.256,NA,NA,NA,NA,NA,NA,NA,NA,NA
