DateTimeS,r_timestamp,transect,dist_from_prev_m,dist_cum_m,lat,lon,elev
2019-05-17T13:24:00.00Z,5/17/2019 9:24,Main,0,0,44.94539913,-73.14809372,0.1842
2019-05-17T13:25:00.00Z,5/17/2019 9:25,Main,64.00190887,64.00190887,44.94565506,-73.1488202,0.1849
2019-05-17T13:26:00.00Z,5/17/2019 9:26,Main,64.76704563,128.7689545,44.9459602,-73.14951938,0.1808
2019-05-17T13:27:00.00Z,5/17/2019 9:27,Main,64.80877564,193.5777301,44.94626896,-73.15021603,0.1855
2019-05-17T13:28:00.00Z,5/17/2019 9:28,Main,65.00413196,258.5818621,44.94658259,-73.1509113,0.1865
2019-05-17T13:29:00.00Z,5/17/2019 9:29,Main,64.64445748,323.2263196,44.94689584,-73.15160149,0.1621
2019-05-17T13:30:00.00Z,5/17/2019 9:30,Main,65.83592926,389.0622488,44.94720616,-73.15231211,0.1674
2019-05-17T13:31:00.00Z,5/17/2019 9:31,Main,65.44014436,454.5023932,44.94756422,-73.1529704,0.1641
2019-05-17T13:32:00.00Z,5/17/2019 9:32,Main,65.04678169,519.5491749,44.94794541,-73.15359588,0.1557
2019-05-17T13:33:00.00Z,5/17/2019 9:33,Main,64.62601574,584.1751906,44.94832684,-73.15421402,0.1527
2019-05-17T13:34:00.00Z,5/17/2019 9:34,Main,64.84262964,649.0178203,44.94869495,-73.15485152,0.1397
2019-05-17T13:35:00.00Z,5/17/2019 9:35,Main,65.38909873,714.406919,44.94904579,-73.1555167,0.1393
2019-05-17T13:36:00.00Z,5/17/2019 9:36,Main,64.60671134,779.0136303,44.94936639,-73.15619963,0.102
2019-05-17T13:37:00.00Z,5/17/2019 9:37,Main,65.20673741,844.2203678,44.94967655,-73.15690103,0.1165
2019-05-17T13:38:00.00Z,5/17/2019 9:38,Main,65.83537747,910.0557452,44.94994458,-73.15764501,0.1081
2019-05-17T13:39:00.00Z,5/17/2019 9:39,Main,66.76683252,976.8225778,44.95021851,-73.15839801,0.117
2019-05-17T13:40:00.00Z,5/17/2019 9:40,Main,66.2998212,1043.122399,44.95050284,-73.15913661,0.1174
2019-05-17T13:41:00.00Z,5/17/2019 9:41,Main,65.72431263,1108.846712,44.95083216,-73.15982839,-0.0272
2019-05-17T13:42:00.00Z,5/17/2019 9:42,Main,65.08310145,1173.929813,44.95118174,-73.16049008,-0.0325
2019-05-17T13:43:00.00Z,5/17/2019 9:43,Main,63.76730964,1237.697123,44.95153412,-73.16112782,-0.0214
