DateTimeS,r_timestamp,transect,dist_from_prev_m,dist_cum_m,lat,lon,elev
2019-10-21T14:06:00.00Z,2019-10-21 10:06:00,Dead Creek,0,-10.5,44.94661105,-73.147669305,-0.8227
2019-10-21T14:07:00.00Z,2019-10-21 10:07:00,Dead Creek,63.08338614019866,52.58338614019866,44.947053632,-73.147168772,-0.8248
2019-10-21T14:08:00.00Z,2019-10-21 10:08:00,Dead Creek,67.58358879323333,120.16697493343199,44.947559897,-73.146694291,-0.817
2019-10-21T14:09:00.00Z,2019-10-21 10:09:00,Dead Creek,67.3672796204315,187.5342545538635,44.948113275,-73.146345788,-0.8291
2019-10-21T14:10:00.00Z,2019-10-21 10:10:00,Dead Creek,71.57922091671527,259.11347547057875,44.94875216,-73.146230613,-0.8187
2019-10-21T14:11:00.00Z,2019-10-21 10:11:00,Dead Creek,66.14572814551396,325.25920361609275,44.949345571,-73.146295662,-0.8063
2019-10-21T14:12:00.00Z,2019-10-21 10:12:00,Dead Creek,60.56488439693955,385.8240880130323,44.949868559,-73.146511514,-0.8026
2019-10-21T14:13:00.00Z,2019-10-21 10:13:00,Dead Creek,63.81365908750808,449.63774710054037,44.950399541,-73.14681936,-0.7623
2019-10-21T14:14:00.00Z,2019-10-21 10:14:00,Dead Creek,65.67723079498775,515.314977895528,44.950973605,-73.147017117,-0.6135
2019-10-21T14:15:00.00Z,2019-10-21 10:15:00,Dead Creek,63.50960385919447,578.8245817547225,44.951457214,-73.146588309,-0.1013
2019-10-21T14:16:00.00Z,2019-10-21 10:16:00,Dead Creek,66.48854773122211,645.3131294859447,44.951495159,-73.145747454,0.0757
2019-10-21T14:17:00.00Z,2019-10-21 10:17:00,Dead Creek,71.2833742826956,716.5965037686403,44.95142321,-73.144849843,-0.0251
2019-10-21T14:18:00.00Z,2019-10-21 10:18:00,Dead Creek,68.20052624793637,784.7970300165766,44.95153246,-73.143999402,0.0587
2019-10-21T14:19:00.00Z,2019-10-21 10:19:00,Dead Creek,64.28058773806457,849.0776177546412,44.951870545,-73.143338458,0.0897
2019-10-21T14:20:00.00Z,2019-10-21 10:20:00,Dead Creek,71.28789010796362,920.3655078626049,44.952368668,-73.142769251,0.072
2019-10-21T14:21:00.00Z,2019-10-21 10:21:00,Dead Creek,71.92964298852101,992.2951508511259,44.952970705,-73.142434544,0.1438
2019-10-21T14:22:00.00Z,2019-10-21 10:22:00,Dead Creek,74.15171951651085,1066.4468703676366,44.953620873,-73.142223298,1.2756
2019-10-21T14:23:00.00Z,2019-10-21 10:23:00,Dead Creek,74.87962379758734,1141.326494165224,44.954294276,-73.142190862,1.5243
2019-10-21T14:24:00.00Z,2019-10-21 10:24:00,Dead Creek,71.13163942707538,1212.4581335922994,44.954925109,-73.14234346,1.5905
2019-10-21T14:25:00.00Z,2019-10-21 10:25:00,Dead Creek,70.6747228630393,1283.1328564553387,44.955552477,-73.142490183,1.9116
2019-10-21T14:26:00.00Z,2019-10-21 10:26:00,Dead Creek,74.85779303062955,1357.9906494859683,44.95622579,-73.142517877,2.0224
2019-10-21T14:27:00.00Z,2019-10-21 10:27:00,Dead Creek,71.48244365541132,1429.4730931413796,44.956856359,-73.142339039,2.5391
2019-10-21T14:28:00.00Z,2019-10-21 10:28:00,Dead Creek,68.40644988436543,1497.879543025745,44.957407012,-73.141951585,1.0901
2019-10-21T14:29:00.00Z,2019-10-21 10:29:00,Dead Creek,72.4134263045448,1570.29296933029,44.957582018,-73.141067576,0.8237
2019-10-21T14:30:00.00Z,2019-10-21 10:30:00,Dead Creek,71.74686851794446,1642.0398378482344,44.957696491,-73.140172701,0.687
2019-10-21T14:31:00.00Z,2019-10-21 10:31:00,Dead Creek,66.52564173560472,1708.565479583839,44.958202102,-73.139721328,1.2444
2019-10-21T14:32:00.00Z,2019-10-21 10:32:00,Dead Creek,69.51627150927963,1778.0817510931186,44.958743385,-73.139279729,3.4797
2019-10-21T14:33:00.00Z,2019-10-21 10:33:00,Dead Creek,70.877619459213,1848.9593705523316,44.959197577,-73.138649098,2.6487
2019-10-21T14:34:00.00Z,2019-10-21 10:34:00,Dead Creek,71.70437337190579,1920.6637439242375,44.959431663,-73.137802244,0.7487
2019-10-21T14:35:00.00Z,2019-10-21 10:35:00,Dead Creek,66.19686340539828,1986.8606073296357,44.959232809,-73.137011405,4.4977
2019-10-21T14:36:00.00Z,2019-10-21 10:36:00,Dead Creek,70.49616711310293,2057.3567744427387,44.958880980000004,-73.136267963,1.7972
2019-10-21T14:37:00.00Z,2019-10-21 10:37:00,Dead Creek,66.24567240918708,2123.602446851926,44.958826374,-73.135431912,1.9367
2019-10-21T14:38:00.00Z,2019-10-21 10:38:00,Dead Creek,69.09058798007636,2192.693034832002,44.959257397,-73.134800877,0.9617
2019-10-21T14:39:00.00Z,2019-10-21 10:39:00,Dead Creek,71.69455503027314,2264.387589862275,44.959869901,-73.13451555,0.4785
2019-10-21T14:40:00.00Z,2019-10-21 10:40:00,Dead Creek,72.10294582142912,2336.4905356837044,44.960498948,-73.134291718,0.4764
2019-10-21T14:41:00.00Z,2019-10-21 10:41:00,Dead Creek,70.35836750162129,2406.8489031853255,44.96102133,-73.133787903,0.5329
2019-10-21T14:42:00.00Z,2019-10-21 10:42:00,Dead Creek,65.92743426004935,2472.776337445375,44.961393324,-73.133137005,0.8777
2019-10-21T14:43:00.00Z,2019-10-21 10:43:00,Dead Creek,66.03332090333895,2538.809658348714,44.961744626,-73.132462016,0.7736
2019-10-21T14:44:00.00Z,2019-10-21 10:44:00,Dead Creek,69.07102723417256,2607.8806855828866,44.962174484,-73.131829718,0.7446
2019-10-21T14:45:00.00Z,2019-10-21 10:45:00,Dead Creek,68.97226922621446,2676.852954809101,44.962701364,-73.131367705,0.5469
2019-10-21T14:46:00.00Z,2019-10-21 10:46:00,Dead Creek,69.42580650403387,2746.278761313135,44.963325209,-73.131414265,0.5888
2019-10-21T14:47:00.00Z,2019-10-21 10:47:00,Dead Creek,68.71154009523656,2814.9903014083716,44.963867399,-73.131832862,0.568
2019-10-21T14:48:00.00Z,2019-10-21 10:48:00,Dead Creek,69.3454729381165,2884.335774346488,44.964429652,-73.132214074,0.4862
2019-10-21T14:49:00.00Z,2019-10-21 10:49:00,Dead Creek,71.55415820761657,2955.8899325541042,44.965072759,-73.132169886,0.4468
2019-10-21T14:50:00.00Z,2019-10-21 10:50:00,Dead Creek,61.48128039268885,3017.371212946793,44.965510851,-73.131693992,0.4635
2019-10-21T14:51:00.00Z,2019-10-21 10:51:00,Dead Creek,59.8444080680782,3077.2156210148714,44.965957372,-73.131269991,0.4521
2019-10-21T14:52:00.00Z,2019-10-21 10:52:00,Dead Creek,69.98503783204114,3147.2006588469126,44.966470816,-73.130756348,0.43120000000000003
2019-10-21T14:53:00.00Z,2019-10-21 10:53:00,Dead Creek,68.11772077761918,3215.3183796245316,44.966939729,-73.130200288,0.4173
