DateTimeS,r_timestamp,transect,dist_from_prev_m,dist_cum_m,lat,lon,elev
2019-08-14T13:53:00.00Z,2019-08-14 09:53:00,Dead Creek,0,0,44.94664984900004,-73.14743931999993,-0.5032999999966705
2019-08-14T13:54:00.00Z,2019-08-14 09:54:00,Dead Creek,82.6203258086836,82.6203258086836,44.94730008600004,-73.14693177499998,-0.53870000000461
2019-08-14T13:55:00.00Z,2019-08-14 09:55:00,Dead Creek,76.69179495344326,159.31212076212688,44.94793226500008,-73.14654205699998,-0.5133000000059837
2019-08-14T13:56:00.00Z,2019-08-14 09:56:00,Dead Creek,59.0509938689598,218.36311463108666,44.948452135000025,-73.14638725999998,-0.5142000000050757
2019-08-14T13:57:00.00Z,2019-08-14 09:57:00,Dead Creek,65.92998445523664,284.2930990863233,44.94904390900007,-73.14632806999998,-0.5204999999987194
2019-08-14T13:58:00.00Z,2019-08-14 09:58:00,Dead Creek,80.5213541119495,364.8144531982728,44.94976186900004,-73.14646551499999,-0.5228000000061002
2019-08-14T13:59:00.00Z,2019-08-14 09:59:00,Dead Creek,67.50958828810101,432.3240414863738,44.950349618000075,-73.14668176599997,-0.5325000000011642
2019-08-14T14:00:00.00Z,2019-08-14 10:00:00,Dead Creek,66.067926946731,498.3919684331048,44.95092553500007,-73.14688948499997,-0.5195999999996275
2019-08-14T14:01:00.00Z,2019-08-14 10:01:00,Dead Creek,59.29678897452153,557.6887574076263,44.95139921400005,-73.14654358099995,-0.525099999998929
2019-08-14T14:02:00.00Z,2019-08-14 10:02:00,Dead Creek,63.990042190065815,621.6787995976922,44.95150248600004,-73.14574583999996,-0.5212999999930616
2019-08-14T14:03:00.00Z,2019-08-14 10:03:00,Dead Creek,66.17119278749611,687.8499923851883,44.95143455700003,-73.14491278499997,-0.5240999999950873
2019-08-14T14:04:00.00Z,2019-08-14 10:04:00,Dead Creek,64.8126062858247,752.662598671013,44.95151041100007,-73.14409844799997,-0.52379999999539
2019-08-14T14:05:00.00Z,2019-08-14 10:05:00,Dead Creek,67.86154952519797,820.524148196211,44.95184056700003,-73.14337502399997,-0.5307000000029802
2019-08-14T14:06:00.00Z,2019-08-14 10:06:00,Dead Creek,65.25298188244018,885.7771300786511,44.95231251900003,-73.14288306699996,-0.5089000000007218
2019-08-14T14:07:00.00Z,2019-08-14 10:07:00,Dead Creek,63.50415866153941,949.2812887401906,44.952837514000066,-73.14256528199996,-0.5314000000071246
2019-08-14T14:08:00.00Z,2019-08-14 10:08:00,Dead Creek,72.94959106533257,1022.2308798055232,44.95347374900007,-73.14233774199994,-0.5298000000038883
2019-08-14T14:09:00.00Z,2019-08-14 10:09:00,Dead Creek,64.36889817690832,1086.5997779824315,44.95404939500003,-73.14224730099994,-0.5283000000054017
2019-08-14T14:10:00.00Z,2019-08-14 10:10:00,Dead Creek,60.50845049422558,1147.108228476657,44.95459329600004,-73.14228262899996,-0.44280000000435393
2019-08-14T14:11:00.00Z,2019-08-14 10:11:00,Dead Creek,65.47975679683675,1212.5879852734938,44.955175703000066,-73.14240838999996,-0.17049999999289867
2019-08-14T14:12:00.00Z,2019-08-14 10:12:00,Dead Creek,66.79718334652163,1279.3851686200153,44.95577638700007,-73.14243862699993,-0.19430000000284053
